Calibrated,RIXS
11553.35,8.043769817425809e-07
11553.6,3.824087290251614e-07
11553.85,1.0150151979006366e-06
11554.1,8.222127234673003e-07
11554.35,7.085174103112335e-07
11554.6,7.030336994612902e-07
11554.85,5.097156821216597e-07
11555.1,9.10893463075905e-07
11555.35,3.0844573781454265e-07
11555.4,6.113590511707526e-07
11555.6,7.160004302279845e-07
11555.65,2.5893051340742196e-07
11555.85,4.990261262892445e-07
11556.1,3.219414926389124e-07
11556.35,1.2198095176936123e-06
11556.6,7.740313027486515e-07
11556.85,8.59180891036626e-07
11557.1,1.6372899879286331e-06
11557.35,7.615297508096964e-07
11557.6,1.1517586861526686e-06
11557.85,5.550171652784556e-07
11558.1,5.514654783883399e-07
11558.35,7.227298818743457e-07
11558.6,1.8346512040632387e-07
11558.85,9.64920818276012e-07
11559.1,7.718331084565412e-07
11559.15,2.3043393521294608e-07
11559.35,7.087063353665624e-07
11559.4,2.2999897834453827e-07
11559.6,5.929756187973434e-07
11559.85,3.69018551933246e-07
11560.1,1.1754693096482849e-06
11560.35,8.275929544752966e-07
11560.6,7.890990782537915e-07
11560.85,6.017250317593444e-07
11561.1,5.002150924897706e-07
11561.35,8.08533225253658e-07
11561.6,1.219684794913876e-06
11561.85,1.0662670328787225e-06
11562.1,9.603475500275227e-07
11562.35,6.060439946494526e-07
11562.6,2.3076290849776507e-06
11562.85,1.5807793419202953e-06
11562.95,8.53315437339423e-07
11563.1,2.061998155287265e-06
11563.35,9.645308165610092e-07
11563.45,7.438856006507449e-07
11563.6,7.91418323993366e-07
11563.85,5.987672579692928e-07
11564.05,1.091808907368162e-06
11564.2,1.1277289458919503e-06
11564.45,1.0283144628383592e-06
11564.6,8.088888962587656e-07
11564.85,7.624951398070436e-07
11565.1,4.646029873100953e-07
11565.2,1.247499017867414e-06
11565.35,8.441119083931589e-07
11565.6,6.035231255063258e-07
11565.85,4.1124792253468813e-07
11566.05,4.0917724164083364e-07
11566.3,6.133728115409161e-07
11566.55,5.592100112539372e-07
11566.8,9.828289946347365e-07
11567.0,9.177336782752329e-07
11567.3,5.074797617071032e-07
11567.8,3.8776013285085156e-07
11568.05,3.753925667767067e-07
11568.3,6.017623038899635e-07
11568.55,6.538137486075533e-07
11569.05,2.9352357986919515e-07
11569.3,1.314874828299262e-06
11569.5,8.865895106290207e-07
11569.75,9.293756847767609e-07
11570.0,8.869388552668232e-07
11570.1,2.96836952923559e-07
11570.35,3.3637032203857197e-07
11570.5,7.679968185382703e-07
11570.75,5.679716077304089e-07
