Calibrated,RIXS
11550.85,3.6301946815324594e-06
11551.1,6.678659215605995e-06
11551.35,3.8960654414320064e-06
11551.6,5.835422614836634e-06
11551.85,6.00809812442466e-06
11552.1,4.890510134905515e-06
11552.35,5.2004955018518095e-06
11552.6,4.113161051819895e-06
11552.85,8.097949511162583e-06
11552.9,1.2688923979246562e-05
11553.1,3.159092135000604e-06
11553.15,1.6541332153714387e-05
11553.35,5.7753917694706055e-06
11553.6,8.530346039350694e-06
11553.85,7.608278771105576e-06
11554.1,1.0612180350916258e-05
11554.35,9.908813191143902e-06
11554.6,1.3310214590548816e-05
11554.85,1.5721283592378558e-05
11555.1,6.294171877860264e-06
11555.35,9.643193082386389e-06
11555.6,8.07978273954118e-06
11555.85,7.91217049403486e-06
11556.1,1.392483249017759e-05
11556.35,1.5061011285954293e-05
11556.6,1.981304080193412e-05
11556.65,1.1256134286479477e-05
11556.85,6.008124106188378e-06
11556.9,1.6069261953671734e-05
11557.1,8.073597337783377e-06
11557.35,9.702525831129435e-06
11557.6,3.987483243188066e-06
11557.85,7.203483819543923e-06
11558.1,8.040171224918563e-06
11558.35,8.444585169581352e-06
11558.6,1.1303436129242106e-05
11558.85,5.486234375819333e-06
11559.1,9.411729863328626e-06
11559.35,1.2143205022841283e-05
11559.6,1.0624595048814339e-05
11559.85,1.1858305228236765e-05
11560.1,8.38037305246455e-06
11560.35,1.566438643832485e-05
11560.45,2.766492245917448e-05
11560.6,8.222221876998366e-06
11560.85,1.5365039369601955e-05
11560.95,1.6548453698234182e-05
11561.1,5.120598181592881e-06
11561.35,9.267139323596953e-06
11561.55,4.949903395470903e-06
11561.7,1.2006945522285055e-05
11561.95,1.6128300522412164e-05
11562.1,7.817287708995998e-06
11562.35,1.3239123528789628e-05
11562.6,2.5299316445639528e-05
11562.7,1.2478322618951598e-05
11562.85,7.795725433156184e-06
11563.1,9.029885850327872e-06
11563.35,8.10556389253853e-06
11563.55,5.2085185956817565e-06
11563.8,7.0873582025540145e-06
11564.05,4.5071760740670495e-06
11564.3,7.471666033384799e-06
11564.5,2.642764141444404e-06
11564.8,5.646981487341496e-06
11565.3,4.51783075734251e-06
11565.55,8.45544173136898e-06
11565.8,8.534741783392149e-06
11566.05,8.288526791957449e-06
11566.55,6.039703811076216e-06
11566.8,1.6030894871908228e-05
11567.0,5.630608898891657e-06
11567.25,6.486505814889006e-06
11567.5,4.4317155724945576e-06
11567.6,1.6020643132697918e-05
11567.85,1.0724277326170945e-05
11568.0,1.0906218683946592e-05
11568.25,5.372075290974282e-06
