Calibrated,RIXS
11551.1,6.678659215605995e-06
11551.35,1.1037107110140005e-05
11551.6,7.973163983954436e-06
11551.85,1.0397853204733373e-05
11552.1,1.0483384927544266e-05
11552.35,8.810791559822109e-06
11552.6,1.0739451326869408e-05
11552.85,8.097949511162583e-06
11553.1,1.3230748000191507e-05
11553.15,1.6541332153714387e-05
11553.35,6.091721191985624e-06
11553.4,1.9806158094022628e-05
11553.6,9.371167486580613e-06
11553.85,1.288214658967255e-05
11554.1,1.551774585845113e-05
11554.35,1.8763150808883698e-05
11554.6,1.6654628206577558e-05
11554.85,2.0291944996516385e-05
11555.1,2.669618362706333e-05
11555.35,1.1843485574651019e-05
11555.6,1.4423297370674016e-05
11555.85,1.2425492039962426e-05
11556.1,1.4961496564259017e-05
11556.35,2.0072319097000214e-05
11556.6,1.981304080193412e-05
11556.85,2.8217302798655084e-05
11556.9,1.6069261953671734e-05
11557.1,1.0715158753249507e-05
11557.15,2.346257565167304e-05
11557.35,1.3301445371904314e-05
11557.6,1.759935141555047e-05
11557.85,8.189363616989894e-06
11558.1,1.2869739733525779e-05
11558.35,1.3916842912185804e-05
11558.6,1.4463614384709136e-05
11558.85,1.7916366937971652e-05
11559.1,1.0255637068559674e-05
11559.35,1.5275965806929717e-05
11559.6,2.0709986661253975e-05
11559.85,1.7261274606790977e-05
11560.1,1.9196365394224854e-05
11560.35,1.566438643832485e-05
11560.6,2.651838118905513e-05
11560.7,1.934208496782701e-05
11560.85,1.5365039369601955e-05
11561.1,3.106184853454744e-05
11561.2,9.729728427750047e-06
11561.35,9.267139323596953e-06
11561.6,1.4052072019348878e-05
11561.8,8.92643420961434e-06
11561.95,7.5288431771420915e-06
11562.2,9.285604819223487e-06
11562.35,1.189544342207469e-05
11562.6,1.995183531736279e-05
11562.85,3.859832484252977e-05
11562.95,7.6222843546643615e-06
11563.1,1.3479930330430925e-05
11563.35,1.4717141048756804e-05
11563.6,1.1314443915641205e-05
11563.8,9.422664328867913e-06
11564.05,9.763813354943907e-06
11564.3,9.429459388887249e-06
11564.55,1.1818226368687027e-05
11564.75,5.000375365104901e-06
11565.05,8.726309294397276e-06
11565.55,7.288175002953999e-06
11565.8,1.1713041330907022e-05
11566.05,1.0539546900296345e-05
11566.3,1.3720157115197647e-05
11566.8,1.026371892659095e-05
11567.05,2.6645207517472034e-05
11567.25,1.1353899787408244e-05
11567.5,8.772930246431611e-06
11567.75,8.457190550843781e-06
11567.85,1.0724277326170945e-05
11568.1,5.60406337763989e-06
11568.25,1.689819639684367e-05
11568.5,8.024069054287006e-06
