Calibrated,RIXS
11551.1,7.063439928578305e-06
11551.35,9.67408707061328e-06
11551.6,1.04395960323608e-05
11551.85,1.3912143172697895e-05
11552.25,5.333763028768914e-06
11552.35,5.7776169664920375e-06
11552.6,1.1659280122928075e-05
11552.65,1.413500062223147e-05
11552.85,8.014917647605169e-06
11552.9,2.1952460942103784e-05
11553.1,1.4752855222251614e-05
11553.35,6.278607026276934e-06
11553.6,1.0301286650469124e-05
11553.85,1.356133883858114e-05
11554.15,2.8662954933564563e-05
11554.4,4.215304208728887e-05
11554.6,1.5724469624522325e-05
11554.85,2.0634467914842722e-05
11555.1,2.296030140447021e-05
11555.35,2.8141591600971252e-05
11555.45,1.284325304266804e-05
11555.6,1.059678860993682e-05
11555.85,1.2916582080551188e-05
11556.1,1.5461291542760572e-05
11556.15,1.941480233526387e-05
11556.35,6.182277273981712e-06
11556.4,2.4681393449362035e-05
11556.6,1.482936605022227e-05
11556.85,2.516897903972601e-05
11557.1,1.1273596364519735e-05
11557.35,1.4079691576769347e-05
11557.6,1.310153236846612e-05
11557.85,1.1629718642532594e-05
11558.1,1.5703981964765443e-05
11558.35,1.048012714923918e-05
11558.6,1.5762843678375557e-05
11558.85,1.404535768627679e-05
11559.1,1.3379789595056641e-05
11559.35,1.6451600969508555e-05
11559.6,1.60477899542211e-05
11559.85,1.7787334329235172e-05
11560.1,1.4485826933657906e-05
11560.35,1.7401449826663065e-05
11560.6,2.6917263750124602e-05
11560.7,2.0490956740051724e-05
11560.85,1.64717055710177e-05
11561.1,2.0872501947573684e-05
11561.35,1.3303419637631221e-05
11561.6,1.1686695535435856e-05
11561.85,1.3808648250178714e-05
11562.1,1.086005801282604e-05
11562.35,1.5094416658618785e-05
11562.6,2.0377220593951493e-05
11562.85,2.650277135585882e-05
11563.1,1.5139672860359371e-05
11563.35,1.3228325244247016e-05
11563.6,1.1134920068322593e-05
11563.8,8.886966335548868e-06
11564.05,1.0125272223547776e-05
11564.3,9.617264119370673e-06
11564.55,1.2111079074794645e-05
11564.8,8.613093692638251e-06
11565.05,8.216077501346173e-06
11565.3,1.1890629553322882e-05
11565.55,6.338606547363487e-06
11565.8,1.2141048199961356e-05
11565.9,5.8660265106441635e-06
11566.15,3.6216803096226235e-06
11566.3,1.3675914096859795e-05
11566.55,6.5249717133658695e-06
11566.65,5.841308384903797e-06
11566.9,2.7575954325544047e-06
11567.0,1.6598064983341678e-05
11567.25,1.1545692194158593e-05
11567.5,9.69853625161254e-06
11567.75,8.007028595352809e-06
11568.0,1.1674961448800767e-05
11568.25,1.688171409054504e-05
11568.5,8.828752989970126e-06
