Calibrated,RIXS
11562.85,2.1155304674797413e-07
11563.1,2.5617777389803124e-07
11563.35,2.3822883122920455e-07
11563.6,1.562400152865231e-07
11564.0,1.8699919861493432e-07
11564.1,2.893435781384247e-07
11564.35,2.2138175867440142e-07
11564.4,4.853494831756028e-07
11564.6,3.3827485237685454e-07
11564.65,4.038643811776711e-07
11564.85,3.821412573987693e-07
11565.1,3.341936460705678e-07
11565.35,3.6631575432346686e-07
11565.6,6.281236569327095e-07
11565.9,5.512515858819061e-07
11566.15,4.46791249062494e-07
11566.35,6.208725556635528e-07
11566.6,4.955253023883365e-07
11566.85,4.358503433130468e-07
11567.1,5.411036783506583e-07
11567.2,4.784398505419899e-07
11567.35,7.745901428857811e-07
11567.6,6.223720452251107e-07
11567.85,7.22710634493772e-07
11567.9,8.983870726020486e-07
11568.1,6.412377005676432e-07
11568.15,6.943015000179701e-07
11568.35,5.93994277123377e-07
11568.6,6.136686685938231e-07
11568.85,8.761005972427363e-07
11569.1,8.847760660570506e-07
11569.35,8.611683011612346e-07
11569.6,9.837416688572017e-07
11569.85,7.764359865939151e-07
11570.1,9.833703642516213e-07
11570.35,9.917798196350017e-07
11570.6,1.06465684507704e-06
11570.85,1.0204435324899761e-06
11571.1,1.2245179116098819e-06
11571.35,1.0932268201092838e-06
11571.6,9.270373679563003e-07
11571.85,1.0918391291740577e-06
11572.1,1.4575728164172636e-06
11572.35,1.61932809695546e-06
11572.45,1.1407178824443293e-06
11572.6,1.5950199224634232e-06
11572.85,1.5108301135671193e-06
11573.1,1.1926706896154174e-06
11573.35,1.4589134648000106e-06
11573.6,1.5545384873865973e-06
11573.85,1.225747963664908e-06
11574.1,1.4120130468671854e-06
11574.35,1.5447251444729582e-06
11574.6,1.5251276889926986e-06
11574.85,1.2995144599907622e-06
11575.1,1.1625375930045267e-06
11575.35,1.3883615784816772e-06
11575.55,9.492783840754272e-07
11575.8,9.88226516340943e-07
11576.05,1.024244985655862e-06
11576.3,1.0272527852611005e-06
11576.55,7.845523482274016e-07
11576.8,9.147407445300087e-07
11577.05,5.709744404299344e-07
11577.3,5.660571740388064e-07
11577.55,5.410088055945721e-07
11577.65,4.890973018803488e-07
11577.9,1.7301632244636778e-07
11578.05,3.900095162321961e-07
11578.3,3.299352166310445e-07
11578.4,1.2408661587025938e-07
11578.65,2.326311749037489e-07
11578.75,1.0868230315189547e-07
11579.0,2.520989633640207e-07
11579.25,2.930612474562284e-07
11579.5,2.0189978520616034e-07
11579.75,2.587435413631406e-07
11580.0,2.082526498934892e-07
11580.25,2.3776425515591784e-07
