Calibrated,RIXS
11554.6,1.5823809476903234e-07
11554.85,1.4514917270777526e-07
11555.1,1.7167968753048285e-07
11555.35,1.1914272403789968e-07
11555.6,1.5880937816026594e-07
11555.85,9.757477108701854e-08
11556.1,1.52853177797186e-07
11556.35,1.321733176378008e-07
11556.6,1.1742445659043884e-07
11556.65,2.11624286943722e-07
11556.85,1.4710373343391304e-07
11556.9,3.0547409579667644e-07
11557.1,7.137461165408901e-08
11557.35,2.8900918307411927e-07
11557.6,1.310392226732345e-07
11557.85,2.0520362261306878e-07
11558.1,1.8514887944571487e-07
11558.35,3.116172993212704e-07
11558.6,2.542184048786547e-07
11558.85,1.9723283645341435e-07
11559.1,1.925376473969757e-07
11559.35,1.8913882659186225e-07
11559.6,4.342685556953292e-07
11559.85,2.853519004477334e-07
11560.1,3.21856167692728e-07
11560.35,4.1880658036630883e-07
11560.4,4.4448490789812897e-07
11560.6,2.6398724888790424e-07
11560.65,4.143333369702593e-07
11560.85,2.5255412609712176e-07
11561.1,3.165144416835593e-07
11561.35,2.1107374480424389e-07
11561.6,3.225875393805069e-07
11561.85,4.7665274819986625e-07
11562.1,4.6221084589846823e-07
11562.35,6.340357296425538e-07
11562.6,4.81485870900294e-07
11562.85,5.383848108824529e-07
11563.1,6.720249551109629e-07
11563.35,5.886917408092413e-07
11563.6,4.305572761537614e-07
11563.85,4.4273668956416493e-07
11564.1,6.636609357543347e-07
11564.2,2.8526397147517674e-06
11564.35,1.002622956240597e-06
11564.6,9.267060786566559e-07
11564.7,2.9130136446509015e-06
11564.85,6.152160218564105e-07
11565.1,1.0021931502594871e-06
11565.3,6.507807823784183e-07
11565.45,3.5226068523619882e-06
11565.7,3.421380232116983e-06
11565.85,1.0119238017329599e-06
11566.1,1.345030445621845e-06
11566.35,1.3065201525289693e-06
11566.45,3.073607996872721e-06
11566.6,1.1752041329578949e-06
11566.85,1.0490924859132968e-06
11567.1,1.3007670809300112e-06
11567.3,1.0582170042435348e-06
11567.55,1.2070907962200815e-06
11567.8,1.0520692064274854e-06
11568.05,1.267672256739127e-06
11568.25,8.219451042537655e-07
11568.55,1.0148236338006815e-06
11569.05,6.22267329167688e-07
11569.3,5.118989546955094e-07
11569.55,3.4423135376208723e-07
11569.8,6.355464295796017e-07
11570.3,3.547961888718947e-07
11570.55,3.2827771068754054e-07
11570.75,5.515858092014542e-07
11571.0,2.73235938686584e-07
11571.25,3.3273625660620107e-07
11571.35,5.747284982574232e-07
11571.6,5.540956454573101e-07
11571.75,3.9600651193108223e-07
11572.0,4.1063967395209887e-07
