Calibrated,RIXS
11554.1,2.1169575657443663e-07
11554.35,1.8696747696807384e-07
11554.6,2.0758256097639855e-07
11554.85,1.408428442680327e-07
11555.25,2.963201682649397e-07
11555.35,5.1191362065122336e-08
11555.6,8.536494941469438e-08
11555.65,1.4589722415941315e-07
11555.85,1.3249287703571625e-07
11555.9,9.72127610802619e-08
11556.1,1.4735285314614254e-07
11556.35,1.870305754040933e-07
11556.6,1.8980361233662825e-07
11556.85,2.5793460029519325e-07
11557.15,1.5756392723046575e-07
11557.4,2.2354589738509554e-07
11557.6,2.0745748303364545e-07
11557.85,2.7875296639127717e-07
11558.1,1.7106722921907924e-07
11558.35,2.317155093781445e-07
11558.45,4.1283656852159815e-07
11558.6,1.5199592178053425e-07
11558.85,1.742105076125541e-07
11559.1,2.3623977504421788e-07
11559.15,1.8403304742777006e-07
11559.35,1.8129819462268891e-07
11559.4,4.494955760645404e-07
11559.6,2.515233410038808e-07
11559.85,3.5528186076484493e-07
11560.1,2.1521027417822036e-07
11560.35,1.6435091191406362e-07
11560.6,2.3808167521530488e-07
11560.85,2.593925743522243e-07
11561.1,2.3547370928971572e-07
11561.35,1.2036420281945924e-07
11561.6,2.3576311871481954e-07
11561.85,2.4351282858106246e-07
11562.1,2.823144489204754e-07
11562.35,3.9699471548251773e-07
11562.6,4.86139041599566e-07
11562.85,3.409678978390331e-07
11563.1,4.1689888692174704e-07
11563.35,4.7680099977850963e-07
11563.6,5.398485731103587e-07
11563.7,1.959441008056633e-06
11563.85,4.5614748251634217e-07
11564.1,4.3124724963995126e-07
11564.35,4.2761244614364454e-07
11564.6,5.264538466774343e-07
11564.85,5.058424806515251e-07
11565.1,3.806797158688176e-07
11565.35,4.5077678913434685e-07
11565.6,6.672378189746322e-07
11565.85,5.93230132851153e-07
11566.1,6.50639564359666e-07
11566.35,7.698206641629543e-07
11566.6,9.311046412640035e-07
11566.8,6.245816722299859e-07
11567.05,8.36526233557744e-07
11567.3,5.94245141868517e-07
11567.55,6.670922715359066e-07
11567.8,5.680481516565218e-07
11568.05,5.441542561463978e-07
11568.3,4.026646602334053e-07
11568.55,5.77462784792124e-07
11568.8,3.0456077733656323e-07
11568.9,6.334582513004898e-07
11569.15,8.350131494415548e-07
11569.3,4.247790617904864e-07
11569.55,3.0628659719890304e-07
11569.65,6.194351974383878e-07
11569.9,6.66339385554506e-07
11570.0,7.606747663315786e-07
11570.25,3.1876978218158787e-07
11570.5,2.9278518383999994e-07
11570.75,2.1987263877399016e-07
11571.0,2.5860469320571474e-07
11571.25,1.1551107424305651e-07
11571.5,2.0553928369559637e-07
