Calibrated,RIXS
11551.85,2.122427657350836e-05
11552.1,2.4992903453608584e-05
11552.35,2.8701912358766476e-05
11552.6,2.756112540844493e-05
11553.0,2.8079964125037843e-07
11553.1,2.806430353750546e-05
11553.35,2.674160455596444e-05
11553.4,2.529756790607367e-05
11553.6,2.8233643571543956e-05
11553.65,1.836829659220477e-05
11553.85,2.576942648094538e-05
11554.1,2.0377078058550056e-05
11554.35,1.9682131351945697e-05
11554.6,1.9384703054675725e-05
11554.9,4.8955230201705843e-05
11555.15,3.6134005270932565e-05
11555.35,3.693161163221533e-05
11555.6,4.367438489027929e-05
11555.85,5.065653355956969e-05
11556.1,3.770805565266792e-05
11556.2,8.080725324585835e-07
11556.35,2.6516724678041352e-05
11556.6,2.439803389206591e-05
11556.85,2.343608430849092e-05
11556.9,2.332340901820478e-05
11557.1,2.3826085787354266e-05
11557.15,1.617142397207674e-05
11557.35,2.7199082245607746e-05
11557.6,2.564489067702609e-05
11557.85,2.821566639648429e-05
11558.1,2.6437254442007873e-05
11558.35,2.6428772432220686e-05
11558.6,2.7735556221516055e-05
11558.85,2.930871439020651e-05
11559.1,3.493975110534843e-05
11559.35,3.089299261260256e-05
11559.6,2.8102004096768246e-05
11559.85,2.8662207692452793e-05
11560.1,2.419641818640149e-05
11560.35,3.686554398796709e-05
11560.6,3.204441270008555e-05
11560.85,2.83690125710133e-05
11561.1,3.782197059577612e-05
11561.35,4.2139944501026216e-05
11561.45,2.9123866238327546e-06
11561.6,0.0001013259532197276
11561.85,7.231275537755816e-05
11562.1,2.2838640020169116e-05
11562.35,2.2086412696177964e-05
11562.6,2.294668067438399e-05
11562.85,2.752683668340016e-05
11563.1,2.143432569983176e-05
11563.35,3.496388759317484e-05
11563.6,3.1066484603996245e-05
11563.85,2.438438615708898e-05
11564.1,2.1650198980744382e-05
11564.35,1.3618341389853575e-05
11564.55,2.0666328871274758e-05
11564.8,1.4863387978142074e-05
11565.05,2.093873099608035e-05
11565.3,2.220206572065636e-05
11565.55,1.5145925583740198e-05
11565.8,1.2961489537885538e-05
11566.05,2.117329136987038e-05
11566.3,1.2334101189978313e-05
11566.55,1.7117369617710268e-05
11566.65,1.178956308511817e-06
11566.9,3.7326605356281727e-07
11567.05,2.1946918192508455e-05
11567.3,1.1229150451273688e-05
11567.4,5.734387065702515e-07
11567.65,2.943895472497936e-07
11567.75,4.1230839400910985e-05
11568.0,2.887901378671037e-05
11568.25,1.8236600671347862e-05
11568.5,2.3730428919262986e-05
11568.75,2.0885338421025575e-05
11569.0,2.9472342882349248e-05
11569.25,1.7089098862254912e-05
