Calibrated,RIXS
11559.85,1.0594793705129808e-07
11560.1,1.9092806433048568e-07
11560.35,2.2372071666389823e-07
11560.6,1.5632393633676428e-07
11561.0,4.3627303661863965e-07
11561.1,2.2141153429762602e-07
11561.35,2.2138175867440142e-07
11561.4,2.752152183007112e-07
11561.6,3.674927983171299e-07
11561.65,2.911318991507456e-07
11561.85,3.0906701968203536e-07
11562.1,3.833397704927103e-07
11562.35,4.196395828804214e-07
11562.6,4.0275170922589626e-07
11562.9,4.336503299724206e-07
11563.15,5.117390376542701e-07
11563.35,3.2582969755524795e-07
11563.6,5.572774499972807e-07
11563.85,4.6307749375074214e-07
11564.1,4.3762632920631113e-07
11564.2,5.602517560473367e-07
11564.35,3.2015275667531143e-07
11564.6,6.216014684803047e-07
11564.85,6.212933472485292e-07
11564.9,5.713937047514856e-07
11565.1,6.580315814361132e-07
11565.15,5.107217450242526e-07
11565.35,4.3287172650817535e-07
11565.6,4.836933274666707e-07
11565.85,7.938757251062404e-07
11566.1,1.0062696688860203e-06
11566.35,8.580513952089457e-07
11566.6,9.449859280235429e-07
11566.85,1.528521050533235e-06
11567.1,1.6641445186407844e-06
11567.35,1.2572271791914608e-06
11567.6,1.4175443254236162e-06
11567.85,1.3183748164744368e-06
11568.1,1.2258349515793468e-06
11568.35,1.761073997657407e-06
11568.6,1.534941450689697e-06
11568.85,1.3696933308721192e-06
11569.1,1.5545518733197436e-06
11569.35,1.3011134484609284e-06
11569.45,1.3008982539831471e-06
11569.6,1.445047990709254e-06
11569.85,1.3292191554935166e-06
11570.1,1.1693416869380187e-06
11570.35,1.165895857782555e-06
11570.6,1.3568989072713271e-06
11570.85,9.918220872257255e-07
11571.1,1.0588794477291702e-06
11571.35,1.1114787079020446e-06
11571.6,1.0529692930337575e-06
11571.85,1.1652395235404364e-06
11572.1,9.980231122076743e-07
11572.35,8.52890285259817e-07
11572.55,6.799886645889613e-07
11572.8,6.273946751683082e-07
11573.05,6.607146845027918e-07
11573.3,7.952734079428059e-07
11573.55,4.6046417985492497e-07
11573.8,6.326008307735843e-07
11574.05,5.703655633940185e-07
11574.3,4.1297157401024043e-07
11574.55,3.043579801749329e-07
11574.65,3.4533761413839816e-07
11574.9,2.302867490298739e-07
11575.05,4.962422058958536e-07
11575.3,4.0063562019483967e-07
11575.4,2.480400380028343e-07
11575.65,2.945475451283657e-07
11575.75,2.1730669645796608e-07
11576.0,2.51626678406561e-07
11576.25,1.2793856609379432e-07
11576.5,2.2001927918933893e-07
11576.75,1.9876669242683e-07
11577.0,1.6173703729632973e-07
11577.25,2.056491830586203e-07
