Calibrated,RIXS
11550.6,1.650088491605663e-06
11550.85,3.6301946815324594e-06
11551.1,1.699822298393668e-06
11551.35,2.748069389063303e-06
11551.6,2.75839095734383e-06
11551.85,2.7485867641985908e-06
11552.1,2.564880651941704e-06
11552.35,1.6439423922661438e-06
11552.6,4.113161051819895e-06
11552.65,7.101170517444894e-06
11552.85,1.5304918418015347e-06
11552.9,1.2688923979246562e-05
11553.1,2.8807852938419333e-06
11553.35,5.459062346955587e-06
11553.6,3.194787154834509e-06
11553.85,5.247317505268409e-06
11554.1,4.7653604815026965e-06
11554.35,7.3439626506713746e-06
11554.6,9.619222036307096e-06
11554.85,2.9925668421456343e-06
11555.1,5.024804010182311e-06
11555.35,4.714763838056655e-06
11555.6,4.667677396034676e-06
11555.85,7.610758159650935e-06
11556.1,1.003921697840098e-05
11556.35,1.5061011285954293e-05
11556.4,5.814443258083239e-06
11556.6,2.758322519718042e-06
11556.65,1.1256134286479477e-05
11556.85,4.296669971346499e-06
11557.1,5.4320359223172455e-06
11557.35,1.786473201021487e-06
11557.6,3.158756817011646e-06
11557.85,4.351231109027015e-06
11558.1,4.327398460198718e-06
11558.35,6.9790794882546706e-06
11558.6,2.838467705677736e-06
11558.85,4.417791665137398e-06
11559.1,7.1087440949135745e-06
11559.35,6.474358456966645e-06
11559.6,6.3239084777338125e-06
11559.85,4.461976743037987e-06
11560.1,8.38037305246455e-06
11560.2,3.115404525352289e-05
11560.35,3.561224081368515e-06
11560.6,8.222221876998366e-06
11560.7,2.473632911354695e-05
11560.85,2.8479548124503095e-06
11561.1,5.120598181592881e-06
11561.3,2.506846213286708e-06
11561.45,1.5191242050811068e-05
11561.7,2.358891854355084e-05
11561.85,3.806363178311634e-06
11562.1,7.226199560759149e-06
11562.35,1.4582803635504565e-05
11562.45,1.84769025009064e-05
11562.6,4.208978851002442e-06
11562.85,5.278084666884793e-06
11563.1,4.579841370224818e-06
11563.3,3.3739908167593205e-06
11563.55,3.948056607465622e-06
11563.8,2.649791347035585e-06
11564.05,4.8410994535537805e-06
11564.25,1.321205956891638e-06
11564.55,3.3760091206122464e-06
11565.05,2.5833414121464768e-06
11565.3,4.434074016974318e-06
11565.55,4.781617789084156e-06
11565.8,4.973781820298322e-06
11566.3,2.8530336075021517e-06
11566.55,9.868189496430677e-06
11566.75,2.506205741346435e-06
11567.0,3.6200807150659935e-06
11567.25,2.0507704245649043e-06
11567.35,2.0761568369645694e-05
11567.6,1.6020643132697918e-05
11567.75,5.7700646903357525e-06
11568.0,2.5400952456832185e-06
