Calibrated,RIXS
11563.1,2.5155840764534196e-07
11563.35,1.823130008853986e-07
11563.6,2.086234137658484e-07
11563.85,1.7188708581072107e-07
11564.25,2.9596315601401805e-07
11564.35,2.2138175867440142e-07
11564.6,2.2138175867440142e-07
11564.65,4.038643811776711e-07
11564.85,3.821412573987693e-07
11564.9,4.366978487261185e-07
11565.1,2.5023071271712517e-07
11565.35,4.426112600776681e-07
11565.6,5.204203232874935e-07
11565.85,5.477423245472189e-07
11566.15,4.46791249062494e-07
11566.4,4.986844703671714e-07
11566.6,5.028804325599994e-07
11566.85,5.53647310411605e-07
11567.1,5.570479409183715e-07
11567.35,5.92161857299703e-07
11567.45,4.613218683865185e-07
11567.6,5.219368368876671e-07
11567.85,6.813800298920646e-07
11568.1,6.649582559155686e-07
11568.15,6.943015000179701e-07
11568.35,4.777118905092252e-07
11568.4,6.332098206512845e-07
11568.6,6.937902066231432e-07
11568.85,8.399834445724488e-07
11569.1,9.769861474293292e-07
11569.35,8.652149518354853e-07
11569.6,7.624251185334829e-07
11569.85,7.38315032626594e-07
11570.1,8.233819392159691e-07
11570.35,8.827893317958889e-07
11570.6,1.030664383085776e-06
11570.85,1.0767625488834199e-06
11571.1,1.0988258178768594e-06
11571.35,1.0007135950616925e-06
11571.6,9.516396954429013e-07
11571.85,9.877327806205022e-07
11572.1,1.260519535158358e-06
11572.35,1.390110249081058e-06
11572.6,1.9662170921856447e-06
11572.7,9.929934059703126e-07
11572.85,1.765914914155933e-06
11573.1,1.3305958511780255e-06
11573.35,1.4072179596784576e-06
11573.6,1.4921746339857834e-06
11573.85,1.585986420195657e-06
11574.1,1.1152959493566415e-06
11574.35,1.5469221350457437e-06
11574.6,1.4631907399886427e-06
11574.85,1.250943165775338e-06
11575.1,1.2900411421810028e-06
11575.35,1.195320179759121e-06
11575.6,1.2931809104100264e-06
11575.8,9.799853473727077e-07
11576.05,9.702569630443391e-07
11576.3,8.435413692700923e-07
11576.55,1.0770372428708212e-06
11576.8,5.425943186956488e-07
11577.05,5.626144524822515e-07
11577.3,5.716609828432771e-07
11577.55,4.4806850108976747e-07
11577.8,4.062434472085625e-07
11577.9,1.7301632244636778e-07
11578.15,2.8816721444372464e-07
11578.3,5.851717479080111e-07
11578.55,5.066862255405326e-07
11578.65,2.326311749037489e-07
11578.9,1.7073369857927833e-07
11579.0,3.263513010756104e-07
11579.25,2.8552076501829147e-07
11579.5,3.1120989767565017e-07
11579.75,2.936724148453241e-07
11580.0,2.987507438893523e-07
11580.25,2.542259047691948e-07
11580.5,2.849735805743009e-07
