Calibrated,RIXS
11551.85,1.9022220131230086e-05
11552.1,2.0006887067338365e-05
11552.35,2.6436557875941893e-05
11552.6,2.5590660923597525e-05
11552.85,2.5785576375612417e-05
11553.1,2.4980343897792135e-05
11553.35,2.4843801180374328e-05
11553.6,2.708843785058323e-05
11553.85,2.457258230289371e-05
11553.9,1.7668126793244385e-05
11554.1,1.8593864059987297e-05
11554.15,1.2089350176259904e-05
11554.35,1.791768468365576e-05
11554.6,1.8020596175013518e-05
11554.85,4.7624749634823166e-05
11555.1,3.7088078328343724e-05
11555.35,3.0509914819789904e-05
11555.6,4.280688593668292e-05
11555.85,5.7237058045844445e-05
11556.1,3.070670098997121e-05
11556.35,2.5943472152342135e-05
11556.6,2.3604215507454628e-05
11556.85,2.5389179962242716e-05
11557.1,2.346000267252437e-05
11557.35,3.2710815739556805e-05
11557.6,2.681760325484672e-05
11557.65,2.233125580568556e-05
11557.85,2.678323151742363e-05
11557.9,1.5999066869380825e-05
11558.1,2.580529597004093e-05
11558.35,2.358984946192979e-05
11558.6,2.9280672419380323e-05
11558.85,2.920643713154465e-05
11559.1,3.0649031467341934e-05
11559.35,2.8836026111139977e-05
11559.6,2.462203447200152e-05
11559.85,2.5429366427249498e-05
11560.1,3.365147546153263e-05
11560.35,3.782052665509681e-05
11560.6,3.177767601914818e-05
11560.85,2.8448289794080164e-05
11561.1,4.755640449028647e-05
11561.35,4.322429049556349e-05
11561.45,2.6737371430971e-06
11561.6,0.00010246813249777243
11561.85,0.00012223230709551634
11561.95,9.662453741794717e-07
11562.1,2.018850724332541e-05
11562.35,1.9444195844192906e-05
11562.55,2.371377602631708e-05
11562.7,9.495802084804724e-07
11562.95,7.989358174911019e-07
11563.1,2.0317894382005162e-05
11563.35,3.378013161260493e-05
11563.6,3.959082388822104e-05
11563.7,8.888430502305323e-07
11563.85,3.2125870556019154e-05
11564.1,2.040211630251822e-05
11564.35,1.3067071086989286e-05
11564.55,2.0839986242789057e-05
11564.8,1.3483323819354487e-05
11565.05,2.0877525192652802e-05
11565.3,2.174027652544727e-05
11565.5,1.6224964596398947e-05
11565.8,1.1953516340037415e-05
11566.3,1.4550852357574549e-05
11566.55,1.6669983618417326e-05
11566.8,1.2350454903646392e-05
11567.05,2.142012421552989e-05
11567.55,1.2697228417199455e-05
11567.8,3.853342654335678e-05
11568.0,3.104337692562343e-05
11568.25,1.762271309833885e-05
11568.5,2.3562480768857612e-05
11568.6,1.3456608532534677e-06
11568.85,5.340926786100867e-07
11569.0,3.030096538596448e-05
11569.25,1.5285339468479894e-05
