Calibrated,RIXS
11556.1,3.034937247526209e-07
11556.35,1.9779761846129038e-07
11556.6,2.966171747901004e-07
11556.85,3.8750251743720624e-07
11557.1,4.414488141575269e-07
11557.35,2.992605128964678e-07
11557.6,4.0744453453307186e-07
11557.85,5.138008071194119e-07
11558.1,4.6944634847319315e-07
11558.15,4.700865147221695e-07
11558.35,3.729615589698943e-07
11558.4,5.168172327538088e-07
11558.6,4.3223242946829103e-07
11558.85,4.0172483288729023e-07
11559.1,4.973489468793107e-07
11559.35,6.01415502789886e-07
11559.6,5.126339462279095e-07
11559.85,5.825476812283066e-07
11560.1,5.296216768305304e-07
11560.35,6.241527639512885e-07
11560.6,7.52541806667109e-07
11560.85,7.351896393620223e-07
11561.1,7.067945017283012e-07
11561.35,9.385921590990429e-07
11561.6,7.397726273449424e-07
11561.85,8.692450384700487e-07
11561.9,1.0276058646847065e-06
11562.1,1.2702684948370843e-06
11562.15,1.1496848782729748e-06
11562.35,1.1214447038566836e-06
11562.6,1.0028355438907602e-06
11562.85,1.3598882940862538e-06
11563.1,1.2103428831983674e-06
11563.35,1.5489593015731478e-06
11563.6,1.7787303219580474e-06
11563.85,1.5184548971804215e-06
11564.1,1.755394577076743e-06
11564.35,2.0185347705630744e-06
11564.6,2.204688204593324e-06
11564.85,1.9808156706401613e-06
11565.1,2.4639358982436713e-06
11565.35,3.0326617672331006e-06
11565.6,2.9706727600432123e-06
11565.7,2.330520908842758e-06
11565.85,3.0444854157802672e-06
11566.1,2.9538746788371363e-06
11566.2,2.502733920005844e-06
11566.35,2.953434620318839e-06
11566.6,3.2338430391361616e-06
11566.8,3.3894963094414583e-06
11566.95,1.459363687694188e-06
11567.2,2.1530643217133083e-06
11567.35,4.085982750963134e-06
11567.6,3.356516566903862e-06
11567.85,3.588084943189865e-06
11567.95,1.1695303292507006e-06
11568.1,3.012672771272446e-06
11568.35,2.9457503679744206e-06
11568.6,2.4293071615975125e-06
11568.8,2.6659933505329868e-06
11569.05,1.974028303732811e-06
11569.3,2.1427295209450162e-06
11569.55,2.044346798850508e-06
11569.75,1.5771479298976347e-06
11570.05,1.2774490553316731e-06
11570.55,1.1403893738424092e-06
11570.8,8.877687523564285e-07
11571.05,8.315594592971e-07
11571.3,1.0060122468754049e-06
11571.8,4.938932415803164e-07
11572.05,4.930118311883667e-07
11572.25,5.848592897061054e-07
11572.5,3.0941870163762944e-07
11572.75,4.805544119284696e-07
11572.85,3.761942980982626e-07
11573.1,2.1788398050421682e-07
11573.25,7.456242169052534e-07
11573.5,6.47288021066857e-07
