Calibrated,RIXS
11562.85,1.9758507568792695e-07
11563.1,2.3735714215354837e-07
11563.35,2.337952243740561e-07
11563.6,2.28190757182913e-07
11563.85,2.4046388486448345e-07
11564.1,3.2989835934707274e-07
11564.35,2.716296896887146e-07
11564.6,3.518022271074522e-07
11564.85,4.1016164939358774e-07
11564.9,3.5232804277544296e-07
11565.1,3.726627913659131e-07
11565.15,3.519025258155692e-07
11565.35,3.6408165216150353e-07
11565.6,5.773990054558753e-07
11565.85,6.142373767913335e-07
11566.1,4.7432782698970177e-07
11566.35,4.5524231138329894e-07
11566.6,5.743998062582666e-07
11566.85,5.07890910619199e-07
11567.1,7.222199807869787e-07
11567.35,6.856998595582878e-07
11567.6,7.090780988041234e-07
11567.85,5.605924784038197e-07
11568.1,9.160964373498137e-07
11568.35,7.401698207019062e-07
11568.6,7.071342679869807e-07
11568.65,7.355009096767187e-07
11568.85,7.904794653196895e-07
11568.9,7.206634654795532e-07
11569.1,8.57520609912862e-07
11569.35,7.547973692046749e-07
11569.6,9.848787346953364e-07
11569.85,1.0707270578009209e-06
11570.1,1.0418247931288447e-06
11570.35,1.2820464790732407e-06
11570.6,1.1928206051679145e-06
11570.85,1.30724031215385e-06
11571.1,1.1107926979008827e-06
11571.35,1.2503504584989392e-06
11571.6,1.3441911995687171e-06
11571.85,1.4492100825853908e-06
11572.1,1.3267895231644815e-06
11572.35,1.5481280793531276e-06
11572.45,1.409546669467403e-06
11572.6,2.0828603504620827e-06
11572.85,1.8539065983316693e-06
11572.95,1.2201776692781006e-06
11573.1,1.5705633156895088e-06
11573.35,1.4112429579847537e-06
11573.55,1.8409161702166482e-06
11573.7,1.4599524573368837e-06
11573.95,1.2050135930949094e-06
11574.1,1.8224393678978402e-06
11574.35,1.7899908587650295e-06
11574.6,1.8807174348392426e-06
11574.7,1.3917452679566258e-06
11574.85,1.2675269586451142e-06
11575.1,1.360377973562681e-06
11575.35,1.1541473955005761e-06
11575.55,1.1162983974702814e-06
11575.8,1.2501209870879552e-06
11576.05,1.0703630837898173e-06
11576.3,9.060881330180872e-07
11576.5,9.702939651111401e-07
11576.8,7.008166686721703e-07
11577.3,7.640762834953409e-07
11577.55,4.785440993085655e-07
11577.8,4.875309374227659e-07
11578.05,6.533755943731294e-07
11578.55,2.937199429812296e-07
11578.8,2.1914580471654368e-07
11579.0,4.18258411791501e-07
11579.25,2.735657567456209e-07
11579.5,2.3787827219861736e-07
11579.6,1.3878321538346118e-07
11579.85,2.1814624556032724e-07
11580.0,1.8653129344576133e-07
11580.25,3.155818540433925e-07
