mono,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds
11564.248,2370,7424,224,12453,12629,107,0,0,107,0,0,11565.529,1869.538,-1,22.02438,0.6,0.6
11564.498,2371,7430,224,12494,12648,258,0,0,258,0,0,11565.529,1869.7885,-1,22.02438,0.6,0.6
11564.748,2372,7436,224,12525,12651,400,0,0,400,0,0,11565.529,1870.0385,-1,22.02438,0.6,0.6
11564.999,2372,7434,224,12525,12652,672,0,0,672,0,0,11565.529,1870.289,-1,22.02438,0.6,0.6
11565.249,2373,7431,224,12523,12639,1066,0,0,1066,0,0,11565.529,1870.5395,-1,22.02438,0.6,0.6
11565.5,2374,7438,224,12542,12656,1219,0,0,1219,0,0,11565.529,1870.79,-1,22.02438,0.6,0.6
11565.751,2375,7438,224,12526,12637,1189,0,0,1189,0,0,11565.529,1871.0405,-1,22.02438,0.6,0.6
11566.001,2376,7430,224,12506,12613,914,0,0,914,0,0,11565.529,1871.291,-1,22.02438,0.6,0.6
11566.252,2377,7434,224,12538,12634,575,0,0,575,0,0,11565.529,1871.5415,-1,22.02438,0.6,0.6
11566.502,2378,7429,225,12523,12614,305,0,0,305,0,0,11565.529,1871.792,-1,22.02438,0.6,0.6
11566.753,2379,7429,224,12513,12603,134,0,0,134,0,0,11565.529,1872.043,-1,22.02438,0.6,0.6
11566.997,2380,7440,224,12602,12663,49,0,0,49,0,0,11565.529,1872.2875,-1,22.02438,0.6,0.6
11567.248,2381,7433,224,12556,12613,31,0,0,31,0,0,11565.529,1872.538,-1,22.02438,0.6,0.6
11567.498,2382,7413,224,12454,12510,23,0,0,23,0,0,11565.529,1872.7885,-1,22.02438,0.6,0.6
11567.749,2383,7430,225,12550,12603,32,0,0,32,0,0,11565.529,1873.0395,-1,22.02438,0.6,0.6
11568,2384,7437,224,12604,12628,33,0,0,33,0,0,11565.529,1873.29,-1,22.02438,0.6,0.6
11568.251,2384,7429,224,12557,12595,41,0,0,41,0,0,11565.529,1873.5405,-1,22.02438,0.6,0.6
11568.501,2385,7429,224,12557,12600,60,0,0,60,0,0,11565.529,1873.791,-1,22.02438,0.6,0.6
11568.752,2386,7433,224,12584,12626,60,0,0,60,0,0,11565.529,1874.0415,-1,22.02438,0.6,0.6
11569.003,2387,7423,224,12520,12562,64,0,0,64,0,0,11565.529,1874.2925,-1,22.02438,0.6,0.6
11569.247,2388,7436,224,12597,12635,74,0,0,74,0,0,11565.529,1874.537,-1,22.02438,0.6,0.6
11569.498,2389,7432,224,12563,12619,77,0,0,77,0,0,11565.529,1874.788,-1,22.02438,0.6,0.6
11569.748,2390,7439,224,12589,12628,84,0,0,84,0,0,11565.529,1875.0385,-1,22.02438,0.6,0.6
11569.999,2391,7429,224,12561,12607,87,0,0,87,0,0,11565.529,1875.2895,-1,22.02438,0.6,0.6
11570.25,2392,7433,224,12573,12608,87,0,0,87,0,0,11565.529,1875.54,-1,22.02438,0.6,0.6
11570.501,2393,7425,224,12553,12573,61,0,0,61,0,0,11565.529,1875.7905,-1,22.02438,0.6,0.6
11570.752,2394,7421,224,12529,12550,62,0,0,62,0,0,11565.529,1876.0415,-1,22.02438,0.6,0.6
11571.002,2395,7423,224,12554,12563,62,0,0,62,0,0,11565.529,1876.292,-1,22.02438,0.6,0.6
11571.247,2396,7428,224,12559,12583,51,0,0,51,0,0,11565.529,1876.537,-1,22.02438,0.6,0.6
11571.498,2397,7426,224,12567,12581,36,0,0,36,0,0,11565.529,1876.788,-1,22.02438,0.6,0.6
11571.748,2397,7428,224,12572,12595,31,0,0,31,0,0,11565.529,1877.0385,-1,22.02438,0.6,0.6
