Time,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds
8.10623e-06,4512,2524,74,4022,4021,21,0,0,21,0,0,11562.309,2010.288,-1,22.02438,0.2,0.2
0.214571,4512,2522,74,4030,4029,35,0,0,35,0,0,11562.309,2010.288,-1,22.02438,0.2,0.2
0.43139,4513,2521,75,4041,4037,24,0,0,24,0,0,11562.309,2010.288,-1,22.02438,0.2,0.2
0.646293,4513,2517,75,4028,4022,20,0,0,20,0,0,11562.309,2010.288,-1,22.02438,0.2,0.2
0.86043,4513,2515,75,4006,4009,17,0,0,17,0,0,11562.309,2010.288,-1,22.02438,0.2,0.2
