mono,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds
11559.497,5778,7466,224,12500,12601,40,0,0,40,0,0,11560.821,1864.7875,-1,22.02438,0.6,0.6
11559.747,5779,7467,224,12517,12604,141,0,0,141,0,0,11560.821,1865.0375,-1,22.02438,0.6,0.6
11559.998,5780,7472,225,12545,12607,265,0,0,265,0,0,11560.821,1865.288,-1,22.02438,0.6,0.6
11560.248,5781,7467,224,12544,12575,495,0,0,495,0,0,11560.821,1865.538,-1,22.02438,0.6,0.6
11560.498,5782,7476,224,12569,12587,839,0,0,839,0,0,11560.821,1865.7885,-1,22.02438,0.6,0.6
11560.748,5783,7470,224,12553,12575,1234,0,0,1234,0,0,11560.821,1866.0385,-1,22.02438,0.6,0.6
11560.999,5784,7468,224,12526,12562,1503,0,0,1503,0,0,11560.821,1866.289,-1,22.02438,0.6,0.6
11561.249,5785,7473,225,12571,12592,1367,0,0,1367,0,0,11560.821,1866.539,-1,22.02438,0.6,0.6
11561.499,5786,7476,225,12590,12588,1088,0,0,1088,0,0,11560.821,1866.7895,-1,22.02438,0.6,0.6
11561.75,5787,7477,224,12578,12588,718,0,0,718,0,0,11560.821,1867.04,-1,22.02438,0.6,0.6
11562,5788,7467,224,12541,12552,418,0,0,418,0,0,11560.821,1867.29,-1,22.02438,0.6,0.6
11562.251,5789,7478,225,12588,12596,171,0,0,171,0,0,11560.821,1867.5405,-1,22.02438,0.6,0.6
11562.501,5789,7475,225,12576,12591,73,0,0,73,0,0,11560.821,1867.791,-1,22.02438,0.6,0.6
11562.751,5790,7474,224,12562,12585,50,0,0,50,0,0,11560.821,1868.041,-1,22.02438,0.6,0.6
11563.002,5791,7464,224,12509,12541,17,0,0,17,0,0,11560.821,1868.2915,-1,22.02438,0.6,0.6
