mono,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds
11552.252,11090,7408,228,12569,12638,33,0,0,33,0,0,11553.602,1857.5415,-1,22.02438,0.6,0.6
11552.502,11091,7404,227,12538,12619,169,0,0,169,0,0,11553.602,1857.7915,-1,22.02438,0.6,0.6
11552.752,11091,7416,228,12573,12653,343,0,0,343,0,0,11553.602,1858.0415,-1,22.02438,0.6,0.6
11553.002,11092,7415,227,12575,12652,553,0,0,553,0,0,11553.602,1858.2915,-1,22.02438,0.6,0.6
11553.252,11093,7417,228,12586,12648,683,0,0,683,0,0,11553.602,1858.5415,-1,22.02438,0.6,0.6
11553.502,11094,7407,227,12546,12592,922,0,0,922,0,0,11553.602,1858.7915,-1,22.02438,0.6,0.6
11553.751,11095,7409,228,12577,12621,1012,0,0,1012,0,0,11553.602,1859.041,-1,22.02438,0.6,0.6
11554.001,11096,7412,228,12579,12616,826,0,0,826,0,0,11553.602,1859.291,-1,22.02438,0.6,0.6
11554.251,11097,7401,227,12568,12600,581,0,0,581,0,0,11553.602,1859.541,-1,22.02438,0.6,0.6
11554.501,11098,7409,227,12586,12625,349,0,0,349,0,0,11553.602,1859.791,-1,22.02438,0.6,0.6
11554.751,11099,7410,227,12608,12632,182,0,0,182,0,0,11553.602,1860.041,-1,22.02438,0.6,0.6
11555.001,11100,7404,228,12560,12574,72,0,0,72,0,0,11553.602,1860.291,-1,22.02438,0.6,0.6
11555.251,11101,7408,228,12578,12602,24,0,0,24,0,0,11553.602,1860.541,-1,22.02438,0.6,0.6
11555.501,11102,7411,228,12574,12593,21,0,0,21,0,0,11553.602,1860.791,-1,22.02438,0.6,0.6
11555.751,11103,7419,228,12575,12589,8,0,0,8,0,0,11553.602,1861.041,-1,22.02438,0.6,0.6
11556.002,11104,7429,228,12544,12561,9,0,0,9,0,0,11553.602,1861.2915,-1,22.02438,0.6,0.6
