mono,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds
11561.75,4252,7476,225,12529,12608,116,0,0,116,0,0,11563.055,1867.04,-1,22.02438,0.6,0.6
11562,4253,7489,225,12583,12662,433,0,0,433,0,0,11563.055,1867.29,-1,22.02438,0.6,0.6
11562.251,4254,7488,225,12572,12654,989,0,0,989,0,0,11563.055,1867.5405,-1,22.02438,0.6,0.6
11562.501,4255,7498,225,12619,12682,1705,0,0,1705,0,0,11563.055,1867.791,-1,22.02438,0.6,0.6
11562.751,4256,7499,224,12611,12643,2756,0,0,2748.4513,0,0,11563.055,1868.041,-1,22.02438,0.6,0.6
11563.002,4257,7485,225,12579,12614,3319,0,0,3336.3104,0,0,11563.055,1868.2915,-1,22.02438,0.6,0.6
11563.252,4258,7499,224,12622,12654,3573,0,0,3601.9499,0,0,11563.055,1868.542,-1,22.02438,0.6,0.6
11563.503,4259,7491,224,12593,12626,2831,0,0,2826.6893,0,0,11563.055,1868.7925,-1,22.02438,0.6,0.6
11563.753,4260,7492,224,12619,12634,1810,0,0,1810,0,0,11563.055,1869.043,-1,22.02438,0.6,0.6
11563.997,4261,7488,224,12584,12603,958,0,0,958,0,0,11563.055,1869.2875,-1,22.02438,0.6,0.6
11564.248,4262,7497,224,12636,12655,440,0,0,440,0,0,11563.055,1869.538,-1,22.02438,0.6,0.6
11564.498,4262,7501,225,12656,12679,153,0,0,153,0,0,11563.055,1869.7885,-1,22.02438,0.6,0.6
11564.748,4263,7496,224,12642,12657,46,0,0,46,0,0,11563.055,1870.0385,-1,22.02438,0.6,0.6
11564.999,4264,7489,225,12583,12616,37,0,0,37,0,0,11563.055,1870.289,-1,22.02438,0.6,0.6
11565.249,4265,7500,224,12626,12653,36,0,0,36,0,0,11563.055,1870.5395,-1,22.02438,0.6,0.6
11565.5,4266,7493,224,12631,12634,32,0,0,32,0,0,11563.055,1870.79,-1,22.02438,0.6,0.6
11565.751,4267,7494,225,12601,12615,40,0,0,40,0,0,11563.055,1871.0405,-1,22.02438,0.6,0.6
11566.001,4268,7497,224,12625,12626,69,0,0,69,0,0,11563.055,1871.291,-1,22.02438,0.6,0.6
11566.252,4269,7484,225,12571,12566,82,0,0,82,0,0,11563.055,1871.5415,-1,22.02438,0.6,0.6
11566.502,4270,7495,224,12610,12613,135,0,0,135,0,0,11563.055,1871.792,-1,22.02438,0.6,0.6
11566.753,4271,7499,224,12655,12647,142,0,0,142,0,0,11563.055,1872.043,-1,22.02438,0.6,0.6
11566.997,4272,7486,224,12569,12578,187,0,0,187,0,0,11563.055,1872.2875,-1,22.02438,0.6,0.6
11567.248,4273,7502,225,12649,12641,224,0,0,224,0,0,11563.055,1872.538,-1,22.02438,0.6,0.6
11567.498,4274,7494,224,12616,12608,257,0,0,257,0,0,11563.055,1872.7885,-1,22.02438,0.6,0.6
11567.749,4275,7498,224,12616,12622,277,0,0,277,0,0,11563.055,1873.0395,-1,22.02438,0.6,0.6
11568,4275,7488,224,12599,12590,301,0,0,301,0,0,11563.055,1873.29,-1,22.02438,0.6,0.6
11568.251,4276,7485,224,12573,12568,251,0,0,251,0,0,11563.055,1873.5405,-1,22.02438,0.6,0.6
11568.501,4277,7500,225,12641,12641,281,0,0,281,0,0,11563.055,1873.791,-1,22.02438,0.6,0.6
11568.752,4278,7489,225,12585,12611,242,0,0,242,0,0,11563.055,1874.0415,-1,22.02438,0.6,0.6
11569.003,4279,7501,224,12655,12662,227,0,0,227,0,0,11563.055,1874.2925,-1,22.02438,0.6,0.6
11569.247,4280,7492,224,12592,12614,163,0,0,163,0,0,11563.055,1874.537,-1,22.02438,0.6,0.6
11569.498,4281,7498,225,12628,12633,121,0,0,121,0,0,11563.055,1874.788,-1,22.02438,0.6,0.6
11569.748,4282,7494,224,12631,12618,111,0,0,111,0,0,11563.055,1875.0385,-1,22.02438,0.6,0.6
11569.999,4283,7498,225,12633,12636,103,0,0,103,0,0,11563.055,1875.2895,-1,22.02438,0.6,0.6
11570.25,4284,7501,224,12637,12634,93,0,0,93,0,0,11563.055,1875.54,-1,22.02438,0.6,0.6
11570.501,4285,7497,225,12619,12607,87,0,0,87,0,0,11563.055,1875.7905,-1,22.02438,0.6,0.6
11570.752,4286,7498,225,12655,12642,103,0,0,103,0,0,11563.055,1876.0415,-1,22.02438,0.6,0.6
11571.002,4287,7492,225,12626,12601,76,0,0,76,0,0,11563.055,1876.292,-1,22.02438,0.6,0.6
11571.247,4287,7480,224,12558,12533,61,0,0,61,0,0,11563.055,1876.537,-1,22.02438,0.6,0.6
11571.498,4288,7496,225,12634,12609,81,0,0,81,0,0,11563.055,1876.788,-1,22.02438,0.6,0.6
11571.748,4289,7496,225,12637,12614,68,0,0,68,0,0,11563.055,1877.0385,-1,22.02438,0.6,0.6
11571.999,4290,7497,225,12641,12608,92,0,0,92,0,0,11563.055,1877.2895,-1,22.02438,0.6,0.6
11572.25,4291,7489,225,12610,12587,81,0,0,81,0,0,11563.055,1877.54,-1,22.02438,0.6,0.6
11572.501,4292,7498,225,12660,12617,79,0,0,79,0,0,11563.055,1877.791,-1,22.02438,0.6,0.6
11572.752,4293,7488,224,12594,12586,99,0,0,99,0,0,11563.055,1878.042,-1,22.02438,0.6,0.6
11573.003,4294,7495,225,12654,12620,100,0,0,100,0,0,11563.055,1878.2925,-1,22.02438,0.6,0.6
11573.247,4295,7496,225,12611,12585,96,0,0,96,0,0,11563.055,1878.5375,-1,22.02438,0.6,0.6
11573.498,4296,7500,224,12647,12623,99,0,0,99,0,0,11563.055,1878.7885,-1,22.02438,0.6,0.6
11573.749,4297,7495,225,12627,12613,94,0,0,94,0,0,11563.055,1879.0395,-1,22.02438,0.6,0.6
11574.001,4298,7490,224,12600,12592,104,0,0,104,0,0,11563.055,1879.2905,-1,22.02438,0.6,0.6
11574.251,4299,7488,224,12577,12575,79,0,0,79,0,0,11563.055,1879.541,-1,22.02438,0.6,0.6
11574.502,4300,7483,224,12589,12580,93,0,0,93,0,0,11563.055,1879.792,-1,22.02438,0.6,0.6
11574.747,4300,7488,225,12590,12583,78,0,0,78,0,0,11563.055,1880.037,-1,22.02438,0.6,0.6
11574.998,4301,7493,225,12631,12610,102,0,0,102,0,0,11563.055,1880.288,-1,22.02438,0.6,0.6
11575.249,4302,7496,224,12638,12637,69,0,0,69,0,0,11563.055,1880.539,-1,22.02438,0.6,0.6
11575.5,4303,7491,225,12607,12597,78,0,0,78,0,0,11563.055,1880.79,-1,22.02438,0.6,0.6
11575.751,4304,7483,225,12572,12571,92,0,0,92,0,0,11563.055,1881.041,-1,22.02438,0.6,0.6
11576.002,4305,7492,224,12609,12609,63,0,0,63,0,0,11563.055,1881.292,-1,22.02438,0.6,0.6
11576.247,4306,7490,224,12597,12605,86,0,0,86,0,0,11563.055,1881.537,-1,22.02438,0.6,0.6
11699.999,4309,7507,224,12232,11982,74,0,0,74,0,0,11563.055,2005.289,-1,22.02438,0.6,0.6
11700.202,4310,7514,225,12297,12048,86,0,0,86,0,0,11563.055,2005.492,-1,22.02438,0.6,0.6
11700.399,4311,7519,224,12308,12069,94,0,0,94,0,0,11563.055,2005.689,-1,22.02438,0.6,0.6
11700.602,4312,7513,224,12265,12071,78,0,0,78,0,0,11563.055,2005.892,-1,22.02438,0.6,0.6
11700.799,4313,7504,224,12244,12055,79,0,0,79,0,0,11563.055,2006.089,-1,22.02438,0.6,0.6
11701.002,4314,7477,225,12153,11997,82,0,0,82,0,0,11563.055,2006.292,-1,22.02438,0.6,0.6
11701.199,4315,7452,225,12106,11943,68,0,0,68,0,0,11563.055,2006.489,-1,22.02438,0.6,0.6
11701.402,4315,7421,225,12083,11908,65,0,0,65,0,0,11563.055,2006.692,-1,22.02438,0.6,0.6
11701.6,4316,7393,225,12026,11893,68,0,0,68,0,0,11563.055,2006.8895,-1,22.02438,0.6,0.6
11701.802,4317,7384,225,12002,11897,68,0,0,68,0,0,11563.055,2007.0925,-1,22.02438,0.6,0.6
11701.999,4318,7437,225,12095,12025,57,0,0,57,0,0,11563.055,2007.2895,-1,22.02438,0.6,0.6
11702.202,4319,7494,225,12159,12088,90,0,0,90,0,0,11563.055,2007.4925,-1,22.02438,0.6,0.6
11702.399,4320,7501,224,12184,12114,81,0,0,81,0,0,11563.055,2007.6895,-1,22.02438,0.6,0.6
11702.603,4321,7484,224,12145,12089,75,0,0,75,0,0,11563.055,2007.8925,-1,22.02438,0.6,0.6
11702.799,4322,7437,224,12040,11951,79,0,0,79,0,0,11563.055,2008.0895,-1,22.02438,0.6,0.6
11703.003,4323,7414,225,12056,11977,83,0,0,83,0,0,11563.055,2008.293,-1,22.02438,0.6,0.6
11703.2,4324,7396,225,12021,11948,81,0,0,81,0,0,11563.055,2008.49,-1,22.02438,0.6,0.6
11703.397,4325,7422,224,12037,11990,95,0,0,95,0,0,11563.055,2008.687,-1,22.02438,0.6,0.6
11703.6,4326,7482,225,12116,12082,82,0,0,82,0,0,11563.055,2008.89,-1,22.02438,0.6,0.6
11703.798,4327,7527,225,12187,12161,93,0,0,93,0,0,11563.055,2009.0875,-1,22.02438,0.6,0.6
11704.001,4328,7539,225,12220,12193,95,0,0,95,0,0,11563.055,2009.2905,-1,22.02438,0.6,0.6
11704.198,4328,7540,224,12203,12178,83,0,0,83,0,0,11563.055,2009.4875,-1,22.02438,0.6,0.6
11704.4,4329,7535,224,12188,12171,79,0,0,79,0,0,11563.055,2009.6905,-1,22.02438,0.6,0.6
11704.598,4330,7536,225,12206,12195,95,0,0,95,0,0,11563.055,2009.888,-1,22.02438,0.6,0.6
11704.801,4331,7537,224,12212,12179,92,0,0,92,0,0,11563.055,2010.091,-1,22.02438,0.6,0.6
11704.998,4332,7533,225,12166,12161,91,0,0,91,0,0,11563.055,2010.288,-1,22.02438,0.6,0.6
