mono,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds
11562.501,3626,7512,224,12553,12693,59,0,0,59,0,0,11563.792,1867.791,-1,22.02438,0.6,0.6
11562.751,3627,7505,224,12537,12648,208,0,0,208,0,0,11563.792,1868.041,-1,22.02438,0.6,0.6
11563.002,3628,7503,224,12501,12623,345,0,0,345,0,0,11563.792,1868.2915,-1,22.02438,0.6,0.6
11563.252,3629,7508,224,12544,12643,611,0,0,611,0,0,11563.792,1868.542,-1,22.02438,0.6,0.6
11563.503,3629,7509,224,12523,12634,853,0,0,853,0,0,11563.792,1868.7925,-1,22.02438,0.6,0.6
11563.753,3630,7506,225,12531,12633,1087,0,0,1087,0,0,11563.792,1869.043,-1,22.02438,0.6,0.6
11563.997,3631,7504,224,12514,12609,1136,0,0,1136,0,0,11563.792,1869.2875,-1,22.02438,0.6,0.6
11564.248,3632,7508,225,12553,12645,985,0,0,985,0,0,11563.792,1869.538,-1,22.02438,0.6,0.6
11564.498,3633,7505,225,12535,12618,645,0,0,645,0,0,11563.792,1869.7885,-1,22.02438,0.6,0.6
11564.748,3634,7508,224,12539,12618,394,0,0,394,0,0,11563.792,1870.0385,-1,22.02438,0.6,0.6
11564.999,3635,7505,224,12552,12608,219,0,0,219,0,0,11563.792,1870.289,-1,22.02438,0.6,0.6
11565.249,3636,7509,224,12546,12610,102,0,0,102,0,0,11563.792,1870.5395,-1,22.02438,0.6,0.6
11565.5,3637,7503,224,12505,12588,48,0,0,48,0,0,11563.792,1870.79,-1,22.02438,0.6,0.6
11565.751,3638,7508,225,12550,12616,31,0,0,31,0,0,11563.792,1871.0405,-1,22.02438,0.6,0.6
11566.001,3639,7512,224,12572,12644,41,0,0,41,0,0,11563.792,1871.291,-1,22.02438,0.6,0.6
11566.252,3640,7504,225,12531,12599,54,0,0,54,0,0,11563.792,1871.5415,-1,22.02438,0.6,0.6
11566.502,3641,7513,224,12574,12636,63,0,0,63,0,0,11563.792,1871.792,-1,22.02438,0.6,0.6
11566.753,3641,7508,224,12550,12597,64,0,0,64,0,0,11563.792,1872.043,-1,22.02438,0.6,0.6
11566.997,3642,7504,224,12548,12601,98,0,0,98,0,0,11563.792,1872.2875,-1,22.02438,0.6,0.6
11567.248,3643,7507,224,12545,12601,119,0,0,119,0,0,11563.792,1872.538,-1,22.02438,0.6,0.6
11567.498,3644,7508,225,12552,12610,134,0,0,134,0,0,11563.792,1872.7885,-1,22.02438,0.6,0.6
11567.749,3645,7508,225,12562,12607,165,0,0,165,0,0,11563.792,1873.0395,-1,22.02438,0.6,0.6
11568,3646,7494,225,12488,12546,158,0,0,158,0,0,11563.792,1873.29,-1,22.02438,0.6,0.6
11568.251,3647,7504,224,12546,12600,214,0,0,214,0,0,11563.792,1873.5405,-1,22.02438,0.6,0.6
11568.501,3648,7503,224,12539,12575,183,0,0,183,0,0,11563.792,1873.791,-1,22.02438,0.6,0.6
11568.752,3649,7495,224,12491,12539,165,0,0,165,0,0,11563.792,1874.0415,-1,22.02438,0.6,0.6
11569.003,3650,7508,225,12556,12597,165,0,0,165,0,0,11563.792,1874.2925,-1,22.02438,0.6,0.6
11569.247,3651,7494,224,12509,12553,138,0,0,138,0,0,11563.792,1874.537,-1,22.02438,0.6,0.6
11569.498,3652,7512,224,12572,12620,114,0,0,114,0,0,11563.792,1874.788,-1,22.02438,0.6,0.6
11569.748,3653,7514,224,12592,12635,74,0,0,74,0,0,11563.792,1875.0385,-1,22.02438,0.6,0.6
11569.999,3654,7507,224,12546,12591,60,0,0,60,0,0,11563.792,1875.2895,-1,22.02438,0.6,0.6
11570.25,3654,7506,224,12566,12598,55,0,0,55,0,0,11563.792,1875.54,-1,22.02438,0.6,0.6
11570.501,3655,7507,224,12576,12593,53,0,0,53,0,0,11563.792,1875.7905,-1,22.02438,0.6,0.6
11570.752,3656,7510,225,12586,12606,42,0,0,42,0,0,11563.792,1876.0415,-1,22.02438,0.6,0.6
11571.002,3657,7509,224,12572,12584,51,0,0,51,0,0,11563.792,1876.292,-1,22.02438,0.6,0.6
11571.247,3658,7505,224,12556,12580,55,0,0,55,0,0,11563.792,1876.537,-1,22.02438,0.6,0.6
11571.498,3659,7501,224,12549,12571,49,0,0,49,0,0,11563.792,1876.788,-1,22.02438,0.6,0.6
11571.748,3660,7494,224,12503,12529,50,0,0,50,0,0,11563.792,1877.0385,-1,22.02438,0.6,0.6
11571.999,3661,7503,223,12576,12592,58,0,0,58,0,0,11563.792,1877.2895,-1,22.02438,0.6,0.6
11572.25,3662,7510,224,12601,12610,79,0,0,79,0,0,11563.792,1877.54,-1,22.02438,0.6,0.6
11572.501,3663,7508,224,12590,12595,75,0,0,75,0,0,11563.792,1877.791,-1,22.02438,0.6,0.6
11572.752,3664,7506,224,12585,12589,93,0,0,93,0,0,11563.792,1878.042,-1,22.02438,0.6,0.6
11573.003,3665,7505,224,12572,12563,74,0,0,74,0,0,11563.792,1878.2925,-1,22.02438,0.6,0.6
11573.247,3666,7501,224,12551,12556,93,0,0,93,0,0,11563.792,1878.5375,-1,22.02438,0.6,0.6
11573.498,3667,7504,224,12562,12551,110,0,0,110,0,0,11563.792,1878.7885,-1,22.02438,0.6,0.6
11573.749,3667,7499,224,12536,12518,106,0,0,106,0,0,11563.792,1879.0395,-1,22.02438,0.6,0.6
11574.001,3668,7507,224,12600,12574,102,0,0,102,0,0,11563.792,1879.2905,-1,22.02438,0.6,0.6
11574.251,3669,7505,224,12593,12550,106,0,0,106,0,0,11563.792,1879.541,-1,22.02438,0.6,0.6
11574.502,3670,7503,224,12585,12540,107,0,0,107,0,0,11563.792,1879.792,-1,22.02438,0.6,0.6
11574.747,3671,7511,224,12603,12577,106,0,0,106,0,0,11563.792,1880.037,-1,22.02438,0.6,0.6
11574.998,3672,7505,224,12598,12572,97,0,0,97,0,0,11563.792,1880.288,-1,22.02438,0.6,0.6
11575.249,3673,7508,224,12605,12573,87,0,0,87,0,0,11563.792,1880.539,-1,22.02438,0.6,0.6
11575.5,3674,7499,224,12552,12514,109,0,0,109,0,0,11563.792,1880.79,-1,22.02438,0.6,0.6
11575.751,3675,7503,224,12566,12536,92,0,0,92,0,0,11563.792,1881.041,-1,22.02438,0.6,0.6
11576.002,3676,7506,224,12614,12583,61,0,0,61,0,0,11563.792,1881.292,-1,22.02438,0.6,0.6
11576.247,3677,7506,224,12591,12571,82,0,0,82,0,0,11563.792,1881.537,-1,22.02438,0.6,0.6
11576.498,3678,7500,224,12579,12555,72,0,0,72,0,0,11563.792,1881.788,-1,22.02438,0.6,0.6
11576.749,3679,7502,225,12577,12558,59,0,0,59,0,0,11563.792,1882.039,-1,22.02438,0.6,0.6
11577,3679,7496,224,12546,12520,76,0,0,76,0,0,11563.792,1882.29,-1,22.02438,0.6,0.6
11699.999,3682,7536,224,12321,12033,61,0,0,61,0,0,11563.792,2005.289,-1,22.02438,0.6,0.6
11700.202,3683,7520,224,12245,11989,64,0,0,64,0,0,11563.792,2005.492,-1,22.02438,0.6,0.6
11700.399,3684,7518,224,12213,11973,60,0,0,60,0,0,11563.792,2005.689,-1,22.02438,0.6,0.6
11700.602,3685,7521,224,12269,12023,75,0,0,75,0,0,11563.792,2005.892,-1,22.02438,0.6,0.6
11700.799,3686,7511,224,12208,11993,63,0,0,63,0,0,11563.792,2006.089,-1,22.02438,0.6,0.6
11701.002,3687,7492,224,12136,11955,71,0,0,71,0,0,11563.792,2006.292,-1,22.02438,0.6,0.6
11701.199,3688,7458,224,12069,11872,68,0,0,68,0,0,11563.792,2006.489,-1,22.02438,0.6,0.6
11701.402,3689,7428,224,12072,11889,51,0,0,51,0,0,11563.792,2006.692,-1,22.02438,0.6,0.6
11701.6,3690,7406,225,12051,11893,61,0,0,61,0,0,11563.792,2006.8895,-1,22.02438,0.6,0.6
11701.802,3691,7405,225,12012,11901,60,0,0,60,0,0,11563.792,2007.0925,-1,22.02438,0.6,0.6
11701.999,3692,7453,224,12005,11956,84,0,0,84,0,0,11563.792,2007.2895,-1,22.02438,0.6,0.6
11702.202,3693,7511,224,12147,12095,67,0,0,67,0,0,11563.792,2007.4925,-1,22.02438,0.6,0.6
11702.399,3694,7518,225,12184,12104,56,0,0,56,0,0,11563.792,2007.6895,-1,22.02438,0.6,0.6
11702.603,3694,7494,224,12150,12064,58,0,0,58,0,0,11563.792,2007.8925,-1,22.02438,0.6,0.6
11702.799,3695,7450,224,12056,11959,69,0,0,69,0,0,11563.792,2008.0895,-1,22.02438,0.6,0.6
11703.003,3696,7420,224,12040,11938,59,0,0,59,0,0,11563.792,2008.293,-1,22.02438,0.6,0.6
11703.2,3697,7406,224,11952,11878,60,0,0,60,0,0,11563.792,2008.49,-1,22.02438,0.6,0.6
11703.397,3698,7443,224,12035,11964,65,0,0,65,0,0,11563.792,2008.687,-1,22.02438,0.6,0.6
11703.6,3699,7508,224,12121,12062,61,0,0,61,0,0,11563.792,2008.89,-1,22.02438,0.6,0.6
11703.798,3700,7540,224,12149,12098,83,0,0,83,0,0,11563.792,2009.0875,-1,22.02438,0.6,0.6
11704.001,3701,7552,224,12201,12147,63,0,0,63,0,0,11563.792,2009.2905,-1,22.02438,0.6,0.6
11704.198,3702,7529,224,12097,12043,53,0,0,53,0,0,11563.792,2009.4875,-1,22.02438,0.6,0.6
11704.4,3703,7550,224,12196,12143,68,0,0,68,0,0,11563.792,2009.6905,-1,22.02438,0.6,0.6
11704.598,3704,7552,224,12202,12153,60,0,0,60,0,0,11563.792,2009.888,-1,22.02438,0.6,0.6
11704.801,3705,7538,224,12155,12106,66,0,0,66,0,0,11563.792,2010.091,-1,22.02438,0.6,0.6
11704.998,3706,7546,224,12189,12153,65,0,0,65,0,0,11563.792,2010.288,-1,22.02438,0.6,0.6
