mono,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds
11562.751,3446,7466,224,12502,12642,83,0,0,83,0,0,11564.043,1868.041,-1,22.02438,0.6,0.6
11563.002,3447,7469,225,12544,12664,239,0,0,239,0,0,11564.043,1868.2915,-1,22.02438,0.6,0.6
11563.252,3448,7470,224,12545,12666,369,0,0,369,0,0,11564.043,1868.542,-1,22.02438,0.6,0.6
11563.503,3449,7475,224,12564,12652,668,0,0,668,0,0,11564.043,1868.7925,-1,22.02438,0.6,0.6
11563.753,3450,7477,224,12562,12665,1086,0,0,1086,0,0,11564.043,1869.043,-1,22.02438,0.6,0.6
11563.997,3450,7471,224,12546,12637,1502,0,0,1502,0,0,11564.043,1869.2875,-1,22.02438,0.6,0.6
11564.248,3451,7478,224,12594,12662,1478,0,0,1478,0,0,11564.043,1869.538,-1,22.02438,0.6,0.6
11564.498,3452,7474,224,12568,12634,1198,0,0,1198,0,0,11564.043,1869.7885,-1,22.02438,0.6,0.6
11564.748,3453,7476,224,12588,12641,757,0,0,757,0,0,11564.043,1870.0385,-1,22.02438,0.6,0.6
11564.999,3454,7477,224,12582,12639,414,0,0,414,0,0,11564.043,1870.289,-1,22.02438,0.6,0.6
11565.249,3455,7471,224,12583,12638,203,0,0,203,0,0,11564.043,1870.5395,-1,22.02438,0.6,0.6
11565.5,3456,7467,224,12591,12544,71,0,0,71,0,0,11564.043,1870.79,-1,22.02438,0.6,0.6
11565.751,3457,7473,224,12720,12486,29,0,0,29,0,0,11564.043,1871.0405,-1,22.02438,0.6,0.6
11566.001,3458,7475,224,12731,12515,20,0,0,20,0,0,11564.043,1871.291,-1,22.02438,0.6,0.6
11566.252,3459,7475,224,12718,12511,36,0,0,36,0,0,11564.043,1871.5415,-1,22.02438,0.6,0.6
11566.502,3460,7473,224,12701,12532,45,0,0,45,0,0,11564.043,1871.792,-1,22.02438,0.6,0.6
11566.753,3461,7475,224,12708,12545,57,0,0,57,0,0,11564.043,1872.043,-1,22.02438,0.6,0.6
