mono,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds
11555.501,8752,7453,225,12494,12601,27,0,0,27,0,0,11556.838,1860.791,-1,22.02438,0.6,0.6
11555.751,8753,7460,224,12550,12644,69,0,0,69,0,0,11556.838,1861.041,-1,22.02438,0.6,0.6
11556.002,8754,7463,225,12559,12645,173,0,0,173,0,0,11556.838,1861.2915,-1,22.02438,0.6,0.6
11556.252,8754,7460,224,12528,12621,375,0,0,375,0,0,11556.838,1861.5415,-1,22.02438,0.6,0.6
11556.502,8755,7467,224,12539,12620,795,0,0,795,0,0,11556.838,1861.7915,-1,22.02438,0.6,0.6
11556.752,8756,7470,225,12580,12653,1252,0,0,1252,0,0,11556.838,1862.0415,-1,22.02438,0.6,0.6
11557.002,8757,7464,225,12548,12636,1446,0,0,1446,0,0,11556.838,1862.2915,-1,22.02438,0.6,0.6
11557.252,8758,7458,224,12523,12594,1342,0,0,1342,0,0,11556.838,1862.5415,-1,22.02438,0.6,0.6
11557.502,8759,7460,225,12548,12611,1011,0,0,1011,0,0,11556.838,1862.792,-1,22.02438,0.6,0.6
11557.752,8760,7458,225,12535,12586,536,0,0,536,0,0,11556.838,1863.042,-1,22.02438,0.6,0.6
11558.002,8761,7465,225,12572,12625,309,0,0,309,0,0,11556.838,1863.292,-1,22.02438,0.6,0.6
11558.253,8762,7466,225,12578,12633,117,0,0,117,0,0,11556.838,1863.5425,-1,22.02438,0.6,0.6
11558.503,8763,7460,225,12541,12591,64,0,0,64,0,0,11556.838,1863.7925,-1,22.02438,0.6,0.6
11558.753,8764,7458,225,12536,12579,25,0,0,25,0,0,11556.838,1864.0425,-1,22.02438,0.6,0.6
11559.003,8765,7466,225,12579,12613,5,0,0,5,0,0,11556.838,1864.293,-1,22.02438,0.6,0.6
11559.247,8766,7462,225,12556,12597,11,0,0,11,0,0,11556.838,1864.537,-1,22.02438,0.6,0.6
11559.497,8767,7466,225,12590,12617,7,0,0,7,0,0,11556.838,1864.7875,-1,22.02438,0.6,0.6
11559.747,8767,7463,225,12581,12592,21,0,0,21,0,0,11556.838,1865.0375,-1,22.02438,0.6,0.6
11559.998,8768,7468,224,12601,12614,20,0,0,20,0,0,11556.838,1865.288,-1,22.02438,0.6,0.6
11560.248,8769,7466,225,12572,12576,17,0,0,17,0,0,11556.838,1865.538,-1,22.02438,0.6,0.6
11560.498,8770,7473,225,12627,12633,29,0,0,29,0,0,11556.838,1865.7885,-1,22.02438,0.6,0.6
11560.748,8771,7469,225,12601,12619,28,0,0,28,0,0,11556.838,1866.0385,-1,22.02438,0.6,0.6
11560.999,8772,7467,224,12580,12592,40,0,0,40,0,0,11556.838,1866.289,-1,22.02438,0.6,0.6
11561.249,8773,7466,225,12568,12588,46,0,0,46,0,0,11556.838,1866.539,-1,22.02438,0.6,0.6
11561.499,8774,7469,224,12582,12595,50,0,0,50,0,0,11556.838,1866.7895,-1,22.02438,0.6,0.6
11561.75,8775,7459,225,12538,12556,58,0,0,58,0,0,11556.838,1867.04,-1,22.02438,0.6,0.6
11562,8776,7467,225,12561,12577,51,0,0,51,0,0,11556.838,1867.29,-1,22.02438,0.6,0.6
11562.251,8777,7466,225,12564,12594,72,0,0,72,0,0,11556.838,1867.5405,-1,22.02438,0.6,0.6
11562.501,8778,7469,225,12551,12576,53,0,0,53,0,0,11556.838,1867.791,-1,22.02438,0.6,0.6
11562.751,8779,7475,225,12616,12628,57,0,0,57,0,0,11556.838,1868.041,-1,22.02438,0.6,0.6
11563.002,8780,7466,225,12557,12562,48,0,0,48,0,0,11556.838,1868.2915,-1,22.02438,0.6,0.6
11563.252,8780,7472,225,12607,12614,37,0,0,37,0,0,11556.838,1868.542,-1,22.02438,0.6,0.6
11563.503,8781,7471,225,12577,12582,32,0,0,32,0,0,11556.838,1868.7925,-1,22.02438,0.6,0.6
11563.753,8782,7471,225,12560,12574,39,0,0,39,0,0,11556.838,1869.043,-1,22.02438,0.6,0.6
11563.997,8783,7475,225,12590,12593,29,0,0,29,0,0,11556.838,1869.2875,-1,22.02438,0.6,0.6
11564.248,8784,7468,224,12533,12556,32,0,0,32,0,0,11556.838,1869.538,-1,22.02438,0.6,0.6
11564.498,8785,7475,225,12570,12581,28,0,0,28,0,0,11556.838,1869.7885,-1,22.02438,0.6,0.6
