mono,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds
11550.753,12176,7422,228,12444,12579,44,0,0,44,0,0,11552.104,1856.0425,-1,22.02438,0.6,0.6
11551.003,12177,7437,228,12537,12640,127,0,0,127,0,0,11552.104,1856.2925,-1,22.02438,0.6,0.6
11551.252,12178,7431,228,12472,12589,297,0,0,297,0,0,11552.104,1856.542,-1,22.02438,0.6,0.6
11551.502,12179,7436,227,12517,12620,468,0,0,468,0,0,11552.104,1856.792,-1,22.02438,0.6,0.6
11551.752,12180,7439,227,12561,12635,889,0,0,889,0,0,11552.104,1857.042,-1,22.02438,0.6,0.6
11552.002,12181,7437,227,12544,12605,1376,0,0,1376,0,0,11552.104,1857.292,-1,22.02438,0.6,0.6
11552.252,12182,7441,228,12570,12622,1779,0,0,1779,0,0,11552.104,1857.5415,-1,22.02438,0.6,0.6
11552.502,12183,7434,227,12510,12570,1760,0,0,1760,0,0,11552.104,1857.7915,-1,22.02438,0.6,0.6
11552.752,12184,7438,228,12565,12599,1288,0,0,1288,0,0,11552.104,1858.0415,-1,22.02438,0.6,0.6
11553.002,12185,7442,227,12592,12624,825,0,0,825,0,0,11552.104,1858.2915,-1,22.02438,0.6,0.6
11553.252,12186,7436,228,12565,12606,388,0,0,388,0,0,11552.104,1858.5415,-1,22.02438,0.6,0.6
11553.502,12187,7435,228,12545,12576,193,0,0,193,0,0,11552.104,1858.7915,-1,22.02438,0.6,0.6
11553.751,12188,7437,228,12570,12585,74,0,0,74,0,0,11552.104,1859.041,-1,22.02438,0.6,0.6
11554.001,12189,7434,228,12552,12578,40,0,0,40,0,0,11552.104,1859.291,-1,22.02438,0.6,0.6
11554.251,12189,7435,227,12551,12580,21,0,0,21,0,0,11552.104,1859.541,-1,22.02438,0.6,0.6
11554.501,12190,7429,227,12514,12541,14,0,0,14,0,0,11552.104,1859.791,-1,22.02438,0.6,0.6
11554.751,12191,7439,228,12567,12605,9,0,0,9,0,0,11552.104,1860.041,-1,22.02438,0.6,0.6
11555.001,12192,7441,228,12591,12609,11,0,0,11,0,0,11552.104,1860.291,-1,22.02438,0.6,0.6
11555.251,12193,7444,227,12609,12625,11,0,0,11,0,0,11552.104,1860.541,-1,22.02438,0.6,0.6
11555.501,12194,7439,228,12551,12589,8,0,0,8,0,0,11552.104,1860.791,-1,22.02438,0.6,0.6
11555.751,12195,7437,228,12561,12593,20,0,0,20,0,0,11552.104,1861.041,-1,22.02438,0.6,0.6
