MONO,Calibrated,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds.1,SHIFT
11551.75,11695.4,11363,7412,228,12540,12628,36,0,0,36,0,0,11553.096,1857.042,-1,22.02438,0.6,0.6,143.64999999999964
11552.0,11695.65,11364,7419,227,12599,12656,100,0,0,100,0,0,11553.096,1857.292,-1,22.02438,0.6,0.6,143.64999999999964
11552.25,11695.9,11365,7416,227,12579,12656,246,0,0,246,0,0,11553.096,1857.5415,-1,22.02438,0.6,0.6,143.64999999999964
11552.5,11696.15,11366,7412,227,12549,12627,533,0,0,533,0,0,11553.096,1857.7915,-1,22.02438,0.6,0.6,143.64999999999964
11552.75,11696.4,11366,7407,227,12505,12583,813,0,0,813,0,0,11553.096,1858.0415,-1,22.02438,0.6,0.6,143.64999999999964
11553.0,11696.65,11367,7416,228,12573,12618,1187,0,0,1187,0,0,11553.096,1858.2915,-1,22.02438,0.6,0.6,143.64999999999964
11553.25,11696.9,11368,7420,227,12595,12627,1511,0,0,1511,0,0,11553.096,1858.5415,-1,22.02438,0.6,0.6,143.64999999999964
11553.5,11697.15,11369,7420,228,12609,12644,1397,0,0,1397,0,0,11553.096,1858.7915,-1,22.02438,0.6,0.6,143.64999999999964
11553.75,11697.4,11370,7416,228,12589,12618,1091,0,0,1091,0,0,11553.096,1859.041,-1,22.02438,0.6,0.6,143.64999999999964
11554.0,11697.65,11371,7424,227,12636,12654,690,0,0,690,0,0,11553.096,1859.291,-1,22.02438,0.6,0.6,143.64999999999964
11554.25,11697.9,11372,7414,228,12570,12613,312,0,0,312,0,0,11553.096,1859.541,-1,22.02438,0.6,0.6,143.64999999999964
11554.5,11698.15,11373,7418,228,12584,12625,138,0,0,138,0,0,11553.096,1859.791,-1,22.02438,0.6,0.6,143.64999999999964
11554.75,11698.4,11374,7420,228,12612,12644,54,0,0,54,0,0,11553.096,1860.041,-1,22.02438,0.6,0.6,143.64999999999964
11555.0,11698.65,11375,7421,228,12601,12629,19,0,0,19,0,0,11553.096,1860.291,-1,22.02438,0.6,0.6,143.64999999999964
11555.25,11698.9,11376,7421,228,12621,12649,18,0,0,18,0,0,11553.096,1860.541,-1,22.02438,0.6,0.6,143.64999999999964
11555.5,11699.15,11377,7422,227,12618,12629,9,0,0,9,0,0,11553.096,1860.791,-1,22.02438,0.6,0.6,143.64999999999964
11555.75,11699.4,11378,7418,227,12601,12612,12,0,0,12,0,0,11553.096,1861.041,-1,22.02438,0.6,0.6,143.64999999999964
11556.0,11699.65,11379,7416,228,12603,12605,7,0,0,7,0,0,11553.096,1861.2915,-1,22.02438,0.6,0.6,143.64999999999964
11556.25,11699.9,11379,7421,228,12644,12629,10,0,0,10,0,0,11553.096,1861.5415,-1,22.02438,0.6,0.6,143.64999999999964
11556.5,11700.15,11380,7410,228,12563,12572,9,0,0,9,0,0,11553.096,1861.7915,-1,22.02438,0.6,0.6,143.64999999999964
11556.75,11700.4,11381,7412,228,12595,12576,23,0,0,23,0,0,11553.096,1862.0415,-1,22.02438,0.6,0.6,143.64999999999964
11557.0,11700.65,11382,7414,228,12596,12572,13,0,0,13,0,0,11553.096,1862.2915,-1,22.02438,0.6,0.6,143.64999999999964
11557.25,11700.9,11383,7422,228,12623,12614,18,0,0,18,0,0,11553.096,1862.5415,-1,22.02438,0.6,0.6,143.64999999999964
11557.5,11701.15,11384,7420,228,12608,12591,23,0,0,23,0,0,11553.096,1862.792,-1,22.02438,0.6,0.6,143.64999999999964
11557.75,11701.4,11385,7420,228,12629,12592,26,0,0,26,0,0,11553.096,1863.042,-1,22.02438,0.6,0.6,143.64999999999964
11558.0,11701.65,11386,7415,228,12612,12593,24,0,0,24,0,0,11553.096,1863.292,-1,22.02438,0.6,0.6,143.64999999999964
11558.25,11701.9,11387,7406,228,12547,12535,23,0,0,23,0,0,11553.096,1863.5425,-1,22.02438,0.6,0.6,143.64999999999964
11558.5,11702.15,11388,7415,228,12593,12580,24,0,0,24,0,0,11553.096,1863.7925,-1,22.02438,0.6,0.6,143.64999999999964
11558.75,11702.4,11389,7414,228,12574,12573,26,0,0,26,0,0,11553.096,1864.0425,-1,22.02438,0.6,0.6,143.64999999999964
11559.0,11702.65,11390,7417,228,12598,12589,11,0,0,11,0,0,11553.096,1864.293,-1,22.02438,0.6,0.6,143.64999999999964
11559.25,11702.9,11391,7425,228,12625,12620,6,0,0,6,0,0,11553.096,1864.537,-1,22.02438,0.6,0.6,143.64999999999964
11559.5,11703.15,11392,7407,228,12532,12549,8,0,0,8,0,0,11553.096,1864.7875,-1,22.02438,0.6,0.6,143.64999999999964
11559.75,11703.4,11392,7421,228,12598,12598,10,0,0,10,0,0,11553.096,1865.0375,-1,22.02438,0.6,0.6,143.64999999999964
11560.0,11703.65,11393,7424,228,12613,12615,5,0,0,5,0,0,11553.096,1865.288,-1,22.02438,0.6,0.6,143.64999999999964
11560.25,11703.9,11394,7426,228,12628,12617,9,0,0,9,0,0,11553.096,1865.538,-1,22.02438,0.6,0.6,143.64999999999964
11560.5,11704.15,11395,7422,227,12598,12589,14,0,0,14,0,0,11553.096,1865.7885,-1,22.02438,0.6,0.6,143.64999999999964
11560.75,11704.4,11396,7417,227,12549,12564,8,0,0,8,0,0,11553.096,1866.0385,-1,22.02438,0.6,0.6,143.64999999999964
11561.0,11704.65,11397,7424,228,12601,12605,10,0,0,10,0,0,11553.096,1866.289,-1,22.02438,0.6,0.6,143.64999999999964
11561.25,11704.9,11398,7419,228,12581,12593,6,0,0,6,0,0,11553.096,1866.539,-1,22.02438,0.6,0.6,143.64999999999964
11561.5,11705.15,11399,7430,228,12616,12618,7,0,0,7,0,0,11553.096,1866.7895,-1,22.02438,0.6,0.6,143.64999999999964
11561.75,11705.4,11400,7426,227,12616,12609,12,0,0,12,0,0,11553.096,1867.04,-1,22.02438,0.6,0.6,143.64999999999964
11562.0,11705.65,11401,7422,228,12560,12593,15,0,0,15,0,0,11553.096,1867.29,-1,22.02438,0.6,0.6,143.64999999999964
11562.25,11705.9,11402,7418,227,12541,12554,8,0,0,8,0,0,11553.096,1867.5405,-1,22.02438,0.6,0.6,143.64999999999964
11562.5,11706.15,11403,7442,228,12624,12624,11,0,0,11,0,0,11553.096,1867.791,-1,22.02438,0.6,0.6,143.64999999999964
11562.75,11706.4,11404,7453,228,12619,12615,17,0,0,17,0,0,11553.096,1868.041,-1,22.02438,0.6,0.6,143.64999999999964
11563.0,11706.65,11405,7457,228,12560,12555,21,0,0,21,0,0,11553.096,1868.2915,-1,22.02438,0.6,0.6,143.64999999999964
11563.25,11706.9,11405,7474,227,12601,12581,16,0,0,16,0,0,11553.096,1868.542,-1,22.02438,0.6,0.6,143.64999999999964
11563.5,11707.15,11406,7487,227,12607,12591,21,0,0,21,0,0,11553.096,1868.7925,-1,22.02438,0.6,0.6,143.64999999999964
11563.75,11707.4,11407,7490,228,12586,12553,19,0,0,19,0,0,11553.096,1869.043,-1,22.02438,0.6,0.6,143.64999999999964
11564.0,11707.65,11408,7509,227,12606,12568,20,0,0,20,0,0,11553.096,1869.2875,-1,22.02438,0.6,0.6,143.64999999999964
11564.25,11707.9,11409,7521,228,12632,12582,17,0,0,17,0,0,11553.096,1869.538,-1,22.02438,0.6,0.6,143.64999999999964
11564.5,11708.15,11410,7515,227,12602,12574,18,0,0,18,0,0,11553.096,1869.7885,-1,22.02438,0.6,0.6,143.64999999999964
11564.75,11708.4,11411,7519,228,12586,12571,24,0,0,24,0,0,11553.096,1870.0385,-1,22.02438,0.6,0.6,143.64999999999964
11565.0,11708.65,11412,7519,228,12595,12557,31,0,0,31,0,0,11553.096,1870.289,-1,22.02438,0.6,0.6,143.64999999999964
11565.25,11708.9,11413,7516,228,12567,12560,23,0,0,23,0,0,11553.096,1870.5395,-1,22.02438,0.6,0.6,143.64999999999964
11565.5,11709.15,11414,7516,227,12596,12563,21,0,0,21,0,0,11553.096,1870.79,-1,22.02438,0.6,0.6,143.64999999999964
11565.75,11709.4,11415,7512,228,12584,12547,20,0,0,20,0,0,11553.096,1871.0405,-1,22.02438,0.6,0.6,143.64999999999964
11566.0,11709.65,11416,7513,227,12560,12538,13,0,0,13,0,0,11553.096,1871.291,-1,22.02438,0.6,0.6,143.64999999999964
11566.25,11709.9,11417,7515,228,12568,12543,19,0,0,19,0,0,11553.096,1871.5415,-1,22.02438,0.6,0.6,143.64999999999964
11700.0,11843.65,11420,7542,228,12196,11910,17,0,0,17,0,0,11553.096,2005.289,-1,22.02438,0.6,0.6,143.64999999999964
