MONO,Calibrated,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds.1,SHIFT
11561.75,11561.85,4164,7428,224,12627,12665,123,0,0,123.0,0,0,11563.055,1867.04,-1,22.02438,0.6,0.6,0.1000000000003638
11562.0,11562.1,4165,7434,224,12671,12692,457,0,0,457.0,0,0,11563.055,1867.29,-1,22.02438,0.6,0.6,0.1000000000003638
11562.25,11562.35,4165,7431,224,12652,12654,1004,0,0,1004.0,0,0,11563.055,1867.5405,-1,22.02438,0.6,0.6,0.1000000000003638
11562.5,11562.6,4166,7419,224,12601,12577,1739,0,0,1739.0,0,0,11563.055,1867.791,-1,22.02438,0.6,0.6,0.1000000000003638
11562.75,11562.85,4167,7426,224,12725,12522,2667,0,0,2655.6377,0,0,11563.055,1868.041,-1,22.02438,0.6,0.6,0.1000000000003638
11563.0,11563.1,4168,7436,224,12810,12537,3406,0,0,3427.2670000000007,0,0,11563.055,1868.2915,-1,22.02438,0.6,0.6,0.1000000000003638
11563.25,11563.35,4169,7425,224,12775,12508,3418,0,0,3439.8152,0,0,11563.055,1868.542,-1,22.02438,0.6,0.6,0.1000000000003638
11563.5,11563.6,4170,7436,224,12798,12550,2736,0,0,2727.5916,0,0,11563.055,1868.7925,-1,22.02438,0.6,0.6,0.1000000000003638
11563.75,11563.85,4171,7434,224,12758,12548,1817,0,0,1817.0,0,0,11563.055,1869.043,-1,22.02438,0.6,0.6,0.1000000000003638
11564.0,11564.1,4172,7434,224,12760,12557,958,0,0,958.0,0,0,11563.055,1869.2875,-1,22.02438,0.6,0.6,0.1000000000003638
11564.25,11564.35,4173,7425,224,12707,12514,436,0,0,436.0,0,0,11563.055,1869.538,-1,22.02438,0.6,0.6,0.1000000000003638
11564.5,11564.6,4174,7435,224,12766,12580,183,0,0,183.0,0,0,11563.055,1869.7885,-1,22.02438,0.6,0.6,0.1000000000003638
11564.75,11564.85,4175,7437,224,12772,12595,66,0,0,66.0,0,0,11563.055,1870.0385,-1,22.02438,0.6,0.6,0.1000000000003638
11565.0,11565.1,4176,7434,224,12741,12588,32,0,0,32.0,0,0,11563.055,1870.289,-1,22.02438,0.6,0.6,0.1000000000003638
11565.25,11565.35,4177,7424,224,12678,12545,27,0,0,27.0,0,0,11563.055,1870.5395,-1,22.02438,0.6,0.6,0.1000000000003638
11565.5,11565.6,4178,7431,224,12733,12597,51,0,0,51.0,0,0,11563.055,1870.79,-1,22.02438,0.6,0.6,0.1000000000003638
11565.75,11565.85,4178,7441,224,12754,12620,44,0,0,44.0,0,0,11563.055,1871.0405,-1,22.02438,0.6,0.6,0.1000000000003638
11566.0,11566.1,4179,7438,224,12736,12622,71,0,0,71.0,0,0,11563.055,1871.291,-1,22.02438,0.6,0.6,0.1000000000003638
11566.25,11566.35,4180,7435,224,12730,12614,90,0,0,90.0,0,0,11563.055,1871.5415,-1,22.02438,0.6,0.6,0.1000000000003638
11566.5,11566.6,4181,7440,224,12745,12642,106,0,0,106.0,0,0,11563.055,1871.792,-1,22.02438,0.6,0.6,0.1000000000003638
11566.75,11566.85,4182,7442,224,12732,12647,135,0,0,135.0,0,0,11563.055,1872.043,-1,22.02438,0.6,0.6,0.1000000000003638
11567.0,11567.1,4183,7440,224,12723,12634,157,0,0,157.0,0,0,11563.055,1872.2875,-1,22.02438,0.6,0.6,0.1000000000003638
11567.25,11567.35,4184,7435,224,12708,12646,212,0,0,212.0,0,0,11563.055,1872.538,-1,22.02438,0.6,0.6,0.1000000000003638
11567.5,11567.6,4185,7427,224,12629,12579,210,0,0,210.0,0,0,11563.055,1872.7885,-1,22.02438,0.6,0.6,0.1000000000003638
11567.75,11567.85,4186,7430,224,12648,12593,247,0,0,247.0,0,0,11563.055,1873.0395,-1,22.02438,0.6,0.6,0.1000000000003638
11568.0,11568.1,4187,7432,224,12664,12620,237,0,0,237.0,0,0,11563.055,1873.29,-1,22.02438,0.6,0.6,0.1000000000003638
11568.25,11568.35,4188,7427,224,12619,12595,233,0,0,233.0,0,0,11563.055,1873.5405,-1,22.02438,0.6,0.6,0.1000000000003638
11568.5,11568.6,4189,7425,225,12626,12581,221,0,0,221.0,0,0,11563.055,1873.791,-1,22.02438,0.6,0.6,0.1000000000003638
11568.75,11568.85,4190,7423,224,12585,12570,173,0,0,173.0,0,0,11563.055,1874.0415,-1,22.02438,0.6,0.6,0.1000000000003638
11569.0,11569.1,4190,7416,224,12568,12570,131,0,0,131.0,0,0,11563.055,1874.2925,-1,22.02438,0.6,0.6,0.1000000000003638
11569.25,11569.35,4191,7421,224,12578,12581,121,0,0,121.0,0,0,11563.055,1874.537,-1,22.02438,0.6,0.6,0.1000000000003638
11569.5,11569.6,4192,7433,224,12641,12637,92,0,0,92.0,0,0,11563.055,1874.788,-1,22.02438,0.6,0.6,0.1000000000003638
11569.75,11569.85,4193,7429,224,12616,12622,84,0,0,84.0,0,0,11563.055,1875.0385,-1,22.02438,0.6,0.6,0.1000000000003638
11570.0,11570.1,4194,7426,225,12605,12598,70,0,0,70.0,0,0,11563.055,1875.2895,-1,22.02438,0.6,0.6,0.1000000000003638
11570.25,11570.35,4195,7424,224,12605,12612,65,0,0,65.0,0,0,11563.055,1875.54,-1,22.02438,0.6,0.6,0.1000000000003638
11570.5,11570.6,4196,7429,224,12635,12627,67,0,0,67.0,0,0,11563.055,1875.7905,-1,22.02438,0.6,0.6,0.1000000000003638
11570.75,11570.85,4197,7422,225,12602,12617,72,0,0,72.0,0,0,11563.055,1876.0415,-1,22.02438,0.6,0.6,0.1000000000003638
11571.0,11571.1,4198,7434,224,12666,12655,72,0,0,72.0,0,0,11563.055,1876.292,-1,22.02438,0.6,0.6,0.1000000000003638
11571.25,11571.35,4199,7423,224,12601,12616,60,0,0,60.0,0,0,11563.055,1876.537,-1,22.02438,0.6,0.6,0.1000000000003638
11571.5,11571.6,4200,7429,224,12618,12653,68,0,0,68.0,0,0,11563.055,1876.788,-1,22.02438,0.6,0.6,0.1000000000003638
11571.75,11571.85,4201,7437,224,12641,12659,99,0,0,99.0,0,0,11563.055,1877.0385,-1,22.02438,0.6,0.6,0.1000000000003638
11572.0,11572.1,4202,7430,224,12601,12633,90,0,0,90.0,0,0,11563.055,1877.2895,-1,22.02438,0.6,0.6,0.1000000000003638
11572.25,11572.35,4203,7445,224,12620,12647,101,0,0,101.0,0,0,11563.055,1877.54,-1,22.02438,0.6,0.6,0.1000000000003638
11572.5,11572.6,4203,7445,224,12573,12599,116,0,0,116.0,0,0,11563.055,1877.791,-1,22.02438,0.6,0.6,0.1000000000003638
11572.75,11572.85,4204,7466,224,12630,12655,108,0,0,108.0,0,0,11563.055,1878.042,-1,22.02438,0.6,0.6,0.1000000000003638
11573.0,11573.1,4205,7467,224,12584,12605,133,0,0,133.0,0,0,11563.055,1878.2925,-1,22.02438,0.6,0.6,0.1000000000003638
11573.25,11573.35,4206,7484,224,12611,12598,106,0,0,106.0,0,0,11563.055,1878.5375,-1,22.02438,0.6,0.6,0.1000000000003638
11573.5,11573.6,4207,7490,225,12582,12592,137,0,0,137.0,0,0,11563.055,1878.7885,-1,22.02438,0.6,0.6,0.1000000000003638
11573.75,11573.85,4208,7510,224,12626,12591,120,0,0,120.0,0,0,11563.055,1879.0395,-1,22.02438,0.6,0.6,0.1000000000003638
11574.0,11574.1,4209,7522,224,12638,12619,127,0,0,127.0,0,0,11563.055,1879.2905,-1,22.02438,0.6,0.6,0.1000000000003638
11574.25,11574.35,4210,7526,225,12641,12628,107,0,0,107.0,0,0,11563.055,1879.541,-1,22.02438,0.6,0.6,0.1000000000003638
