MONO,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds.1
11559.75,5688,7411,225,12596,12668,59,0,0,59.0,0,0,11561.063,1865.0375,-1,22.024379999999997,0.6,0.6
11560.0,5689,7415,225,12624,12692,158,0,0,158.0,0,0,11561.063,1865.2879999999998,-1,22.024379999999997,0.6,0.6
11560.25,5690,7415,224,12605,12657,332,0,0,332.0,0,0,11561.063,1865.5379999999998,-1,22.024379999999997,0.6,0.6
11560.5,5690,7417,224,12615,12660,617,0,0,617.0,0,0,11561.063,1865.7885,-1,22.024379999999997,0.6,0.6
11560.75,5691,7403,225,12541,12579,1059,0,0,1059.0,0,0,11561.063,1866.0385,-1,22.024379999999997,0.6,0.6
11561.0,5692,7410,224,12579,12606,1641,0,0,1641.0,0,0,11561.063,1866.289,-1,22.024379999999997,0.6,0.6
11561.25,5693,7411,224,12596,12610,2050,0,0,2013.046,0,0,11561.063,1866.539,-1,22.024379999999997,0.6,0.6
11561.5,5694,7419,225,12632,12634,1935,0,0,1893.4364,0,0,11561.063,1866.7895,-1,22.024379999999997,0.6,0.6
11561.75,5695,7410,224,12612,12629,1653,0,0,1653.0,0,0,11561.063,1867.04,-1,22.024379999999997,0.6,0.6
11562.0,5696,7415,224,12635,12636,1245,0,0,1245.0,0,0,11561.063,1867.29,-1,22.024379999999997,0.6,0.6
11562.25,5697,7409,224,12615,12606,714,0,0,714.0,0,0,11561.063,1867.5405,-1,22.024379999999997,0.6,0.6
11562.5,5698,7409,224,12596,12586,399,0,0,399.0,0,0,11561.063,1867.7910000000002,-1,22.024379999999997,0.6,0.6
11562.75,5699,7417,224,12649,12636,177,0,0,177.0,0,0,11561.063,1868.0410000000002,-1,22.024379999999997,0.6,0.6
11563.0,5700,7414,224,12655,12618,65,0,0,65.0,0,0,11561.063,1868.2915,-1,22.024379999999997,0.6,0.6
11563.25,5701,7414,224,12643,12627,36,0,0,36.0,0,0,11561.063,1868.5420000000001,-1,22.024379999999997,0.6,0.6
11563.5,5702,7414,225,12614,12596,23,0,0,23.0,0,0,11561.063,1868.7925,-1,22.024379999999997,0.6,0.6
11563.75,5703,7414,225,12547,12528,26,0,0,26.0,0,0,11561.063,1869.043,-1,22.024379999999997,0.6,0.6
11564.0,5703,7429,224,12600,12561,50,0,0,50.0,0,0,11561.063,1869.2875,-1,22.024379999999997,0.6,0.6
11564.25,5704,7445,224,12599,12551,60,0,0,60.0,0,0,11561.063,1869.5379999999998,-1,22.024379999999997,0.6,0.6
11564.5,5705,7450,224,12609,12560,59,0,0,59.0,0,0,11561.063,1869.7885,-1,22.024379999999997,0.6,0.6
11564.75,5706,7468,224,12645,12587,117,0,0,117.0,0,0,11561.063,1870.0385,-1,22.024379999999997,0.6,0.6
11565.0,5707,7474,224,12611,12557,120,0,0,120.0,0,0,11561.063,1870.289,-1,22.024379999999997,0.6,0.6
11565.25,5708,7486,225,12623,12561,146,0,0,146.0,0,0,11561.063,1870.5395,-1,22.024379999999997,0.6,0.6
11565.5,5709,7494,224,12623,12542,184,0,0,184.0,0,0,11561.063,1870.79,-1,22.024379999999997,0.6,0.6
11565.75,5710,7508,224,12648,12550,195,0,0,195.0,0,0,11561.063,1871.0405,-1,22.024379999999997,0.6,0.6
11566.0,5711,7500,225,12608,12517,213,0,0,213.0,0,0,11561.063,1871.2910000000002,-1,22.024379999999997,0.6,0.6
11566.25,5712,7497,224,12582,12498,220,0,0,220.0,0,0,11561.063,1871.5415,-1,22.024379999999997,0.6,0.6
11566.5,5713,7503,224,12590,12506,247,0,0,247.0,0,0,11561.063,1871.7920000000001,-1,22.024379999999997,0.6,0.6
11566.75,5714,7502,225,12607,12504,205,0,0,205.0,0,0,11561.063,1872.043,-1,22.024379999999997,0.6,0.6
11567.0,5715,7510,224,12637,12554,204,0,0,204.0,0,0,11561.063,1872.2875,-1,22.024379999999997,0.6,0.6
11567.25,5716,7504,225,12611,12511,180,0,0,180.0,0,0,11561.063,1872.5379999999998,-1,22.024379999999997,0.6,0.6
11567.5,5716,7495,225,12578,12488,164,0,0,164.0,0,0,11561.063,1872.7885,-1,22.024379999999997,0.6,0.6
11567.75,5717,7503,225,12578,12499,136,0,0,136.0,0,0,11561.063,1873.0395,-1,22.024379999999997,0.6,0.6
11568.0,5718,7503,225,12583,12535,132,0,0,132.0,0,0,11561.063,1873.29,-1,22.024379999999997,0.6,0.6
11568.25,5719,7504,224,12596,12537,119,0,0,119.0,0,0,11561.063,1873.5405,-1,22.024379999999997,0.6,0.6
11568.5,5720,7505,225,12592,12539,93,0,0,93.0,0,0,11561.063,1873.7910000000002,-1,22.024379999999997,0.6,0.6
11568.75,5721,7503,225,12599,12527,91,0,0,91.0,0,0,11561.063,1874.0415,-1,22.024379999999997,0.6,0.6
11569.0,5722,7504,224,12606,12531,94,0,0,94.0,0,0,11561.063,1874.2925,-1,22.024379999999997,0.6,0.6
11569.25,5723,7501,224,12586,12523,99,0,0,99.0,0,0,11561.063,1874.537,-1,22.024379999999997,0.6,0.6
11569.5,5724,7490,224,12553,12484,73,0,0,73.0,0,0,11561.063,1874.7879999999998,-1,22.024379999999997,0.6,0.6
11569.75,5725,7502,224,12583,12533,93,0,0,93.0,0,0,11561.063,1875.0385,-1,22.024379999999997,0.6,0.6
11570.0,5726,7488,225,12509,12484,86,0,0,86.0,0,0,11561.063,1875.2895,-1,22.024379999999997,0.6,0.6
11570.25,5727,7499,225,12568,12512,79,0,0,79.0,0,0,11561.063,1875.54,-1,22.024379999999997,0.6,0.6
11570.5,5728,7502,224,12568,12530,98,0,0,98.0,0,0,11561.063,1875.7905,-1,22.024379999999997,0.6,0.6
11570.75,5729,7505,225,12594,12549,80,0,0,80.0,0,0,11561.063,1876.0415,-1,22.024379999999997,0.6,0.6
