MONO,Calibrated,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds.1,SHIFT
11561.5,11561.6,4343,7458,225,12582,12691,76,0,0,76,0,0,11562.803,1866.7895,-1,22.02438,0.6,0.6,0.1000000000003638
11561.75,11561.85,4344,7462,224,12548,12674,188,0,0,188,0,0,11562.803,1867.04,-1,22.02438,0.6,0.6,0.1000000000003638
11562.0,11562.1,4345,7460,225,12569,12666,386,0,0,386,0,0,11562.803,1867.29,-1,22.02438,0.6,0.6,0.1000000000003638
11562.25,11562.35,4346,7468,224,12604,12669,588,0,0,588,0,0,11562.803,1867.5405,-1,22.02438,0.6,0.6,0.1000000000003638
11562.5,11562.6,4347,7469,224,12612,12691,722,0,0,722,0,0,11562.803,1867.791,-1,22.02438,0.6,0.6,0.1000000000003638
11562.75,11562.85,4348,7472,225,12635,12700,875,0,0,875,0,0,11562.803,1868.041,-1,22.02438,0.6,0.6,0.1000000000003638
11563.0,11563.1,4349,7473,224,12636,12694,1005,0,0,1005,0,0,11562.803,1868.2915,-1,22.02438,0.6,0.6,0.1000000000003638
11563.25,11563.35,4350,7469,224,12612,12674,868,0,0,868,0,0,11562.803,1868.542,-1,22.02438,0.6,0.6,0.1000000000003638
11563.5,11563.6,4351,7468,224,12613,12669,637,0,0,637,0,0,11562.803,1868.7925,-1,22.02438,0.6,0.6,0.1000000000003638
11563.75,11563.85,4352,7451,225,12533,12587,373,0,0,373,0,0,11562.803,1869.043,-1,22.02438,0.6,0.6,0.1000000000003638
11564.0,11564.1,4352,7465,224,12598,12658,219,0,0,219,0,0,11562.803,1869.2875,-1,22.02438,0.6,0.6,0.1000000000003638
11564.25,11564.35,4353,7471,224,12637,12666,86,0,0,86,0,0,11562.803,1869.538,-1,22.02438,0.6,0.6,0.1000000000003638
11564.5,11564.6,4354,7471,225,12643,12687,40,0,0,40,0,0,11562.803,1869.7885,-1,22.02438,0.6,0.6,0.1000000000003638
11564.75,11564.85,4355,7459,224,12545,12610,28,0,0,28,0,0,11562.803,1870.0385,-1,22.02438,0.6,0.6,0.1000000000003638
11565.0,11565.1,4356,7472,224,12617,12667,35,0,0,35,0,0,11562.803,1870.289,-1,22.02438,0.6,0.6,0.1000000000003638
11565.25,11565.35,4357,7467,225,12600,12657,38,0,0,38,0,0,11562.803,1870.5395,-1,22.02438,0.6,0.6,0.1000000000003638
11565.5,11565.6,4358,7473,224,12631,12683,47,0,0,47,0,0,11562.803,1870.79,-1,22.02438,0.6,0.6,0.1000000000003638
11565.75,11565.85,4359,7465,225,12587,12624,50,0,0,50,0,0,11562.803,1871.0405,-1,22.02438,0.6,0.6,0.1000000000003638
11566.0,11566.1,4360,7464,225,12599,12642,82,0,0,82,0,0,11562.803,1871.291,-1,22.02438,0.6,0.6,0.1000000000003638
11566.25,11566.35,4361,7454,224,12534,12593,106,0,0,106,0,0,11562.803,1871.5415,-1,22.02438,0.6,0.6,0.1000000000003638
11566.5,11566.6,4362,7470,224,12611,12659,99,0,0,99,0,0,11562.803,1871.792,-1,22.02438,0.6,0.6,0.1000000000003638
11566.75,11566.85,4363,7466,224,12592,12640,167,0,0,167,0,0,11562.803,1872.043,-1,22.02438,0.6,0.6,0.1000000000003638
11567.0,11567.1,4364,7469,224,12618,12661,182,0,0,182,0,0,11562.803,1872.2875,-1,22.02438,0.6,0.6,0.1000000000003638
11567.25,11567.35,4365,7469,224,12633,12673,202,0,0,202,0,0,11562.803,1872.538,-1,22.02438,0.6,0.6,0.1000000000003638
11567.5,11567.6,4365,7469,225,12634,12668,181,0,0,181,0,0,11562.803,1872.7885,-1,22.02438,0.6,0.6,0.1000000000003638
11567.75,11567.85,4366,7453,224,12563,12603,173,0,0,173,0,0,11562.803,1873.0395,-1,22.02438,0.6,0.6,0.1000000000003638
11568.0,11568.1,4367,7465,225,12612,12638,178,0,0,178,0,0,11562.803,1873.29,-1,22.02438,0.6,0.6,0.1000000000003638
11568.25,11568.35,4368,7467,224,12605,12645,120,0,0,120,0,0,11562.803,1873.5405,-1,22.02438,0.6,0.6,0.1000000000003638
11568.5,11568.6,4369,7466,224,12615,12642,116,0,0,116,0,0,11562.803,1873.791,-1,22.02438,0.6,0.6,0.1000000000003638
11568.75,11568.85,4370,7460,224,12572,12606,83,0,0,83,0,0,11562.803,1874.0415,-1,22.02438,0.6,0.6,0.1000000000003638
11569.0,11569.1,4371,7469,225,12662,12676,61,0,0,61,0,0,11562.803,1874.2925,-1,22.02438,0.6,0.6,0.1000000000003638
