MONO,Calibrated,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds.1,SHIFT
11552.25,11552.15,11001,7432,227,12511,12629,34,0,0,34,0,0,11553.602,1857.5415,-1,22.02438,0.6,0.6,-0.1000000000003638
11552.5,11552.4,11002,7438,228,12558,12665,154,0,0,154,0,0,11553.602,1857.7915,-1,22.02438,0.6,0.6,-0.1000000000003638
11552.75,11552.65,11003,7435,227,12560,12634,302,0,0,302,0,0,11553.602,1858.0415,-1,22.02438,0.6,0.6,-0.1000000000003638
11553.0,11552.9,11003,7440,227,12573,12652,540,0,0,540,0,0,11553.602,1858.2915,-1,22.02438,0.6,0.6,-0.1000000000003638
11553.25,11553.15,11004,7430,228,12486,12564,703,0,0,703,0,0,11553.602,1858.5415,-1,22.02438,0.6,0.6,-0.1000000000003638
11553.5,11553.4,11005,7441,227,12578,12636,843,0,0,843,0,0,11553.602,1858.7915,-1,22.02438,0.6,0.6,-0.1000000000003638
11553.75,11553.65,11006,7444,228,12595,12652,884,0,0,884,0,0,11553.602,1859.041,-1,22.02438,0.6,0.6,-0.1000000000003638
11554.0,11553.9,11007,7441,228,12604,12642,752,0,0,752,0,0,11553.602,1859.291,-1,22.02438,0.6,0.6,-0.1000000000003638
11554.25,11554.15,11008,7433,227,12567,12598,514,0,0,514,0,0,11553.602,1859.541,-1,22.02438,0.6,0.6,-0.1000000000003638
11554.5,11554.4,11009,7439,228,12610,12630,331,0,0,331,0,0,11553.602,1859.791,-1,22.02438,0.6,0.6,-0.1000000000003638
11554.75,11554.65,11010,7431,227,12587,12594,167,0,0,167,0,0,11553.602,1860.041,-1,22.02438,0.6,0.6,-0.1000000000003638
11555.0,11554.9,11011,7440,228,12607,12608,94,0,0,94,0,0,11553.602,1860.291,-1,22.02438,0.6,0.6,-0.1000000000003638
11555.25,11555.15,11012,7438,228,12610,12614,32,0,0,32,0,0,11553.602,1860.541,-1,22.02438,0.6,0.6,-0.1000000000003638
11555.5,11555.4,11013,7435,228,12610,12609,26,0,0,26,0,0,11553.602,1860.791,-1,22.02438,0.6,0.6,-0.1000000000003638
11555.75,11555.65,11014,7427,228,12548,12559,11,0,0,11,0,0,11553.602,1861.041,-1,22.02438,0.6,0.6,-0.1000000000003638
11556.0,11555.9,11015,7437,228,12608,12616,10,0,0,10,0,0,11553.602,1861.2915,-1,22.02438,0.6,0.6,-0.1000000000003638
11556.25,11556.15,11016,7430,228,12549,12564,6,0,0,6,0,0,11553.602,1861.5415,-1,22.02438,0.6,0.6,-0.1000000000003638
11556.5,11556.4,11016,7440,227,12619,12623,9,0,0,9,0,0,11553.602,1861.7915,-1,22.02438,0.6,0.6,-0.1000000000003638
11556.75,11556.65,11017,7435,228,12581,12600,9,0,0,9,0,0,11553.602,1862.0415,-1,22.02438,0.6,0.6,-0.1000000000003638
11557.0,11556.9,11018,7440,227,12590,12603,13,0,0,13,0,0,11553.602,1862.2915,-1,22.02438,0.6,0.6,-0.1000000000003638
11557.25,11557.15,11019,7427,227,12561,12561,8,0,0,8,0,0,11553.602,1862.5415,-1,22.02438,0.6,0.6,-0.1000000000003638
11557.5,11557.4,11020,7436,228,12584,12587,15,0,0,15,0,0,11553.602,1862.792,-1,22.02438,0.6,0.6,-0.1000000000003638
11557.75,11557.65,11021,7428,228,12535,12547,19,0,0,19,0,0,11553.602,1863.042,-1,22.02438,0.6,0.6,-0.1000000000003638
11558.0,11557.9,11022,7435,228,12537,12556,18,0,0,18,0,0,11553.602,1863.292,-1,22.02438,0.6,0.6,-0.1000000000003638
11558.25,11558.15,11023,7438,227,12570,12584,20,0,0,20,0,0,11553.602,1863.5425,-1,22.02438,0.6,0.6,-0.1000000000003638
11558.5,11558.4,11024,7442,228,12609,12618,22,0,0,22,0,0,11553.602,1863.7925,-1,22.02438,0.6,0.6,-0.1000000000003638
11558.75,11558.65,11025,7444,228,12608,12627,18,0,0,18,0,0,11553.602,1864.0425,-1,22.02438,0.6,0.6,-0.1000000000003638
11559.0,11558.9,11026,7445,228,12604,12627,21,0,0,21,0,0,11553.602,1864.293,-1,22.02438,0.6,0.6,-0.1000000000003638
11559.25,11559.15,11027,7432,228,12528,12570,15,0,0,15,0,0,11553.602,1864.537,-1,22.02438,0.6,0.6,-0.1000000000003638
11559.5,11559.4,11028,7437,228,12568,12590,22,0,0,22,0,0,11553.602,1864.7875,-1,22.02438,0.6,0.6,-0.1000000000003638
11559.75,11559.65,11029,7443,227,12587,12611,11,0,0,11,0,0,11553.602,1865.0375,-1,22.02438,0.6,0.6,-0.1000000000003638
11560.0,11559.9,11029,7436,227,12570,12573,7,0,0,7,0,0,11553.602,1865.288,-1,22.02438,0.6,0.6,-0.1000000000003638
11560.25,11560.15,11030,7438,228,12558,12577,9,0,0,9,0,0,11553.602,1865.538,-1,22.02438,0.6,0.6,-0.1000000000003638
11560.5,11560.4,11031,7433,227,12523,12542,4,0,0,4,0,0,11553.602,1865.7885,-1,22.02438,0.6,0.6,-0.1000000000003638
11560.75,11560.65,11032,7439,228,12561,12573,5,0,0,5,0,0,11553.602,1866.0385,-1,22.02438,0.6,0.6,-0.1000000000003638
11561.0,11560.9,11033,7440,228,12583,12602,8,0,0,8,0,0,11553.602,1866.289,-1,22.02438,0.6,0.6,-0.1000000000003638
11561.25,11561.15,11034,7438,228,12570,12603,5,0,0,5,0,0,11553.602,1866.539,-1,22.02438,0.6,0.6,-0.1000000000003638
11561.5,11561.4,11035,7438,228,12571,12599,7,0,0,7,0,0,11553.602,1866.7895,-1,22.02438,0.6,0.6,-0.1000000000003638
11561.75,11561.65,11036,7430,227,12494,12534,14,0,0,14,0,0,11553.602,1867.04,-1,22.02438,0.6,0.6,-0.1000000000003638
11562.0,11561.9,11037,7444,228,12580,12624,7,0,0,7,0,0,11553.602,1867.29,-1,22.02438,0.6,0.6,-0.1000000000003638
11562.25,11562.15,11038,7441,228,12553,12586,8,0,0,8,0,0,11553.602,1867.5405,-1,22.02438,0.6,0.6,-0.1000000000003638
11562.5,11562.4,11039,7444,228,12583,12631,21,0,0,21,0,0,11553.602,1867.791,-1,22.02438,0.6,0.6,-0.1000000000003638
11562.75,11562.65,11040,7447,228,12569,12615,12,0,0,12,0,0,11553.602,1868.041,-1,22.02438,0.6,0.6,-0.1000000000003638
11563.0,11562.9,11041,7446,228,12553,12624,10,0,0,10,0,0,11553.602,1868.2915,-1,22.02438,0.6,0.6,-0.1000000000003638
11563.25,11563.15,11041,7435,228,12485,12574,12,0,0,12,0,0,11553.602,1868.542,-1,22.02438,0.6,0.6,-0.1000000000003638
11563.5,11563.4,11042,7449,228,12561,12625,18,0,0,18,0,0,11553.602,1868.7925,-1,22.02438,0.6,0.6,-0.1000000000003638
11563.75,11563.65,11043,7445,227,12567,12594,15,0,0,15,0,0,11553.602,1869.043,-1,22.02438,0.6,0.6,-0.1000000000003638
11564.0,11563.9,11044,7445,228,12534,12581,10,0,0,10,0,0,11553.602,1869.2875,-1,22.02438,0.6,0.6,-0.1000000000003638
11564.25,11564.15,11045,7436,228,12518,12559,13,0,0,13,0,0,11553.602,1869.538,-1,22.02438,0.6,0.6,-0.1000000000003638
11564.5,11564.4,11046,7449,228,12566,12601,15,0,0,15,0,0,11553.602,1869.7885,-1,22.02438,0.6,0.6,-0.1000000000003638
11564.75,11564.65,11047,7449,228,12554,12582,17,0,0,17,0,0,11553.602,1870.0385,-1,22.02438,0.6,0.6,-0.1000000000003638
11565.0,11564.9,11048,7443,228,12565,12586,15,0,0,15,0,0,11553.602,1870.289,-1,22.02438,0.6,0.6,-0.1000000000003638
11565.25,11565.15,11049,7452,228,12606,12602,15,0,0,15,0,0,11553.602,1870.5395,-1,22.02438,0.6,0.6,-0.1000000000003638
11565.5,11565.4,11050,7446,228,12562,12575,13,0,0,13,0,0,11553.602,1870.79,-1,22.02438,0.6,0.6,-0.1000000000003638
11565.75,11565.65,11051,7448,228,12576,12585,13,0,0,13,0,0,11553.602,1871.0405,-1,22.02438,0.6,0.6,-0.1000000000003638
11566.0,11565.9,11052,7449,228,12599,12591,6,0,0,6,0,0,11553.602,1871.291,-1,22.02438,0.6,0.6,-0.1000000000003638
11566.25,11566.15,11053,7438,228,12508,12515,13,0,0,13,0,0,11553.602,1871.5415,-1,22.02438,0.6,0.6,-0.1000000000003638
11566.5,11566.4,11054,7447,228,12577,12573,19,0,0,19,0,0,11553.602,1871.792,-1,22.02438,0.6,0.6,-0.1000000000003638
11566.75,11566.65,11054,7445,228,12575,12550,16,0,0,16,0,0,11553.602,1872.043,-1,22.02438,0.6,0.6,-0.1000000000003638
11700.0,11699.9,11058,7470,228,12247,11947,11,0,0,11,0,0,11553.602,2005.289,-1,22.02438,0.6,0.6,-0.1000000000003638
11700.2,11700.1,11059,7470,228,12211,11949,17,0,0,17,0,0,11553.602,2005.492,-1,22.02438,0.6,0.6,-0.1000000000003638
11700.4,11700.3,11060,7469,228,12217,11956,7,0,0,7,0,0,11553.602,2005.689,-1,22.02438,0.6,0.6,-0.1000000000003638
11700.6,11700.5,11060,7470,228,12202,11943,18,0,0,18,0,0,11553.602,2005.892,-1,22.02438,0.6,0.6,-0.1000000000003638
11700.8,11700.699999999999,11061,7456,228,12137,11917,8,0,0,8,0,0,11553.602,2006.089,-1,22.02438,0.6,0.6,-0.1000000000003638
11701.0,11700.9,11062,7453,228,12167,11953,11,0,0,11,0,0,11553.602,2006.292,-1,22.02438,0.6,0.6,-0.1000000000003638
11701.2,11701.1,11063,7439,228,12133,11943,8,0,0,8,0,0,11553.602,2006.489,-1,22.02438,0.6,0.6,-0.1000000000003638
11701.4,11701.3,11064,7415,228,12107,11943,13,0,0,13,0,0,11553.602,2006.692,-1,22.02438,0.6,0.6,-0.1000000000003638
11701.6,11701.5,11065,7387,228,12104,11934,8,0,0,8,0,0,11553.602,2006.8895,-1,22.02438,0.6,0.6,-0.1000000000003638
11701.8,11701.699999999999,11066,7357,228,12029,11880,10,0,0,10,0,0,11553.602,2007.0925,-1,22.02438,0.6,0.6,-0.1000000000003638
