MONO,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds.1
11556.25,8209,7441,224,12523,12642,54,0,0,54,0,0,11557.586000000001,1861.5415,-1,22.024379999999997,0.6,0.6
11556.5,8210,7439,224,12513,12637,172,0,0,172,0,0,11557.586000000001,1861.7915,-1,22.024379999999997,0.6,0.6
11556.75,8211,7440,225,12494,12604,392,0,0,392,0,0,11557.586000000001,1862.0415,-1,22.024379999999997,0.6,0.6
11557.0,8212,7452,224,12556,12632,682,0,0,682,0,0,11557.586000000001,1862.2915,-1,22.024379999999997,0.6,0.6
11557.25,8212,7437,224,12509,12576,1093,0,0,1093,0,0,11557.586000000001,1862.5415,-1,22.024379999999997,0.6,0.6
11557.5,8213,7436,224,12495,12567,1506,0,0,1506,0,0,11557.586000000001,1862.7920000000001,-1,22.024379999999997,0.6,0.6
11557.75,8214,7448,224,12553,12616,1706,0,0,1706,0,0,11557.586000000001,1863.0420000000001,-1,22.024379999999997,0.6,0.6
11558.0,8215,7429,224,12472,12538,1426,0,0,1426,0,0,11557.586000000001,1863.2920000000001,-1,22.024379999999997,0.6,0.6
11558.25,8216,7439,224,12526,12575,1079,0,0,1079,0,0,11557.586000000001,1863.5425,-1,22.024379999999997,0.6,0.6
11558.5,8217,7440,224,12542,12583,621,0,0,621,0,0,11557.586000000001,1863.7925,-1,22.024379999999997,0.6,0.6
11558.75,8218,7446,224,12574,12613,260,0,0,260,0,0,11557.586000000001,1864.0425,-1,22.024379999999997,0.6,0.6
11559.0,8219,7437,224,12525,12569,113,0,0,113,0,0,11557.586000000001,1864.293,-1,22.024379999999997,0.6,0.6
11559.25,8220,7442,224,12540,12563,57,0,0,57,0,0,11557.586000000001,1864.537,-1,22.024379999999997,0.6,0.6
11559.5,8221,7444,225,12564,12583,12,0,0,12,0,0,11557.586000000001,1864.7875,-1,22.024379999999997,0.6,0.6
11559.75,8222,7443,224,12567,12577,18,0,0,18,0,0,11557.586000000001,1865.0375,-1,22.024379999999997,0.6,0.6
11560.0,8223,7441,224,12546,12540,13,0,0,13,0,0,11557.586000000001,1865.2879999999998,-1,22.024379999999997,0.6,0.6
11560.25,8224,7445,224,12583,12584,6,0,0,6,0,0,11557.586000000001,1865.5379999999998,-1,22.024379999999997,0.6,0.6
11560.5,8224,7443,224,12570,12568,21,0,0,21,0,0,11557.586000000001,1865.7885,-1,22.024379999999997,0.6,0.6
11560.75,8225,7443,224,12564,12550,26,0,0,26,0,0,11557.586000000001,1866.0385,-1,22.024379999999997,0.6,0.6
11561.0,8226,7448,224,12603,12573,32,0,0,32,0,0,11557.586000000001,1866.289,-1,22.024379999999997,0.6,0.6
11561.25,8227,7435,224,12489,12507,34,0,0,34,0,0,11557.586000000001,1866.539,-1,22.024379999999997,0.6,0.6
11561.5,8228,7440,224,12527,12519,45,0,0,45,0,0,11557.586000000001,1866.7895,-1,22.024379999999997,0.6,0.6
11561.75,8229,7446,224,12574,12546,54,0,0,54,0,0,11557.586000000001,1867.04,-1,22.024379999999997,0.6,0.6
11562.0,8230,7449,224,12583,12557,63,0,0,63,0,0,11557.586000000001,1867.29,-1,22.024379999999997,0.6,0.6
11562.25,8231,7453,224,12576,12547,56,0,0,56,0,0,11557.586000000001,1867.5405,-1,22.024379999999997,0.6,0.6
11562.5,8232,7446,224,12558,12536,77,0,0,77,0,0,11557.586000000001,1867.7910000000002,-1,22.024379999999997,0.6,0.6
11562.75,8233,7445,224,12575,12548,77,0,0,77,0,0,11557.586000000001,1868.0410000000002,-1,22.024379999999997,0.6,0.6
11563.0,8234,7448,224,12559,12548,79,0,0,79,0,0,11557.586000000001,1868.2915,-1,22.024379999999997,0.6,0.6
11563.25,8235,7454,224,12600,12584,76,0,0,76,0,0,11557.586000000001,1868.5420000000001,-1,22.024379999999997,0.6,0.6
11563.5,8236,7445,225,12535,12527,60,0,0,60,0,0,11557.586000000001,1868.7925,-1,22.024379999999997,0.6,0.6
11563.75,8237,7450,224,12558,12551,67,0,0,67,0,0,11557.586000000001,1869.043,-1,22.024379999999997,0.6,0.6
11564.0,8237,7449,224,12550,12556,46,0,0,46,0,0,11557.586000000001,1869.2875,-1,22.024379999999997,0.6,0.6
11564.25,8238,7452,224,12561,12568,50,0,0,50,0,0,11557.586000000001,1869.5379999999998,-1,22.024379999999997,0.6,0.6
11564.5,8239,7452,224,12565,12582,49,0,0,49,0,0,11557.586000000001,1869.7885,-1,22.024379999999997,0.6,0.6
11564.75,8240,7440,224,12493,12514,44,0,0,44,0,0,11557.586000000001,1870.0385,-1,22.024379999999997,0.6,0.6
11565.0,8241,7438,224,12469,12507,42,0,0,42,0,0,11557.586000000001,1870.289,-1,22.024379999999997,0.6,0.6
11565.25,8242,7446,224,12536,12554,42,0,0,42,0,0,11557.586000000001,1870.5395,-1,22.024379999999997,0.6,0.6
11565.5,8243,7446,224,12518,12546,48,0,0,48,0,0,11557.586000000001,1870.79,-1,22.024379999999997,0.6,0.6
11565.75,8244,7448,225,12533,12561,48,0,0,48,0,0,11557.586000000001,1871.0405,-1,22.024379999999997,0.6,0.6
11566.0,8245,7445,224,12477,12522,62,0,0,62,0,0,11557.586000000001,1871.2910000000002,-1,22.024379999999997,0.6,0.6
11566.25,8246,7450,224,12528,12576,46,0,0,46,0,0,11557.586000000001,1871.5415,-1,22.024379999999997,0.6,0.6
11566.5,8247,7447,224,12502,12547,56,0,0,56,0,0,11557.586000000001,1871.7920000000001,-1,22.024379999999997,0.6,0.6
11566.75,8248,7454,224,12538,12575,59,0,0,59,0,0,11557.586000000001,1872.043,-1,22.024379999999997,0.6,0.6
11567.0,8249,7441,224,12485,12531,52,0,0,52,0,0,11557.586000000001,1872.2875,-1,22.024379999999997,0.6,0.6
11567.25,8250,7438,224,12457,12510,52,0,0,52,0,0,11557.586000000001,1872.5379999999998,-1,22.024379999999997,0.6,0.6
11567.5,8250,7436,224,12415,12477,58,0,0,58,0,0,11557.586000000001,1872.7885,-1,22.024379999999997,0.6,0.6
11567.75,8251,7447,224,12495,12547,63,0,0,63,0,0,11557.586000000001,1873.0395,-1,22.024379999999997,0.6,0.6
11568.0,8252,7454,224,12536,12586,66,0,0,66,0,0,11557.586000000001,1873.29,-1,22.024379999999997,0.6,0.6
11568.25,8253,7442,224,12495,12547,57,0,0,57,0,0,11557.586000000001,1873.5405,-1,22.024379999999997,0.6,0.6
11568.5,8254,7448,224,12492,12543,55,0,0,55,0,0,11557.586000000001,1873.7910000000002,-1,22.024379999999997,0.6,0.6
11568.75,8255,7452,224,12517,12559,53,0,0,53,0,0,11557.586000000001,1874.0415,-1,22.024379999999997,0.6,0.6
11569.0,8256,7439,224,12443,12494,59,0,0,59,0,0,11557.586000000001,1874.2925,-1,22.024379999999997,0.6,0.6
11569.25,8257,7448,224,12536,12577,45,0,0,45,0,0,11557.586000000001,1874.537,-1,22.024379999999997,0.6,0.6
11569.5,8258,7452,224,12537,12585,41,0,0,41,0,0,11557.586000000001,1874.7879999999998,-1,22.024379999999997,0.6,0.6
11569.75,8259,7443,224,12477,12523,44,0,0,44,0,0,11557.586000000001,1875.0385,-1,22.024379999999997,0.6,0.6
11570.0,8260,7456,224,12517,12563,32,0,0,32,0,0,11557.586000000001,1875.2895,-1,22.024379999999997,0.6,0.6
11570.25,8261,7453,225,12528,12576,40,0,0,40,0,0,11557.586000000001,1875.54,-1,22.024379999999997,0.6,0.6
11570.5,8262,7440,224,12457,12528,44,0,0,44,0,0,11557.586000000001,1875.7905,-1,22.024379999999997,0.6,0.6
11570.75,8262,7451,224,12489,12546,37,0,0,37,0,0,11557.586000000001,1876.0415,-1,22.024379999999997,0.6,0.6
11700.0,8266,7475,224,12158,11969,44,0,0,44,0,0,11557.586000000001,2005.289,-1,22.024379999999997,0.6,0.6
11700.2,8267,7477,225,12186,11988,31,0,0,31,0,0,11557.586000000001,2005.4920000000002,-1,22.024379999999997,0.6,0.6
11700.4,8268,7480,224,12197,12006,30,0,0,30,0,0,11557.586000000001,2005.6889999999999,-1,22.024379999999997,0.6,0.6
11700.6,8268,7483,224,12189,12032,40,0,0,40,0,0,11557.586000000001,2005.892,-1,22.024379999999997,0.6,0.6
11700.8,8269,7465,224,12093,11979,32,0,0,32,0,0,11557.586000000001,2006.089,-1,22.024379999999997,0.6,0.6
11701.0,8270,7454,224,12057,11979,44,0,0,44,0,0,11557.586000000001,2006.2920000000001,-1,22.024379999999997,0.6,0.6
11701.2,8271,7432,224,12011,11937,28,0,0,28,0,0,11557.586000000001,2006.489,-1,22.024379999999997,0.6,0.6
11701.4,8272,7410,224,12017,11930,31,0,0,31,0,0,11557.586000000001,2006.692,-1,22.024379999999997,0.6,0.6
11701.6,8273,7380,224,11991,11910,28,0,0,28,0,0,11557.586000000001,2006.8895,-1,22.024379999999997,0.6,0.6
11701.8,8274,7356,224,11937,11891,35,0,0,35,0,0,11557.586000000001,2007.0925,-1,22.024379999999997,0.6,0.6
11702.0,8275,7357,224,11862,11846,41,0,0,41,0,0,11557.586000000001,2007.2895,-1,22.024379999999997,0.6,0.6
11702.2,8276,7422,224,11983,11988,27,0,0,27,0,0,11557.586000000001,2007.4925,-1,22.024379999999997,0.6,0.6
11702.4,8277,7462,224,12041,12040,34,0,0,34,0,0,11557.586000000001,2007.6895,-1,22.024379999999997,0.6,0.6
11702.6,8278,7449,225,11996,12005,47,0,0,47,0,0,11557.586000000001,2007.8925,-1,22.024379999999997,0.6,0.6
11702.8,8279,7433,225,12024,12013,40,0,0,40,0,0,11557.586000000001,2008.0895,-1,22.024379999999997,0.6,0.6
11703.0,8280,7382,224,11889,11876,29,0,0,29,0,0,11557.586000000001,2008.293,-1,22.024379999999997,0.6,0.6
11703.2,8281,7367,224,11936,11914,41,0,0,41,0,0,11557.586000000001,2008.49,-1,22.024379999999997,0.6,0.6
11703.4,8281,7374,224,11924,11925,41,0,0,41,0,0,11557.586000000001,2008.6870000000001,-1,22.024379999999997,0.6,0.6
11703.6,8282,7424,224,11991,12005,36,0,0,36,0,0,11557.586000000001,2008.89,-1,22.024379999999997,0.6,0.6
11703.8,8283,7461,224,11982,12020,34,0,0,34,0,0,11557.586000000001,2009.0875,-1,22.024379999999997,0.6,0.6
11704.0,8284,7499,224,12115,12108,45,0,0,45,0,0,11557.586000000001,2009.2905,-1,22.024379999999997,0.6,0.6
11704.2,8285,7494,224,12083,12090,41,0,0,41,0,0,11557.586000000001,2009.4875,-1,22.024379999999997,0.6,0.6
11704.4,8286,7501,224,12092,12100,32,0,0,32,0,0,11557.586000000001,2009.6905,-1,22.024379999999997,0.6,0.6
11704.6,8287,7505,225,12137,12137,41,0,0,41,0,0,11557.586000000001,2009.888,-1,22.024379999999997,0.6,0.6
11704.8,8288,7502,224,12102,12099,31,0,0,31,0,0,11557.586000000001,2010.0910000000001,-1,22.024379999999997,0.6,0.6
11705.0,8289,7499,224,12125,12124,42,0,0,42,0,0,11557.586000000001,2010.2879999999998,-1,22.024379999999997,0.6,0.6
