MONO,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds.1
11557.0,7667,7424,224,12520,12633,32,0,0,32,0,0,11558.327,1862.2915,-1,22.024379999999997,0.6,0.6
11557.25,7668,7423,224,12537,12641,85,0,0,85,0,0,11558.327,1862.5415,-1,22.024379999999997,0.6,0.6
11557.5,7669,7423,224,12530,12615,191,0,0,191,0,0,11558.327,1862.7920000000001,-1,22.024379999999997,0.6,0.6
11557.75,7670,7424,225,12512,12589,337,0,0,337,0,0,11558.327,1863.0420000000001,-1,22.024379999999997,0.6,0.6
11558.0,7671,7428,225,12532,12604,667,0,0,667,0,0,11558.327,1863.2920000000001,-1,22.024379999999997,0.6,0.6
11558.25,7671,7426,225,12559,12597,1161,0,0,1161,0,0,11558.327,1863.5425,-1,22.024379999999997,0.6,0.6
11558.5,7672,7432,224,12579,12621,1279,0,0,1279,0,0,11558.327,1863.7925,-1,22.024379999999997,0.6,0.6
11558.75,7673,7423,224,12552,12570,1244,0,0,1244,0,0,11558.327,1864.0425,-1,22.024379999999997,0.6,0.6
11559.0,7674,7432,225,12606,12624,947,0,0,947,0,0,11558.327,1864.293,-1,22.024379999999997,0.6,0.6
11559.25,7675,7427,224,12579,12604,533,0,0,533,0,0,11558.327,1864.537,-1,22.024379999999997,0.6,0.6
11559.5,7676,7418,224,12511,12555,261,0,0,261,0,0,11558.327,1864.7875,-1,22.024379999999997,0.6,0.6
11559.75,7677,7426,225,12565,12594,124,0,0,124,0,0,11558.327,1865.0375,-1,22.024379999999997,0.6,0.6
11560.0,7678,7422,224,12542,12554,51,0,0,51,0,0,11558.327,1865.2879999999998,-1,22.024379999999997,0.6,0.6
11560.25,7679,7426,224,12566,12588,20,0,0,20,0,0,11558.327,1865.5379999999998,-1,22.024379999999997,0.6,0.6
11560.5,7680,7427,224,12562,12580,5,0,0,5,0,0,11558.327,1865.7885,-1,22.024379999999997,0.6,0.6
11560.75,7681,7424,224,12546,12573,10,0,0,10,0,0,11558.327,1866.0385,-1,22.024379999999997,0.6,0.6
11561.0,7682,7427,224,12545,12565,10,0,0,10,0,0,11558.327,1866.289,-1,22.024379999999997,0.6,0.6
11561.25,7683,7427,225,12573,12590,14,0,0,14,0,0,11558.327,1866.539,-1,22.024379999999997,0.6,0.6
11561.5,7684,7413,225,12474,12500,23,0,0,23,0,0,11558.327,1866.7895,-1,22.024379999999997,0.6,0.6
11561.75,7684,7420,224,12527,12525,21,0,0,21,0,0,11558.327,1867.04,-1,22.024379999999997,0.6,0.6
11562.0,7685,7427,224,12564,12587,31,0,0,31,0,0,11558.327,1867.29,-1,22.024379999999997,0.6,0.6
11562.25,7686,7430,224,12559,12563,31,0,0,31,0,0,11558.327,1867.5405,-1,22.024379999999997,0.6,0.6
11562.5,7687,7416,225,12506,12507,37,0,0,37,0,0,11558.327,1867.7910000000002,-1,22.024379999999997,0.6,0.6
11562.75,7688,7433,224,12594,12595,55,0,0,55,0,0,11558.327,1868.0410000000002,-1,22.024379999999997,0.6,0.6
11563.0,7689,7431,224,12575,12583,64,0,0,64,0,0,11558.327,1868.2915,-1,22.024379999999997,0.6,0.6
11563.25,7690,7428,225,12547,12565,68,0,0,68,0,0,11558.327,1868.5420000000001,-1,22.024379999999997,0.6,0.6
11563.5,7691,7421,225,12522,12536,71,0,0,71,0,0,11558.327,1868.7925,-1,22.024379999999997,0.6,0.6
11563.75,7692,7441,225,12621,12608,78,0,0,78,0,0,11558.327,1869.043,-1,22.024379999999997,0.6,0.6
11564.0,7693,7435,224,12578,12570,92,0,0,92,0,0,11558.327,1869.2875,-1,22.024379999999997,0.6,0.6
11564.25,7694,7435,225,12584,12573,78,0,0,78,0,0,11558.327,1869.5379999999998,-1,22.024379999999997,0.6,0.6
11564.5,7695,7434,225,12553,12558,81,0,0,81,0,0,11558.327,1869.7885,-1,22.024379999999997,0.6,0.6
11564.75,7696,7437,224,12577,12576,84,0,0,84,0,0,11558.327,1870.0385,-1,22.024379999999997,0.6,0.6
11565.0,7696,7434,225,12554,12546,70,0,0,70,0,0,11558.327,1870.289,-1,22.024379999999997,0.6,0.6
11565.25,7697,7428,225,12537,12522,59,0,0,59,0,0,11558.327,1870.5395,-1,22.024379999999997,0.6,0.6
11565.5,7698,7429,225,12525,12511,57,0,0,57,0,0,11558.327,1870.79,-1,22.024379999999997,0.6,0.6
11565.75,7699,7425,224,12492,12493,45,0,0,45,0,0,11558.327,1871.0405,-1,22.024379999999997,0.6,0.6
11566.0,7700,7427,225,12496,12502,51,0,0,51,0,0,11558.327,1871.2910000000002,-1,22.024379999999997,0.6,0.6
11566.25,7701,7430,224,12525,12548,64,0,0,64,0,0,11558.327,1871.5415,-1,22.024379999999997,0.6,0.6
11566.5,7702,7431,225,12569,12566,41,0,0,41,0,0,11558.327,1871.7920000000001,-1,22.024379999999997,0.6,0.6
11566.75,7703,7437,225,12559,12553,65,0,0,65,0,0,11558.327,1872.043,-1,22.024379999999997,0.6,0.6
11567.0,7704,7438,225,12566,12553,54,0,0,54,0,0,11558.327,1872.2875,-1,22.024379999999997,0.6,0.6
11567.25,7705,7433,225,12556,12553,56,0,0,56,0,0,11558.327,1872.5379999999998,-1,22.024379999999997,0.6,0.6
11567.5,7706,7427,225,12509,12509,66,0,0,66,0,0,11558.327,1872.7885,-1,22.024379999999997,0.6,0.6
11567.75,7707,7427,225,12498,12510,42,0,0,42,0,0,11558.327,1873.0395,-1,22.024379999999997,0.6,0.6
11568.0,7708,7421,224,12486,12498,48,0,0,48,0,0,11558.327,1873.29,-1,22.024379999999997,0.6,0.6
11568.25,7709,7432,224,12530,12553,38,0,0,38,0,0,11558.327,1873.5405,-1,22.024379999999997,0.6,0.6
11568.5,7709,7437,224,12569,12591,53,0,0,53,0,0,11558.327,1873.7910000000002,-1,22.024379999999997,0.6,0.6
11568.75,7710,7438,225,12562,12575,44,0,0,44,0,0,11558.327,1874.0415,-1,22.024379999999997,0.6,0.6
11569.0,7711,7436,224,12536,12565,43,0,0,43,0,0,11558.327,1874.2925,-1,22.024379999999997,0.6,0.6
11569.25,7712,7438,224,12556,12577,27,0,0,27,0,0,11558.327,1874.537,-1,22.024379999999997,0.6,0.6
11569.5,7713,7428,223,12508,12547,45,0,0,45,0,0,11558.327,1874.7879999999998,-1,22.024379999999997,0.6,0.6
11569.75,7714,7433,224,12529,12550,33,0,0,33,0,0,11558.327,1875.0385,-1,22.024379999999997,0.6,0.6
11570.0,7715,7434,225,12523,12565,35,0,0,35,0,0,11558.327,1875.2895,-1,22.024379999999997,0.6,0.6
11570.25,7716,7422,224,12489,12510,34,0,0,34,0,0,11558.327,1875.54,-1,22.024379999999997,0.6,0.6
11570.5,7717,7431,224,12555,12555,24,0,0,24,0,0,11558.327,1875.7905,-1,22.024379999999997,0.6,0.6
11570.75,7718,7436,224,12564,12568,24,0,0,24,0,0,11558.327,1876.0415,-1,22.024379999999997,0.6,0.6
11571.0,7719,7438,224,12579,12581,29,0,0,29,0,0,11558.327,1876.2920000000001,-1,22.024379999999997,0.6,0.6
11571.25,7720,7419,224,12476,12480,33,0,0,33,0,0,11558.327,1876.537,-1,22.024379999999997,0.6,0.6
11571.5,7721,7427,224,12512,12517,24,0,0,24,0,0,11558.327,1876.7879999999998,-1,22.024379999999997,0.6,0.6
11700.0,7724,7457,224,12219,11938,27,0,0,27,0,0,11558.327,2005.289,-1,22.024379999999997,0.6,0.6
11700.2,7725,7447,224,12165,11923,32,0,0,32,0,0,11558.327,2005.4920000000002,-1,22.024379999999997,0.6,0.6
11700.4,7726,7451,224,12189,11961,40,0,0,40,0,0,11558.327,2005.6889999999999,-1,22.024379999999997,0.6,0.6
11700.6,7727,7450,224,12173,11969,38,0,0,38,0,0,11558.327,2005.892,-1,22.024379999999997,0.6,0.6
11700.8,7727,7456,224,12194,12006,24,0,0,24,0,0,11558.327,2006.089,-1,22.024379999999997,0.6,0.6
11701.0,7728,7433,225,12104,11928,25,0,0,25,0,0,11558.327,2006.2920000000001,-1,22.024379999999997,0.6,0.6
11701.2,7729,7418,224,12114,11960,31,0,0,31,0,0,11558.327,2006.489,-1,22.024379999999997,0.6,0.6
11701.4,7730,7389,224,12075,11916,21,0,0,21,0,0,11558.327,2006.692,-1,22.024379999999997,0.6,0.6
11701.6,7731,7343,224,11943,11810,26,0,0,26,0,0,11558.327,2006.8895,-1,22.024379999999997,0.6,0.6
11701.8,7732,7336,225,11963,11862,30,0,0,30,0,0,11558.327,2007.0925,-1,22.024379999999997,0.6,0.6
11702.0,7733,7351,224,11960,11881,43,0,0,43,0,0,11558.327,2007.2895,-1,22.024379999999997,0.6,0.6
11702.2,7734,7413,224,12031,11985,35,0,0,35,0,0,11558.327,2007.4925,-1,22.024379999999997,0.6,0.6
11702.4,7735,7440,224,12070,12026,30,0,0,30,0,0,11558.327,2007.6895,-1,22.024379999999997,0.6,0.6
11702.6,7736,7433,224,12070,12001,37,0,0,37,0,0,11558.327,2007.8925,-1,22.024379999999997,0.6,0.6
11702.8,7737,7412,224,12045,11979,24,0,0,24,0,0,11558.327,2008.0895,-1,22.024379999999997,0.6,0.6
11703.0,7738,7380,225,12002,11963,18,0,0,18,0,0,11558.327,2008.293,-1,22.024379999999997,0.6,0.6
11703.2,7739,7340,224,11909,11875,27,0,0,27,0,0,11558.327,2008.49,-1,22.024379999999997,0.6,0.6
11703.4,7740,7358,224,11945,11916,26,0,0,26,0,0,11558.327,2008.6870000000001,-1,22.024379999999997,0.6,0.6
11703.6,7740,7404,225,12014,11998,40,0,0,40,0,0,11558.327,2008.89,-1,22.024379999999997,0.6,0.6
11703.8,7741,7461,224,12083,12070,23,0,0,23,0,0,11558.327,2009.0875,-1,22.024379999999997,0.6,0.6
11704.0,7742,7479,224,12149,12107,31,0,0,31,0,0,11558.327,2009.2905,-1,22.024379999999997,0.6,0.6
11704.2,7743,7481,224,12137,12107,33,0,0,33,0,0,11558.327,2009.4875,-1,22.024379999999997,0.6,0.6
11704.4,7744,7478,224,12105,12088,28,0,0,28,0,0,11558.327,2009.6905,-1,22.024379999999997,0.6,0.6
11704.6,7745,7480,224,12112,12111,41,0,0,41,0,0,11558.327,2009.888,-1,22.024379999999997,0.6,0.6
11704.8,7746,7476,224,12101,12103,34,0,0,34,0,0,11558.327,2010.0910000000001,-1,22.024379999999997,0.6,0.6
11705.0,7747,7478,224,12090,12102,43,0,0,43,0,0,11558.327,2010.2879999999998,-1,22.024379999999997,0.6,0.6
