MONO,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds.1
11557.75,7126,7405,224,12543,12619,57,0,0,57,0,0,11559.077,1863.0420000000001,-1,22.024379999999997,0.6,0.6
11558.0,7127,7410,224,12572,12622,170,0,0,170,0,0,11559.077,1863.2920000000001,-1,22.024379999999997,0.6,0.6
11558.25,7128,7414,225,12589,12638,367,0,0,367,0,0,11559.077,1863.5425,-1,22.024379999999997,0.6,0.6
11558.5,7129,7419,225,12620,12648,599,0,0,599,0,0,11559.077,1863.7925,-1,22.024379999999997,0.6,0.6
11558.75,7130,7414,224,12619,12639,980,0,0,980,0,0,11559.077,1864.0425,-1,22.024379999999997,0.6,0.6
11559.0,7131,7421,224,12610,12630,1313,0,0,1313,0,0,11559.077,1864.293,-1,22.024379999999997,0.6,0.6
11559.25,7132,7417,225,12642,12629,1459,0,0,1459,0,0,11559.077,1864.537,-1,22.024379999999997,0.6,0.6
11559.5,7133,7415,224,12623,12621,1267,0,0,1267,0,0,11559.077,1864.7875,-1,22.024379999999997,0.6,0.6
11559.75,7134,7407,225,12574,12573,961,0,0,961,0,0,11559.077,1865.0375,-1,22.024379999999997,0.6,0.6
11560.0,7135,7413,225,12610,12591,571,0,0,571,0,0,11559.077,1865.2879999999998,-1,22.024379999999997,0.6,0.6
11560.25,7136,7406,224,12569,12554,301,0,0,301,0,0,11559.077,1865.5379999999998,-1,22.024379999999997,0.6,0.6
11560.5,7136,7409,224,12608,12574,122,0,0,122,0,0,11559.077,1865.7885,-1,22.024379999999997,0.6,0.6
11560.75,7137,7416,224,12649,12625,49,0,0,49,0,0,11559.077,1866.0385,-1,22.024379999999997,0.6,0.6
11561.0,7138,7412,224,12583,12584,26,0,0,26,0,0,11559.077,1866.289,-1,22.024379999999997,0.6,0.6
11561.25,7139,7415,224,12627,12602,13,0,0,13,0,0,11559.077,1866.539,-1,22.024379999999997,0.6,0.6
11561.5,7140,7419,225,12650,12613,13,0,0,13,0,0,11559.077,1866.7895,-1,22.024379999999997,0.6,0.6
11561.75,7141,7412,224,12613,12586,10,0,0,10,0,0,11559.077,1867.04,-1,22.024379999999997,0.6,0.6
11562.0,7142,7417,224,12641,12609,21,0,0,21,0,0,11559.077,1867.29,-1,22.024379999999997,0.6,0.6
