MONO,Calibrated,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds.1,SHIFT
11559.75,11558.449999999999,5599,7438,224,12576,12728,61,0,0,61.0,0,0,11561.063,1865.0375,-1,22.02438,0.6,0.6,-1.3000000000010914
11560.0,11558.699999999999,5600,7435,224,12578,12713,147,0,0,147.0,0,0,11561.063,1865.288,-1,22.02438,0.6,0.6,-1.3000000000010914
11560.25,11558.949999999999,5601,7440,224,12567,12690,354,0,0,354.0,0,0,11561.063,1865.538,-1,22.02438,0.6,0.6,-1.3000000000010914
11560.5,11559.199999999999,5602,7441,224,12569,12692,604,0,0,604.0,0,0,11561.063,1865.7885,-1,22.02438,0.6,0.6,-1.3000000000010914
11560.75,11559.449999999999,5603,7438,224,12561,12661,1033,0,0,1033.0,0,0,11561.063,1866.0385,-1,22.02438,0.6,0.6,-1.3000000000010914
11561.0,11559.699999999999,5604,7426,224,12500,12603,1544,0,0,1544.0,0,0,11561.063,1866.289,-1,22.02438,0.6,0.6,-1.3000000000010914
11561.25,11559.949999999999,5605,7441,224,12591,12675,1943,0,0,1901.7555,0,0,11561.063,1866.539,-1,22.02438,0.6,0.6,-1.3000000000010914
11561.5,11560.199999999999,5606,7439,224,12560,12653,1899,0,0,1899.0,0,0,11561.063,1866.7895,-1,22.02438,0.6,0.6,-1.3000000000010914
11561.75,11560.449999999999,5606,7442,224,12613,12682,1687,0,0,1687.0,0,0,11561.063,1867.04,-1,22.02438,0.6,0.6,-1.3000000000010914
11562.0,11560.699999999999,5607,7439,224,12598,12666,1179,0,0,1179.0,0,0,11561.063,1867.29,-1,22.02438,0.6,0.6,-1.3000000000010914
11562.25,11560.949999999999,5608,7442,224,12602,12653,730,0,0,730.0,0,0,11561.063,1867.5405,-1,22.02438,0.6,0.6,-1.3000000000010914
11562.5,11561.199999999999,5609,7443,224,12612,12665,413,0,0,413.0,0,0,11561.063,1867.791,-1,22.02438,0.6,0.6,-1.3000000000010914
11562.75,11561.449999999999,5610,7440,225,12599,12664,163,0,0,163.0,0,0,11561.063,1868.041,-1,22.02438,0.6,0.6,-1.3000000000010914
11563.0,11561.699999999999,5611,7439,224,12572,12636,84,0,0,84.0,0,0,11561.063,1868.2915,-1,22.02438,0.6,0.6,-1.3000000000010914
11563.25,11561.949999999999,5612,7439,224,12578,12629,34,0,0,34.0,0,0,11561.063,1868.542,-1,22.02438,0.6,0.6,-1.3000000000010914
11563.5,11562.199999999999,5613,7439,224,12593,12633,17,0,0,17.0,0,0,11561.063,1868.7925,-1,22.02438,0.6,0.6,-1.3000000000010914
11563.75,11562.449999999999,5614,7432,224,12555,12593,32,0,0,32.0,0,0,11561.063,1869.043,-1,22.02438,0.6,0.6,-1.3000000000010914
11564.0,11562.699999999999,5615,7433,224,12555,12593,29,0,0,29.0,0,0,11561.063,1869.2875,-1,22.02438,0.6,0.6,-1.3000000000010914
11564.25,11562.949999999999,5616,7437,224,12579,12595,52,0,0,52.0,0,0,11561.063,1869.538,-1,22.02438,0.6,0.6,-1.3000000000010914
11564.5,11563.199999999999,5617,7441,224,12599,12638,72,0,0,72.0,0,0,11561.063,1869.7885,-1,22.02438,0.6,0.6,-1.3000000000010914
11564.75,11563.449999999999,5618,7438,224,12619,12624,82,0,0,82.0,0,0,11561.063,1870.0385,-1,22.02438,0.6,0.6,-1.3000000000010914
11565.0,11563.699999999999,5619,7440,224,12620,12607,106,0,0,106.0,0,0,11561.063,1870.289,-1,22.02438,0.6,0.6,-1.3000000000010914
