MONO,Calibrated,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds.1,SHIFT
11552.0,11552.1,11181,7476,228,12558,12660,33,0,0,33,0,0,11553.353,1857.292,-1,22.02438,0.6,0.6,0.1000000000003638
11552.25,11552.35,11182,7467,228,12527,12609,112,0,0,112,0,0,11553.353,1857.5415,-1,22.02438,0.6,0.6,0.1000000000003638
11552.5,11552.6,11183,7461,228,12494,12562,280,0,0,280,0,0,11553.353,1857.7915,-1,22.02438,0.6,0.6,0.1000000000003638
11552.75,11552.85,11184,7471,228,12542,12598,552,0,0,552,0,0,11553.353,1858.0415,-1,22.02438,0.6,0.6,0.1000000000003638
11553.0,11553.1,11185,7472,228,12556,12604,902,0,0,902,0,0,11553.353,1858.2915,-1,22.02438,0.6,0.6,0.1000000000003638
11553.25,11553.35,11186,7466,228,12540,12562,1500,0,0,1500,0,0,11553.353,1858.5415,-1,22.02438,0.6,0.6,0.1000000000003638
11553.5,11553.6,11187,7469,228,12554,12588,1846,0,0,1846,0,0,11553.353,1858.7915,-1,22.02438,0.6,0.6,0.1000000000003638
11553.75,11553.85,11188,7471,229,12570,12594,1675,0,0,1675,0,0,11553.353,1859.041,-1,22.02438,0.6,0.6,0.1000000000003638
11554.0,11554.1,11189,7462,229,12518,12546,1269,0,0,1269,0,0,11553.353,1859.291,-1,22.02438,0.6,0.6,0.1000000000003638
11554.25,11554.35,11190,7461,229,12532,12545,697,0,0,697,0,0,11553.353,1859.541,-1,22.02438,0.6,0.6,0.1000000000003638
11554.5,11554.6,11191,7461,228,12530,12556,342,0,0,342,0,0,11553.353,1859.791,-1,22.02438,0.6,0.6,0.1000000000003638
11554.75,11554.85,11192,7467,228,12545,12572,132,0,0,132,0,0,11553.353,1860.041,-1,22.02438,0.6,0.6,0.1000000000003638
11555.0,11555.1,11193,7460,228,12509,12572,62,0,0,62,0,0,11553.353,1860.291,-1,22.02438,0.6,0.6,0.1000000000003638
11555.25,11555.35,11193,7462,229,12503,12545,21,0,0,21,0,0,11553.353,1860.541,-1,22.02438,0.6,0.6,0.1000000000003638
11555.5,11555.6,11194,7472,228,12556,12607,11,0,0,11,0,0,11553.353,1860.791,-1,22.02438,0.6,0.6,0.1000000000003638
11555.75,11555.85,11195,7466,228,12542,12596,8,0,0,8,0,0,11553.353,1861.041,-1,22.02438,0.6,0.6,0.1000000000003638
11556.0,11556.1,11196,7473,229,12570,12617,8,0,0,8,0,0,11553.353,1861.2915,-1,22.02438,0.6,0.6,0.1000000000003638
11556.25,11556.35,11197,7463,229,12503,12575,9,0,0,9,0,0,11553.353,1861.5415,-1,22.02438,0.6,0.6,0.1000000000003638
11556.5,11556.6,11198,7467,228,12524,12579,8,0,0,8,0,0,11553.353,1861.7915,-1,22.02438,0.6,0.6,0.1000000000003638
11556.75,11556.85,11199,7454,229,12438,12494,11,0,0,11,0,0,11553.353,1862.0415,-1,22.02438,0.6,0.6,0.1000000000003638
11557.0,11557.1,11200,7462,229,12482,12524,22,0,0,22,0,0,11553.353,1862.2915,-1,22.02438,0.6,0.6,0.1000000000003638
11557.25,11557.35,11201,7469,229,12546,12571,24,0,0,24,0,0,11553.353,1862.5415,-1,22.02438,0.6,0.6,0.1000000000003638
11557.5,11557.6,11202,7466,228,12514,12549,22,0,0,22,0,0,11553.353,1862.792,-1,22.02438,0.6,0.6,0.1000000000003638
11557.75,11557.85,11203,7466,228,12542,12551,35,0,0,35,0,0,11553.353,1863.042,-1,22.02438,0.6,0.6,0.1000000000003638
11558.0,11558.1,11204,7471,228,12571,12594,32,0,0,32,0,0,11553.353,1863.292,-1,22.02438,0.6,0.6,0.1000000000003638
11558.25,11558.35,11205,7465,228,12520,12547,37,0,0,37,0,0,11553.353,1863.5425,-1,22.02438,0.6,0.6,0.1000000000003638
