MONO,Calibrated,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds.1,SHIFT
11552.5,11552.6,10819,7477,228,12487,12590,33,0,0,33.0,0,0,11553.85,1857.7915,-1,22.02438,0.6,0.6,0.1000000000003638
11552.75,11552.85,10820,7487,228,12540,12642,156,0,0,156.0,0,0,11553.85,1858.0415,-1,22.02438,0.6,0.6,0.1000000000003638
11553.0,11553.1,10821,7487,227,12536,12643,322,0,0,322.0,0,0,11553.85,1858.2915,-1,22.02438,0.6,0.6,0.1000000000003638
11553.25,11553.35,10822,7488,228,12505,12613,621,0,0,621.0,0,0,11553.85,1858.5415,-1,22.02438,0.6,0.6,0.1000000000003638
11553.5,11553.6,10823,7495,228,12557,12651,1042,0,0,1042.0,0,0,11553.85,1858.7915,-1,22.02438,0.6,0.6,0.1000000000003638
11553.75,11553.85,10824,7487,228,12513,12620,1700,0,0,1700.0,0,0,11553.85,1859.041,-1,22.02438,0.6,0.6,0.1000000000003638
11554.0,11554.1,10825,7484,228,12516,12593,1936,0,0,1894.4763,0,0,11553.85,1859.291,-1,22.02438,0.6,0.6,0.1000000000003638
11554.25,11554.35,10826,7480,228,12496,12563,1696,0,0,1696.0,0,0,11553.85,1859.541,-1,22.02438,0.6,0.6,0.1000000000003638
11554.5,11554.6,10827,7479,228,12516,12591,1346,0,0,1346.0,0,0,11553.85,1859.791,-1,22.02438,0.6,0.6,0.1000000000003638
11554.75,11554.85,10828,7476,228,12483,12557,815,0,0,815.0,0,0,11553.85,1860.041,-1,22.02438,0.6,0.6,0.1000000000003638
11555.0,11555.1,10829,7482,227,12522,12587,404,0,0,404.0,0,0,11553.85,1860.291,-1,22.02438,0.6,0.6,0.1000000000003638
11555.25,11555.35,10830,7472,228,12487,12527,181,0,0,181.0,0,0,11553.85,1860.541,-1,22.02438,0.6,0.6,0.1000000000003638
11555.5,11555.6,10830,7489,228,12549,12583,73,0,0,73.0,0,0,11553.85,1860.791,-1,22.02438,0.6,0.6,0.1000000000003638
11555.75,11555.85,10831,7483,228,12541,12569,28,0,0,28.0,0,0,11553.85,1861.041,-1,22.02438,0.6,0.6,0.1000000000003638
11556.0,11556.1,10832,7487,227,12548,12569,22,0,0,22.0,0,0,11553.85,1861.2915,-1,22.02438,0.6,0.6,0.1000000000003638
11556.25,11556.35,10833,7482,228,12546,12541,17,0,0,17.0,0,0,11553.85,1861.5415,-1,22.02438,0.6,0.6,0.1000000000003638
11556.5,11556.6,10834,7486,227,12548,12554,9,0,0,9.0,0,0,11553.85,1861.7915,-1,22.02438,0.6,0.6,0.1000000000003638
11556.75,11556.85,10835,7490,228,12565,12584,15,0,0,15.0,0,0,11553.85,1862.0415,-1,22.02438,0.6,0.6,0.1000000000003638
11557.0,11557.1,10836,7485,228,12540,12561,8,0,0,8.0,0,0,11553.85,1862.2915,-1,22.02438,0.6,0.6,0.1000000000003638
11557.25,11557.35,10837,7489,228,12540,12579,19,0,0,19.0,0,0,11553.85,1862.5415,-1,22.02438,0.6,0.6,0.1000000000003638
11557.5,11557.6,10838,7492,228,12550,12603,24,0,0,24.0,0,0,11553.85,1862.792,-1,22.02438,0.6,0.6,0.1000000000003638
11557.75,11557.85,10839,7486,228,12533,12572,22,0,0,22.0,0,0,11553.85,1863.042,-1,22.02438,0.6,0.6,0.1000000000003638
11558.0,11558.1,10840,7491,228,12545,12575,39,0,0,39.0,0,0,11553.85,1863.292,-1,22.02438,0.6,0.6,0.1000000000003638
11558.25,11558.35,10841,7484,227,12516,12547,38,0,0,38.0,0,0,11553.85,1863.5425,-1,22.02438,0.6,0.6,0.1000000000003638
11558.5,11558.6,10842,7479,227,12474,12529,52,0,0,52.0,0,0,11553.85,1863.7925,-1,22.02438,0.6,0.6,0.1000000000003638
11558.75,11558.85,10843,7491,227,12539,12582,47,0,0,47.0,0,0,11553.85,1864.0425,-1,22.02438,0.6,0.6,0.1000000000003638
11559.0,11559.1,10843,7492,228,12544,12571,36,0,0,36.0,0,0,11553.85,1864.293,-1,22.02438,0.6,0.6,0.1000000000003638
11559.25,11559.35,10844,7491,227,12517,12579,50,0,0,50.0,0,0,11553.85,1864.537,-1,22.02438,0.6,0.6,0.1000000000003638
11559.5,11559.6,10845,7496,227,12557,12604,44,0,0,44.0,0,0,11553.85,1864.7875,-1,22.02438,0.6,0.6,0.1000000000003638
11559.75,11559.85,10846,7482,227,12511,12554,37,0,0,37.0,0,0,11553.85,1865.0375,-1,22.02438,0.6,0.6,0.1000000000003638
11560.0,11560.1,10847,7481,228,12510,12532,30,0,0,30.0,0,0,11553.85,1865.288,-1,22.02438,0.6,0.6,0.1000000000003638
11560.25,11560.35,10848,7485,227,12524,12536,22,0,0,22.0,0,0,11553.85,1865.538,-1,22.02438,0.6,0.6,0.1000000000003638
11560.5,11560.6,10849,7492,228,12541,12557,21,0,0,21.0,0,0,11553.85,1865.7885,-1,22.02438,0.6,0.6,0.1000000000003638
11560.75,11560.85,10850,7491,228,12566,12568,27,0,0,27.0,0,0,11553.85,1866.0385,-1,22.02438,0.6,0.6,0.1000000000003638
11561.0,11561.1,10851,7496,227,12596,12579,26,0,0,26.0,0,0,11553.85,1866.289,-1,22.02438,0.6,0.6,0.1000000000003638
