MONO,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds.1
11559.5,5867,7438,224,12453,12608,42,0,0,42,0,0,11560.821000000002,1864.7875,-1,22.024379999999997,0.6,0.6
11559.75,5868,7443,224,12498,12643,129,0,0,129,0,0,11560.821000000002,1865.0375,-1,22.024379999999997,0.6,0.6
11560.0,5869,7443,223,12503,12625,250,0,0,250,0,0,11560.821000000002,1865.2879999999998,-1,22.024379999999997,0.6,0.6
11560.25,5870,7451,224,12536,12671,513,0,0,513,0,0,11560.821000000002,1865.5379999999998,-1,22.024379999999997,0.6,0.6
11560.5,5871,7453,224,12546,12656,849,0,0,849,0,0,11560.821000000002,1865.7885,-1,22.024379999999997,0.6,0.6
11560.75,5872,7451,224,12521,12636,1263,0,0,1263,0,0,11560.821000000002,1866.0385,-1,22.024379999999997,0.6,0.6
11561.0,5873,7449,224,12535,12627,1542,0,0,1542,0,0,11560.821000000002,1866.289,-1,22.024379999999997,0.6,0.6
11561.25,5873,7441,224,12517,12592,1327,0,0,1327,0,0,11560.821000000002,1866.539,-1,22.024379999999997,0.6,0.6
11561.5,5874,7448,224,12534,12630,1024,0,0,1024,0,0,11560.821000000002,1866.7895,-1,22.024379999999997,0.6,0.6
11561.75,5875,7441,224,12489,12587,740,0,0,740,0,0,11560.821000000002,1867.04,-1,22.024379999999997,0.6,0.6
11562.0,5876,7448,224,12566,12639,408,0,0,408,0,0,11560.821000000002,1867.29,-1,22.024379999999997,0.6,0.6
11562.25,5877,7447,224,12540,12607,192,0,0,192,0,0,11560.821000000002,1867.5405,-1,22.024379999999997,0.6,0.6
11562.5,5878,7440,225,12504,12580,75,0,0,75,0,0,11560.821000000002,1867.7910000000002,-1,22.024379999999997,0.6,0.6
11562.75,5879,7441,224,12496,12573,44,0,0,44,0,0,11560.821000000002,1868.0410000000002,-1,22.024379999999997,0.6,0.6
11563.0,5880,7447,224,12508,12598,20,0,0,20,0,0,11560.821000000002,1868.2915,-1,22.024379999999997,0.6,0.6
11563.25,5881,7441,224,12523,12599,13,0,0,13,0,0,11560.821000000002,1868.5420000000001,-1,22.024379999999997,0.6,0.6
11563.5,5882,7441,224,12505,12555,17,0,0,17,0,0,11560.821000000002,1868.7925,-1,22.024379999999997,0.6,0.6
11563.75,5883,7452,224,12567,12604,25,0,0,25,0,0,11560.821000000002,1869.043,-1,22.024379999999997,0.6,0.6
11564.0,5884,7450,224,12537,12587,29,0,0,29,0,0,11560.821000000002,1869.2875,-1,22.024379999999997,0.6,0.6
11564.25,5885,7451,224,12551,12600,27,0,0,27,0,0,11560.821000000002,1869.5379999999998,-1,22.024379999999997,0.6,0.6
11564.5,5886,7438,224,12476,12516,40,0,0,40,0,0,11560.821000000002,1869.7885,-1,22.024379999999997,0.6,0.6
11564.75,5886,7443,224,12508,12563,53,0,0,53,0,0,11560.821000000002,1870.0385,-1,22.024379999999997,0.6,0.6
11565.0,5887,7444,224,12512,12563,72,0,0,72,0,0,11560.821000000002,1870.289,-1,22.024379999999997,0.6,0.6
11565.25,5888,7449,224,12530,12588,65,0,0,65,0,0,11560.821000000002,1870.5395,-1,22.024379999999997,0.6,0.6
11565.5,5889,7457,224,12574,12599,95,0,0,95,0,0,11560.821000000002,1870.79,-1,22.024379999999997,0.6,0.6
11565.75,5890,7454,224,12545,12584,111,0,0,111,0,0,11560.821000000002,1871.0405,-1,22.024379999999997,0.6,0.6
11566.0,5891,7449,224,12540,12587,113,0,0,113,0,0,11560.821000000002,1871.2910000000002,-1,22.024379999999997,0.6,0.6
11566.25,5892,7453,224,12567,12591,126,0,0,126,0,0,11560.821000000002,1871.5415,-1,22.024379999999997,0.6,0.6
11566.5,5893,7451,224,12547,12562,154,0,0,154,0,0,11560.821000000002,1871.7920000000001,-1,22.024379999999997,0.6,0.6
11566.75,5894,7449,224,12548,12568,124,0,0,124,0,0,11560.821000000002,1872.043,-1,22.024379999999997,0.6,0.6
11567.0,5895,7452,224,12554,12563,133,0,0,133,0,0,11560.821000000002,1872.2875,-1,22.024379999999997,0.6,0.6
11567.25,5896,7441,223,12519,12526,87,0,0,87,0,0,11560.821000000002,1872.5379999999998,-1,22.024379999999997,0.6,0.6
11567.5,5897,7442,224,12504,12531,80,0,0,80,0,0,11560.821000000002,1872.7885,-1,22.024379999999997,0.6,0.6
11567.75,5898,7443,223,12521,12545,96,0,0,96,0,0,11560.821000000002,1873.0395,-1,22.024379999999997,0.6,0.6
11568.0,5899,7450,224,12552,12573,80,0,0,80,0,0,11560.821000000002,1873.29,-1,22.024379999999997,0.6,0.6
11568.25,5899,7452,224,12559,12565,68,0,0,68,0,0,11560.821000000002,1873.5405,-1,22.024379999999997,0.6,0.6
11568.5,5900,7446,225,12548,12569,68,0,0,68,0,0,11560.821000000002,1873.7910000000002,-1,22.024379999999997,0.6,0.6
11568.75,5901,7450,224,12562,12571,58,0,0,58,0,0,11560.821000000002,1874.0415,-1,22.024379999999997,0.6,0.6
11569.0,5902,7447,224,12551,12553,50,0,0,50,0,0,11560.821000000002,1874.2925,-1,22.024379999999997,0.6,0.6
11569.25,5903,7446,224,12540,12534,41,0,0,41,0,0,11560.821000000002,1874.537,-1,22.024379999999997,0.6,0.6
11569.5,5904,7447,224,12556,12561,42,0,0,42,0,0,11560.821000000002,1874.7879999999998,-1,22.024379999999997,0.6,0.6
11569.75,5905,7445,225,12554,12558,46,0,0,46,0,0,11560.821000000002,1875.0385,-1,22.024379999999997,0.6,0.6
11570.0,5906,7450,224,12582,12581,33,0,0,33,0,0,11560.821000000002,1875.2895,-1,22.024379999999997,0.6,0.6
11570.25,5907,7450,224,12568,12557,36,0,0,36,0,0,11560.821000000002,1875.54,-1,22.024379999999997,0.6,0.6
11570.5,5908,7447,224,12565,12553,32,0,0,32,0,0,11560.821000000002,1875.7905,-1,22.024379999999997,0.6,0.6
11570.75,5909,7446,224,12521,12544,57,0,0,57,0,0,11560.821000000002,1876.0415,-1,22.024379999999997,0.6,0.6
11571.0,5910,7441,224,12503,12512,51,0,0,51,0,0,11560.821000000002,1876.2920000000001,-1,22.024379999999997,0.6,0.6
11571.25,5911,7454,224,12573,12566,40,0,0,40,0,0,11560.821000000002,1876.537,-1,22.024379999999997,0.6,0.6
11571.5,5911,7442,225,12535,12532,50,0,0,50,0,0,11560.821000000002,1876.7879999999998,-1,22.024379999999997,0.6,0.6
11571.75,5912,7432,224,12476,12480,40,0,0,40,0,0,11560.821000000002,1877.0385,-1,22.024379999999997,0.6,0.6
11572.0,5913,7440,224,12526,12524,47,0,0,47,0,0,11560.821000000002,1877.2895,-1,22.024379999999997,0.6,0.6
11572.25,5914,7442,225,12535,12528,51,0,0,51,0,0,11560.821000000002,1877.54,-1,22.024379999999997,0.6,0.6
11572.5,5915,7451,225,12545,12551,62,0,0,62,0,0,11560.821000000002,1877.7910000000002,-1,22.024379999999997,0.6,0.6
11572.75,5916,7452,225,12564,12589,37,0,0,37,0,0,11560.821000000002,1878.0420000000001,-1,22.024379999999997,0.6,0.6
11573.0,5917,7446,224,12549,12561,42,0,0,42,0,0,11560.821000000002,1878.2925,-1,22.024379999999997,0.6,0.6
11573.25,5918,7445,224,12530,12563,47,0,0,47,0,0,11560.821000000002,1878.5375,-1,22.024379999999997,0.6,0.6
