MONO,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds.1
11551.25,11814,7451,227,12463,12604,24,0,0,24,0,0,11552.6,1856.5420000000001,-1,22.024379999999997,0.6,0.6
11551.5,11815,7456,228,12533,12644,108,0,0,108,0,0,11552.6,1856.7920000000001,-1,22.024379999999997,0.6,0.6
11551.75,11816,7458,228,12549,12643,310,0,0,310,0,0,11552.6,1857.0420000000001,-1,22.024379999999997,0.6,0.6
11552.0,11817,7461,228,12549,12633,537,0,0,537,0,0,11552.6,1857.2920000000001,-1,22.024379999999997,0.6,0.6
11552.25,11818,7460,228,12545,12621,872,0,0,872,0,0,11552.6,1857.5415,-1,22.024379999999997,0.6,0.6
11552.5,11819,7453,228,12526,12584,1340,0,0,1340,0,0,11552.6,1857.7915,-1,22.024379999999997,0.6,0.6
11552.75,11820,7454,228,12537,12596,1620,0,0,1620,0,0,11552.6,1858.0415,-1,22.024379999999997,0.6,0.6
11553.0,11821,7445,228,12504,12549,1500,0,0,1500,0,0,11552.6,1858.2915,-1,22.024379999999997,0.6,0.6
11553.25,11822,7446,228,12489,12553,1150,0,0,1150,0,0,11552.6,1858.5415,-1,22.024379999999997,0.6,0.6
11553.5,11822,7446,227,12506,12548,723,0,0,723,0,0,11552.6,1858.7915,-1,22.024379999999997,0.6,0.6
11553.75,11823,7461,228,12585,12625,342,0,0,342,0,0,11552.6,1859.0410000000002,-1,22.024379999999997,0.6,0.6
11554.0,11824,7447,228,12493,12554,160,0,0,160,0,0,11552.6,1859.2910000000002,-1,22.024379999999997,0.6,0.6
11554.25,11825,7456,227,12568,12619,59,0,0,59,0,0,11552.6,1859.5410000000002,-1,22.024379999999997,0.6,0.6
11554.5,11826,7459,228,12560,12605,18,0,0,18,0,0,11552.6,1859.7910000000002,-1,22.024379999999997,0.6,0.6
11554.75,11827,7459,228,12569,12624,21,0,0,21,0,0,11552.6,1860.0410000000002,-1,22.024379999999997,0.6,0.6
11555.0,11828,7461,228,12593,12624,12,0,0,12,0,0,11552.6,1860.2910000000002,-1,22.024379999999997,0.6,0.6
11555.25,11829,7464,227,12611,12640,12,0,0,12,0,0,11552.6,1860.5410000000002,-1,22.024379999999997,0.6,0.6
11555.5,11830,7466,228,12612,12629,3,0,0,3,0,0,11552.6,1860.7910000000002,-1,22.024379999999997,0.6,0.6
11555.75,11831,7460,227,12575,12598,12,0,0,12,0,0,11552.6,1861.0410000000002,-1,22.024379999999997,0.6,0.6
11556.0,11832,7462,228,12595,12597,9,0,0,9,0,0,11552.6,1861.2915,-1,22.024379999999997,0.6,0.6
11556.25,11833,7457,228,12600,12595,17,0,0,17,0,0,11552.6,1861.5415,-1,22.024379999999997,0.6,0.6
11556.5,11834,7460,228,12596,12590,18,0,0,18,0,0,11552.6,1861.7915,-1,22.024379999999997,0.6,0.6
11556.75,11834,7461,228,12605,12589,19,0,0,19,0,0,11552.6,1862.0415,-1,22.024379999999997,0.6,0.6
11557.0,11835,7460,228,12571,12566,18,0,0,18,0,0,11552.6,1862.2915,-1,22.024379999999997,0.6,0.6
11557.25,11836,7467,228,12584,12616,20,0,0,20,0,0,11552.6,1862.5415,-1,22.024379999999997,0.6,0.6
11557.5,11837,7457,228,12559,12563,25,0,0,25,0,0,11552.6,1862.7920000000001,-1,22.024379999999997,0.6,0.6
11557.75,11838,7462,228,12591,12586,22,0,0,22,0,0,11552.6,1863.0420000000001,-1,22.024379999999997,0.6,0.6
11558.0,11839,7461,228,12561,12575,26,0,0,26,0,0,11552.6,1863.2920000000001,-1,22.024379999999997,0.6,0.6
11558.25,11840,7464,229,12606,12610,21,0,0,21,0,0,11552.6,1863.5425,-1,22.024379999999997,0.6,0.6
11558.5,11841,7459,229,12565,12571,23,0,0,23,0,0,11552.6,1863.7925,-1,22.024379999999997,0.6,0.6
11558.75,11842,7457,228,12553,12566,12,0,0,12,0,0,11552.6,1864.0425,-1,22.024379999999997,0.6,0.6
11559.0,11843,7459,228,12556,12569,10,0,0,10,0,0,11552.6,1864.293,-1,22.024379999999997,0.6,0.6
11559.25,11844,7456,228,12550,12564,12,0,0,12,0,0,11552.6,1864.537,-1,22.024379999999997,0.6,0.6
11559.5,11845,7461,228,12572,12582,10,0,0,10,0,0,11552.6,1864.7875,-1,22.024379999999997,0.6,0.6
11559.75,11846,7464,228,12612,12621,9,0,0,9,0,0,11552.6,1865.0375,-1,22.024379999999997,0.6,0.6
11560.0,11847,7459,228,12561,12576,13,0,0,13,0,0,11552.6,1865.2879999999998,-1,22.024379999999997,0.6,0.6
11560.25,11847,7462,228,12569,12578,6,0,0,6,0,0,11552.6,1865.5379999999998,-1,22.024379999999997,0.6,0.6
11560.5,11848,7461,228,12578,12579,14,0,0,14,0,0,11552.6,1865.7885,-1,22.024379999999997,0.6,0.6
11560.75,11849,7465,229,12577,12584,11,0,0,11,0,0,11552.6,1866.0385,-1,22.024379999999997,0.6,0.6
11561.0,11850,7462,229,12570,12571,10,0,0,10,0,0,11552.6,1866.289,-1,22.024379999999997,0.6,0.6
11561.25,11851,7465,228,12573,12588,8,0,0,8,0,0,11552.6,1866.539,-1,22.024379999999997,0.6,0.6
11561.5,11852,7465,228,12588,12583,12,0,0,12,0,0,11552.6,1866.7895,-1,22.024379999999997,0.6,0.6
