MONO,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,RAMAN,pd1,tempC,Seconds,Seconds.1,emission,SHIFT,Calibrated,Concentration Sum,Energy Transfer,RIXS
11562.5,3626,7512,224,12553,12693,59,0,0,59,0,0,1867.791,-1,22.02438,0.6,0.6,11563.75,0.1000000000003638,11562.6,10040,-1.15,7.822808871012224e-07
11562.75,3627,7505,224,12537,12648,208,0,0,208,0,0,1868.041,-1,22.02438,0.6,0.6,11563.75,0.1000000000003638,11562.85,10040,-0.9,2.7604439006134025e-06
11563.0,3628,7503,224,12501,12623,345,0,0,345,0,0,1868.2915,-1,22.02438,0.6,0.6,11563.75,0.1000000000003638,11563.1,10040,-0.65,4.579841370224818e-06
11563.25,3629,7508,224,12544,12643,611,0,0,611,0,0,1868.542,-1,22.02438,0.6,0.6,11563.75,0.1000000000003638,11563.35,10040,-0.4,8.10556389253853e-06
11563.5,3629,7509,224,12523,12634,853,0,0,853,0,0,1868.7925,-1,22.02438,0.6,0.6,11563.75,0.1000000000003638,11563.6,10040,-0.15,1.1314443915641204e-05
11563.75,3630,7506,225,12531,12633,1087,0,0,1087,0,0,1869.043,-1,22.02438,0.6,0.6,11563.75,0.1000000000003638,11563.85,10040,0.1,1.4424051728073052e-05
11564.0,3631,7504,224,12514,12609,1136,0,0,1136,0,0,1869.2875,-1,22.02438,0.6,0.6,11563.75,0.1000000000003638,11564.1,10040,0.35,1.507827963200503e-05
11564.25,3632,7508,225,12553,12645,985,0,0,985,0,0,1869.538,-1,22.02438,0.6,0.6,11563.75,0.1000000000003638,11564.35,10040,0.6,1.3067071086989284e-05
11564.5,3633,7505,225,12535,12618,645,0,0,645,0,0,1869.7885,-1,22.02438,0.6,0.6,11563.75,0.1000000000003638,11564.6,10040,0.85,8.560030364882906e-06
11564.75,3634,7508,224,12539,12618,394,0,0,394,0,0,1870.0385,-1,22.02438,0.6,0.6,11563.75,0.1000000000003638,11564.85,10040,1.1,5.226828434795713e-06
11565.0,3635,7505,224,12552,12608,219,0,0,219,0,0,1870.289,-1,22.02438,0.6,0.6,11563.75,0.1000000000003638,11565.1,10040,1.35,2.90642891458815e-06
11565.25,3636,7509,224,12546,12610,102,0,0,102,0,0,1870.5395,-1,22.02438,0.6,0.6,11563.75,0.1000000000003638,11565.35,10040,1.6,1.3529581235585026e-06
11565.5,3637,7503,224,12505,12588,48,0,0,48,0,0,1870.79,-1,22.02438,0.6,0.6,11563.75,0.1000000000003638,11565.6,10040,1.85,6.371953210747573e-07
