MONO,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,RAMAN,pd1,tempC,Seconds,Seconds.1,emission,SHIFT,Calibrated,Concentration Sum,Energy Transfer,RIXS
11557.5,7306,7433,224,12502,12588,51,0,0,51,0,0,1862.792,-1,22.02438,0.6,0.6,11558.75,0.1000000000003638,11557.6,6692,-1.15,1.0252980018590462e-06
11557.75,7307,7444,224,12549,12611,107,0,0,107,0,0,1863.042,-1,22.02438,0.6,0.6,11558.75,0.1000000000003638,11557.85,6692,-0.9,2.147936712068562e-06
11558.0,7308,7442,224,12568,12604,285,0,0,285,0,0,1863.292,-1,22.02438,0.6,0.6,11558.75,0.1000000000003638,11558.1,6692,-0.65,5.722677368059958e-06
11558.25,7309,7443,225,12557,12582,522,0,0,522,0,0,1863.5425,-1,22.02438,0.6,0.6,11558.75,0.1000000000003638,11558.35,6692,-0.4,1.048012714923918e-05
11558.5,7310,7451,224,12595,12631,996,0,0,996,0,0,1863.7925,-1,22.02438,0.6,0.6,11558.75,0.1000000000003638,11558.6,6692,-0.15,1.9975094506664502e-05
11558.75,7311,7448,224,12578,12602,1507,0,0,1507,0,0,1864.0425,-1,22.02438,0.6,0.6,11558.75,0.1000000000003638,11558.85,6692,0.1,3.023553461400919e-05
11559.0,7312,7446,224,12572,12598,1741,0,0,1741,0,0,1864.293,-1,22.02438,0.6,0.6,11558.75,0.1000000000003638,11559.1,6692,0.35,3.493975110534843e-05
11559.25,7313,7444,224,12552,12573,1676,0,0,1676,0,0,1864.537,-1,22.02438,0.6,0.6,11558.75,0.1000000000003638,11559.35,6692,0.6,3.364431709744775e-05
11559.5,7314,7436,225,12546,12544,1256,0,0,1256,0,0,1864.7875,-1,22.02438,0.6,0.6,11558.75,0.1000000000003638,11559.6,6692,0.85,2.52402891604694e-05
11559.75,7315,7442,225,12570,12576,750,0,0,750,0,0,1865.0375,-1,22.02438,0.6,0.6,11558.75,0.1000000000003638,11559.85,6692,1.1,1.5059677284368311e-05
11560.0,7316,7443,224,12578,12566,357,0,0,357,0,0,1865.288,-1,22.02438,0.6,0.6,11558.75,0.1000000000003638,11560.1,6692,1.35,7.167443280226795e-06
