MONO,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,RAMAN,pd1,tempC,Seconds,Seconds.1,emission,SHIFT,Calibrated,Concentration Sum,Energy Transfer,RIXS
11553.0,10470,7411,227,12559,12689,42,0,0,42.0,0,0,1858.2915,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11696.65,13164,142.4,4.3051134784861793e-07
11553.25,10470,7413,228,12546,12690,130,0,0,130.0,0,0,1858.5415,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11696.9,13164,142.65,1.3321756112421359e-06
11553.5,10471,7410,227,12538,12663,336,0,0,336.0,0,0,1858.7915,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11697.15,13164,142.9,3.4445555723682677e-06
11553.75,10472,7414,227,12565,12672,668,0,0,668.0,0,0,1859.041,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11697.4,13164,143.15,6.8444098426056235e-06
11554.0,10473,7410,228,12518,12651,1246,0,0,1246.0,0,0,1859.291,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11697.65,13164,143.4,1.2773560247532326e-05
11554.25,10474,7417,227,12551,12670,1928,0,0,1886.1574,0,0,1859.541,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11697.9,13164,143.65,1.931798298414128e-05
11554.5,10475,7415,227,12551,12661,2562,0,0,2546.1786,0,0,1859.791,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11698.15,13164,143.9,2.608493955500535e-05
11554.75,10476,7417,228,12676,12620,2301,0,0,2274.2803,0,0,1860.041,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11698.4,13164,144.15,2.3293129267243403e-05
11555.0,10477,7407,227,12717,12473,1843,0,0,1843.0,0,0,1860.291,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11698.65,13164,144.4,1.8901449789401133e-05
11555.25,10478,7412,228,12742,12508,1223,0,0,1223.0,0,0,1860.541,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11698.9,13164,144.65,1.2534389116304864e-05
11555.5,10479,7415,227,12747,12516,620,0,0,620.0,0,0,1860.791,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11699.15,13164,144.9,6.351739239385373e-06
11555.75,10480,7410,228,12715,12504,262,0,0,262.0,0,0,1861.041,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11699.4,13164,145.15,2.685933214168113e-06
11556.0,10481,7411,228,12698,12507,84,0,0,84.0,0,0,1861.2915,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11699.65,13164,145.4,8.610226956972359e-07
11556.25,10482,7417,228,12725,12548,38,0,0,38.0,0,0,1861.5415,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11699.9,13164,145.65,3.8919517183315063e-07
11556.5,10483,7408,228,12654,12497,18,0,0,18.0,0,0,1861.7915,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11700.15,13164,145.9,1.8457958185587633e-07
11556.75,10483,7419,228,12703,12547,24,0,0,24.0,0,0,1862.0415,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11700.4,13164,146.15,2.4574121263213045e-07
11557.0,10484,7412,228,12641,12517,12,0,0,12.0,0,0,1862.2915,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11700.65,13164,146.4,1.2298664709375173e-07
11557.25,10485,7418,228,12699,12584,18,0,0,18.0,0,0,1862.5415,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11700.9,13164,146.65,1.843307552424281e-07
11557.5,10486,7417,227,12704,12566,19,0,0,19.0,0,0,1862.792,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11701.15,13164,146.9,1.9459758591657532e-07
11557.75,10487,7414,228,12648,12538,21,0,0,21.0,0,0,1863.042,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11701.4,13164,147.15,2.1516857289628455e-07
11558.0,10488,7412,227,12661,12549,28,0,0,28.0,0,0,1863.292,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11701.65,13164,147.4,2.8696884321875406e-07
11558.25,10489,7403,228,12601,12497,35,0,0,35.0,0,0,1863.5425,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11701.9,13164,147.65,3.5914714742965774e-07
11558.5,10490,7413,228,12663,12548,32,0,0,32.0,0,0,1863.7925,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11702.15,13164,147.9,3.279201504596027e-07
11558.75,10491,7415,228,12674,12561,51,0,0,51.0,0,0,1864.0425,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11702.4,13164,148.15,5.224817761429903e-07
11559.0,10492,7416,227,12679,12578,43,0,0,43.0,0,0,1864.293,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11702.65,13164,148.4,4.4046444865979166e-07
11559.25,10493,7416,228,12653,12565,39,0,0,39.0,0,0,1864.537,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11702.9,13164,148.65,3.994910115751599e-07
11559.5,10494,7415,227,12643,12565,54,0,0,54.0,0,0,1864.7875,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11703.15,13164,148.9,5.532159982690485e-07
11559.75,10495,7417,228,12648,12575,50,0,0,50.0,0,0,1865.0375,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11703.4,13164,149.15,5.120989103067771e-07
11560.0,10495,7411,227,12621,12557,28,0,0,28.0,0,0,1865.288,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11703.65,13164,149.4,2.8700756523241195e-07
11560.25,10496,7418,227,12648,12586,41,0,0,41.0,0,0,1865.538,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11703.9,13164,149.65,4.1986449805219736e-07
11560.5,10497,7419,227,12646,12584,30,0,0,30.0,0,0,1865.7885,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11704.15,13164,149.9,3.0717651579016304e-07
11560.75,10498,7419,228,12652,12582,34,0,0,34.0,0,0,1866.0385,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11704.4,13164,150.15,3.481333845621848e-07
11561.0,10499,7427,227,12682,12619,20,0,0,20.0,0,0,1866.289,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11704.65,13164,150.4,2.0456376021248775e-07
11561.25,10500,7417,228,12635,12585,23,0,0,23.0,0,0,1866.539,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11704.9,13164,150.65,2.3556549874111747e-07
11561.5,10501,7417,227,12620,12574,19,0,0,19.0,0,0,1866.7895,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11705.15,13164,150.9,1.9459758591657532e-07
11561.75,10502,7428,228,12661,12591,26,0,0,26.0,0,0,1867.04,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11705.4,13164,151.15,2.658970868642421e-07
11562.0,10503,7440,227,12663,12610,23,0,0,23.0,0,0,1867.29,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11705.65,13164,151.4,2.3483727206490166e-07
11562.25,10504,7442,227,12629,12582,22,0,0,22.0,0,0,1867.5405,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11705.9,13164,151.65,2.2456658852565993e-07
11562.5,10505,7457,228,12607,12552,42,0,0,42.0,0,0,1867.791,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11706.15,13164,151.9,4.278556522604409e-07
11562.75,10506,7467,227,12626,12566,19,0,0,19.0,0,0,1868.041,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11706.4,13164,152.15,1.9329453525421713e-07
11563.0,10507,7480,227,12630,12570,32,0,0,32.0,0,0,1868.2915,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11706.65,13164,152.4,3.249828977750046e-07
11563.25,10508,7495,228,12637,12583,29,0,0,29.0,0,0,1868.542,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11706.9,13164,152.65,2.9392632665674615e-07
11563.5,10508,7494,228,12571,12525,30,0,0,30.0,0,0,1868.7925,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11707.15,13164,152.9,3.0410229125263136e-07
11563.75,10509,7506,227,12587,12554,32,0,0,32.0,0,0,1869.043,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11707.4,13164,153.15,3.2385719096150205e-07
11564.0,10510,7514,228,12613,12576,45,0,0,45.0,0,0,1869.2875,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11707.65,13164,153.4,4.549392941137649e-07
11564.25,10511,7508,228,12553,12549,52,0,0,52.0,0,0,1869.538,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11707.9,13164,153.65,5.261277467308445e-07
11564.5,10512,7513,227,12590,12585,50,0,0,50.0,0,0,1869.7885,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11708.15,13164,153.9,5.055553863630196e-07
11564.75,10513,7514,228,12591,12596,46,0,0,46.0,0,0,1870.0385,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11708.4,13164,154.15,4.650490562051819e-07
11565.0,10514,7510,228,12547,12572,42,0,0,42.0,0,0,1870.289,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11708.65,13164,154.4,4.2483616496752433e-07
11565.25,10515,7513,228,12549,12581,36,0,0,36.0,0,0,1870.5395,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11708.9,13164,154.65,3.639998781813741e-07
11565.5,10516,7514,228,12564,12602,48,0,0,48.0,0,0,1870.79,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11709.15,13164,154.9,4.852685803880159e-07
11565.75,10517,7502,228,12505,12550,49,0,0,49.0,0,0,1871.0405,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11709.4,13164,155.15,4.96170736522322e-07
11566.0,10518,7511,228,12530,12573,43,0,0,43.0,0,0,1871.291,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11709.65,13164,155.4,4.348934031768093e-07
11566.25,10519,7517,228,12561,12597,43,0,0,43.0,0,0,1871.5415,-1,22.02438,0.6,0.6,11554.25,143.64999999999964,11709.9,13164,155.65,4.3454627527750633e-07
