Time,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds
6.91414e-06,417,165958,1107,57833,57965,1911,0,0,1911,0,0,11562.309,2010.288,-1,22.02438,3,3
3.01497,420,165963,1107,57801,58031,1935,0,0,1935,0,0,11562.309,2010.288,-1,22.02438,3,3
6.03149,424,165969,1108,57843,58010,1965,0,0,1965,0,0,11562.309,2010.288,-1,22.02438,3,3
9.0467,427,165940,1108,57881,57967,1905,0,0,1905,0,0,11562.309,2010.288,-1,22.02438,3,3
12.0638,430,165938,1108,57905,57961,2137,0,0,2137,0,0,11562.309,2010.288,-1,22.02438,3,3
