Calibrated,Energy Transfer,RIXS
11701.7,136.95,6.742710960883511e-07
11701.9,137.15,5.986448398675808e-07
11702.1,137.35,1.0385975298256e-06
11702.3,137.55,5.920900425823436e-07
11702.5,137.75,7.434707882636214e-07
11702.7,137.95,6.924731934009152e-07
11702.9,138.15,7.975019563237506e-07
11703.1,138.35,8.791374275901044e-07
11703.3,138.55,5.713825491614298e-07
11703.5,138.75,7.534906102078751e-07
11703.7,138.95,7.221552724105092e-07
11703.9,139.15,5.379461860153357e-07
11704.1,139.35,8.182054810562419e-07
11704.3,139.55,9.95076362160032e-07
11704.5,139.75,6.627702404232185e-07
11704.7,139.95,8.160409162915429e-07
11704.9,140.15,8.677321498691844e-07
11705.1,140.35,6.631209588994314e-07
11705.3,140.55,7.655446716368378e-07
11563.55,-0.95,1.0085357339173228e-06
11563.8,-0.7,2.329643497464373e-06
11564.05,-0.45,4.9348753250787225e-06
11564.3,-0.2,9.617264119370673e-06
11564.55,0.05,1.6054677115197935e-05
11564.8,0.3,2.0435520695500433e-05
11565.05,0.55,2.093873099608035e-05
11565.3,0.8,1.7049251541158263e-05
11565.55,1.05,1.0224559742680702e-05
11565.8,1.3,5.412059705842675e-06
11566.05,1.55,2.014370153427475e-06
11566.3,1.8,8.905330988394771e-07
11566.55,2.05,3.301361899269539e-07
11566.8,2.3,4.2911959348510633e-07
11567.05,2.55,4.1311271990423847e-07
11567.3,2.8,5.94245141868517e-07
11567.55,3.05,8.586989990178795e-07
11567.8,3.3,1.0069153792772094e-06
11568.05,3.55,1.3888033057222152e-06
11568.3,3.8,1.5689871684100454e-06
11568.55,4.05,2.312501395759771e-06
11568.8,4.3,2.097488109348166e-06
11569.05,4.55,2.7588534291053056e-06
11569.3,4.8,2.741231419941692e-06
11569.55,5.05,2.4281264655477595e-06
11569.8,5.3,2.1983489605916855e-06
11570.05,5.55,2.3290192628723404e-06
11570.3,5.8,2.1151371259097013e-06
11570.55,6.05,2.0316976548460844e-06
11570.8,6.3,1.5869909590116934e-06
11571.05,6.55,1.3707993155582502e-06
11571.3,6.8,1.0249316610283854e-06
11571.55,7.05,1.1265354056327632e-06
11571.8,7.3,7.269809495633504e-07
11572.05,7.55,7.440017709226152e-07
11572.3,7.8,7.437025744999922e-07
11572.55,8.05,7.771727368597618e-07
11572.8,8.3,6.78050136184716e-07
11573.05,8.55,6.607146845027918e-07
11573.3,8.8,1.1074389500725035e-06
11573.55,9.05,7.761317875738527e-07
11573.8,9.3,8.434282181809883e-07
11574.05,9.55,8.922038926459301e-07
11574.3,9.8,9.912048248282537e-07
11574.55,10.05,1.1090745339139102e-06
11574.8,10.3,1.0272732600389327e-06
11575.05,10.55,1.058703749927028e-06
11575.3,10.8,8.774454259159003e-07
11575.55,11.05,1.239670466499071e-06
11575.8,11.3,1.0082653127525779e-06
11576.05,11.55,1.024244985655862e-06
11576.3,11.8,8.435413692700923e-07
11576.55,12.05,9.916034326666563e-07
11576.8,12.3,9.09701476663825e-07
11577.05,12.55,7.435032438716085e-07
11577.3,12.8,9.086044227592324e-07
11577.55,13.05,8.590441815178197e-07
11577.8,13.3,7.933890985594054e-07
11578.05,13.55,7.595166152267527e-07
11700.3,135.8,9.744236098546598e-07
11700.5,136.0,5.44724713379474e-07
11700.7,136.2,5.607810360347174e-07
11700.9,136.4,7.588052670455129e-07
11701.1,136.6,8.428629177666578e-07
11701.3,136.8,6.457541022026076e-07
11701.5,137.0,8.145043341354761e-07
11701.7,137.2,7.856019422486963e-07
11701.9,137.4,9.724986927018652e-07
11702.1,137.6,7.875237735833628e-07
11702.3,137.8,8.960464935294658e-07
11702.5,138.0,8.592744574008161e-07
11702.7,138.2,6.938433773797774e-07
11702.9,138.4,6.627569419606018e-07
11703.1,138.6,7.825253107395522e-07
11703.3,138.8,8.20366464731508e-07
11703.5,139.0,6.025545702709685e-07
11703.7,139.2,8.324737348293108e-07
11703.9,139.4,7.093179670208054e-07
11704.1,139.6,5.429075105726302e-07
11704.3,139.8,8.049538502708628e-07
11704.5,140.0,7.723044017095007e-07
11704.7,140.2,6.405068662582412e-07
11704.9,140.4,7.560739322621201e-07
11705.1,140.6,8.210532773589567e-07
11705.3,140.8,8.385912732114254e-07
11563.3,-0.95,1.4468385815499145e-06
11563.55,-0.7,4.258679007203061e-06
11563.8,-0.45,7.203611309099549e-06
11564.05,-0.2,1.0125272223547775e-05
11564.3,0.05,1.3142254075095827e-05
11564.55,0.3,1.5271358652321593e-05
11564.8,0.55,1.4863387978142075e-05
11565.05,0.8,1.3064701269044608e-05
11565.3,1.05,8.432419818013915e-06
11565.55,1.3,5.059880643883127e-06
11565.8,1.55,2.2612169185389957e-06
11566.05,1.8,1.2542875015096585e-06
11566.3,2.05,5.326190151455923e-07
11566.55,2.3,4.937841126481091e-07
11566.8,2.55,7.788670941190595e-07
11567.05,2.8,8.365262335577441e-07
11567.3,3.05,7.60174243339187e-07
11567.55,3.3,1.272782812340902e-06
11567.8,3.55,1.63546478768244e-06
11568.05,3.8,1.6909368350545266e-06
11568.3,4.05,2.470895699691138e-06
11568.55,4.3,2.035365522163514e-06
11568.8,4.55,2.7410123110474122e-06
11569.05,4.8,2.7552643125054985e-06
11569.3,5.05,2.5659301496792584e-06
11569.55,5.3,2.3378474697077693e-06
11569.8,5.55,2.3581120194490994e-06
11570.05,5.8,1.9039892477919199e-06
11570.3,6.05,1.577992667847563e-06
11570.55,6.3,1.2936759507257855e-06
11570.8,6.55,1.2542875015096585e-06
11571.05,6.8,1.063960255764646e-06
11571.3,7.05,8.555381934113293e-07
11571.55,7.3,8.9272867743671e-07
11571.8,7.55,7.41565336041758e-07
11572.05,7.8,7.606812965964837e-07
11572.3,8.05,6.655073528579881e-07
11572.55,8.3,6.464066350218932e-07
11572.8,8.55,6.273946751683081e-07
11573.05,8.8,8.387635329253765e-07
11573.3,9.05,8.562233548048781e-07
11573.55,9.3,1.1603485687100405e-06
11573.8,9.55,1.1029878800649013e-06
11574.05,9.8,1.084115473513585e-06
11574.3,10.05,1.3675843569243218e-06
11574.55,10.3,1.2933307403319961e-06
11574.8,10.55,1.3708722584101823e-06
11575.05,10.8,1.008979537133493e-06
11575.3,11.05,1.25562665805738e-06
11575.55,11.3,8.936813024092982e-07
11575.8,11.55,9.88226516340943e-07
11576.05,11.8,9.702569630443391e-07
11576.3,12.05,1.0463555483811502e-06
11576.55,12.3,1.0084408401035232e-06
11576.8,12.55,1.0077682771849534e-06
11577.05,12.8,8.933238298883345e-07
11577.3,13.05,7.034425145826485e-07
11577.55,13.3,8.17187311589626e-07
11577.8,13.55,7.605798318377006e-07
11700.3,136.05,7.398875864127043e-07
11700.5,136.25,8.531487397523802e-07
11700.7,136.45,6.073297296538135e-07
11700.9,136.65,6.446012700351316e-07
11701.1,136.85,6.657737689319905e-07
11701.3,137.05,7.999960381148589e-07
11701.5,137.25,8.223399549548946e-07
11701.7,137.45,7.302458411058074e-07
11701.9,137.65,9.835139913543334e-07
11702.1,137.85,8.484071012060011e-07
11702.3,138.05,1.127570562266883e-06
11702.5,138.25,9.500911422432755e-07
11702.7,138.45,9.1330491179187e-07
11702.9,138.65,8.20578584234777e-07
11703.1,138.85,6.509208903295937e-07
11703.3,139.05,8.857729365365835e-07
11703.5,139.25,6.346742140329161e-07
11703.7,139.45,6.511832526392793e-07
11703.9,139.65,8.737344502572056e-07
11704.1,139.85,1.117680906837034e-06
11704.3,140.05,1.1723310583492804e-06
11704.5,140.25,8.69448030917572e-07
11704.7,140.45,1.0392818298011608e-06
11704.9,140.65,8.131761772663551e-07
11705.1,140.85,9.44175884105054e-07
11705.3,141.05,9.638254572572228e-07
11563.05,-0.95,9.915169211711187e-07
11563.3,-0.7,2.8616189634785454e-06
11563.55,-0.45,5.279113675027386e-06
11563.8,-0.2,8.886966335548868e-06
11564.05,0.05,1.5231117314490239e-05
11564.3,0.3,1.9652190565120945e-05
11564.55,0.55,2.066632887127476e-05
11564.8,0.8,1.635563488581303e-05
11565.05,1.05,1.1369533512712386e-05
11565.3,1.3,5.398135288548324e-06
11565.55,1.55,2.364205688046712e-06
11565.8,1.8,1.1046847413862208e-06
11566.05,2.05,5.2380605064508e-07
11566.3,2.3,3.822881753963068e-07
11566.55,2.55,4.5289983271012427e-07
11566.8,2.8,6.245816722299859e-07
11567.05,3.05,6.79076295523365e-07
11567.3,3.3,8.497574933740159e-07
11567.55,3.55,1.2742939179876894e-06
11567.8,3.8,1.5720513627419294e-06
11568.05,4.05,1.9699278467866653e-06
11568.3,4.3,2.295887130787336e-06
11568.55,4.55,2.5226414153095425e-06
11568.8,4.8,2.6650792622924513e-06
11569.05,5.05,2.957208151005179e-06
11569.3,5.3,2.8604660146616726e-06
11569.55,5.55,2.6204375773808135e-06
11569.8,5.8,2.71015768804195e-06
11570.05,6.05,2.3979929281627725e-06
11570.3,6.3,2.2235321076620084e-06
11570.55,6.55,2.0110927343185045e-06
11570.8,6.8,1.3314655798583593e-06
11571.05,7.05,1.2616598635320647e-06
11571.3,7.3,9.630584924905514e-07
11571.55,7.55,9.079934751588875e-07
11571.8,7.8,8.51587634697745e-07
11572.05,8.05,6.516558035644213e-07
11572.3,8.3,9.348588113899118e-07
11572.55,8.55,6.799886645889613e-07
11572.8,8.8,7.07846014385243e-07
11573.05,9.05,6.521815444305483e-07
11573.3,9.3,7.947081519459281e-07
11573.55,9.55,9.496612090723658e-07
11573.8,9.8,9.346077077607446e-07
11574.05,10.05,8.778469212804082e-07
11574.3,10.3,1.0769381017356217e-06
11574.55,10.55,8.792637555850976e-07
11574.8,10.8,1.2473162149010178e-06
11575.05,11.05,1.06276786355489e-06
11575.3,11.3,1.0349837552919569e-06
11575.55,11.55,9.492783840754272e-07
11575.8,11.8,9.799853473727077e-07
11576.05,12.05,9.071390653825584e-07
11576.3,12.3,9.225532709225571e-07
11576.55,12.55,7.368523853980569e-07
11576.8,12.8,1.2186404835429404e-06
11577.05,13.05,8.79737050568591e-07
11577.3,13.3,8.790272990150868e-07
11577.55,13.55,9.225532709225571e-07
11700.3,136.3,7.918307052377961e-07
11700.5,136.5,7.492102617039507e-07
11700.7,136.7,9.61508713503038e-07
11700.9,136.9,9.760412153065441e-07
11701.1,137.1,1.078097190234732e-06
11701.3,137.3,6.677061288376196e-07
11701.5,137.5,7.547757080023998e-07
11701.7,137.7,6.450290108247909e-07
11701.9,137.9,6.470521483195366e-07
11702.1,138.1,8.048911626169909e-07
11702.3,138.3,9.700947742649379e-07
11702.5,138.5,9.210654817475713e-07
11702.7,138.7,8.627612716931421e-07
11702.9,138.9,1.0209431745297818e-06
11703.1,139.1,1.0524163650403438e-06
11703.3,139.3,9.57123659976877e-07
11703.5,139.5,8.550404836017771e-07
11703.7,139.7,8.07812138610359e-07
11703.9,139.9,7.708681146690709e-07
11704.1,140.1,1.0740755599044302e-06
11704.3,140.3,9.461560407221108e-07
11704.5,140.5,9.460312015558985e-07
11704.7,140.7,9.319960071621807e-07
11704.9,140.9,8.086160324691125e-07
11705.1,141.1,9.189342390052164e-07
11705.3,141.3,9.744985425399799e-07
11562.6,-1.15,9.58988331243094e-07
11562.85,-0.9,2.6897756567313632e-06
11563.1,-0.65,5.155251669528919e-06
11563.35,-0.4,7.287596537339141e-06
11563.6,-0.15,1.1134920068322591e-05
11563.85,0.1,1.4901654402959895e-05
11564.1,0.35,1.6857909544588573e-05
11564.35,0.6,1.3618341389853575e-05
11564.6,0.85,9.58988331243094e-06
11564.85,1.1,5.661452091859925e-06
11565.1,1.35,3.2224044996484653e-06
11565.35,1.6,1.1849407609503173e-06
11565.6,1.85,7.848930177513533e-07
11565.85,2.1,6.26425117141497e-07
11566.1,2.35,3.9979232121553924e-07
11566.35,2.6,7.190489379380873e-07
11566.6,2.85,9.311046412640038e-07
11566.85,3.1,1.0376551760102638e-06
11567.1,3.35,1.2777967376784456e-06
11567.35,3.6,2.131940465562499e-06
11567.6,3.85,2.129376667568103e-06
11567.85,4.1,2.3559377350946343e-06
11568.1,4.35,2.6897756567313632e-06
11568.35,4.6,2.6207444830002815e-06
11568.6,4.85,2.8598213981680116e-06
11568.85,5.1,2.1305153716684065e-06
11569.1,5.35,2.2624627092911092e-06
11569.35,5.6,2.049251224893346e-06
11569.6,5.85,1.7978627008212636e-06
11569.85,6.1,1.7310437394805804e-06
11570.1,6.35,1.1459180002398433e-06
11570.35,6.6,1.065685099644221e-06
11570.6,6.85,9.99480803038848e-07
11570.85,7.1,7.325605308106968e-07
11571.1,7.35,7.062052792175778e-07
11571.35,7.6,9.322251041295441e-07
11571.6,7.85,7.864686862827065e-07
11571.85,8.1,8.78602670313134e-07
11572.1,8.35,8.657533545944598e-07
11572.35,8.6,8.52890285259817e-07
11572.6,8.85,1.054762184505944e-06
11572.85,9.1,1.1459180002398433e-06
11573.1,9.35,1.0658276471428359e-06
11573.35,9.6,1.292488907247265e-06
11573.6,9.85,1.0530682409548104e-06
11573.85,10.1,1.1456114821175377e-06
11574.1,10.35,1.2942203056494717e-06
11574.35,10.6,1.2523474853928321e-06
11574.6,10.85,1.2661784282647278e-06
11574.85,11.1,1.38631768429494e-06
11575.1,11.35,9.200147202355238e-07
11575.35,11.6,1.3883615784816772e-06
11575.6,11.85,1.2931809104100264e-06
11575.85,12.1,9.464284190859688e-07
11576.1,12.35,1.0414107644489069e-06
11576.35,12.6,9.988126115673687e-07
11576.6,12.85,1.0661128565747715e-06
11576.85,13.1,9.464284190859688e-07
11577.1,13.35,8.135641686067727e-07
11700.1,136.35,9.158462100425589e-07
11700.3,136.55,7.974507095716414e-07
11700.5,136.75,8.763771736145672e-07
11700.7,136.95,7.585904378211367e-07
11700.9,137.15,8.116079630183515e-07
11701.1,137.35,8.395638745526325e-07
11701.3,137.55,8.028070415811231e-07
11701.5,137.75,8.872594384239261e-07
11701.7,137.95,8.365346525035055e-07
11701.9,138.15,9.721180345717576e-07
11702.1,138.35,8.849899272055559e-07
11702.3,138.55,9.58988331243094e-07
11702.5,138.75,9.048641772256332e-07
11702.7,138.95,1.0275084015492157e-06
11702.9,139.15,8.448768545046956e-07
11703.1,139.35,7.94980252151567e-07
11703.3,139.55,8.911081983574445e-07
11703.5,139.75,9.663542300277397e-07
11703.7,139.95,9.85890573607123e-07
11703.9,140.15,9.28377037787598e-07
11704.1,140.35,7.537560855886068e-07
11704.3,140.55,9.797312147131268e-07
11704.5,140.75,8.743954747649466e-07
11704.7,140.95,7.679995254292587e-07
11704.9,141.15,7.681016394467338e-07
11705.1,141.35,8.621791963853203e-07
11562.35,-1.15,1.4207774494203228e-06
11562.6,-0.9,4.061006057396635e-06
11562.85,-0.65,7.32136028439778e-06
11563.1,-0.4,1.343315265220923e-05
11563.35,-0.15,1.916905395115489e-05
11563.6,0.1,2.691402598287442e-05
11563.85,0.35,3.0109425834992975e-05
11564.1,0.6,2.6442488416900194e-05
11564.35,0.85,1.829290938094289e-05
11564.6,1.1,1.0544399220687788e-05
11564.85,1.35,5.284941195361627e-06
11565.1,1.6,2.115383228711997e-06
11565.35,1.85,7.893785336621848e-07
11565.6,2.1,3.849426846005476e-07
11565.85,2.35,3.296419297502281e-07
11566.1,2.6,4.567363273605376e-07
11566.35,2.85,8.205923903878214e-07
11566.6,3.1,9.295094989309546e-07
11566.85,3.35,1.3324254831009754e-06
11567.1,3.6,1.5117249386239676e-06
11567.35,3.85,2.551934417327022e-06
11567.6,4.1,2.5117996338160164e-06
11567.85,4.35,3.1903427777202506e-06
11568.1,4.6,3.098364996436516e-06
11568.35,4.85,3.391781880269662e-06
11568.6,5.1,3.459194612104122e-06
11568.85,5.35,4.2039752790238445e-06
11569.1,5.6,3.2030287840181675e-06
11569.35,5.85,3.3157489329482694e-06
11569.6,6.1,2.804514145969352e-06
11569.85,6.35,1.9720483330056326e-06
11570.1,6.6,1.8967328193576467e-06
11570.35,6.85,1.6223011653007499e-06
11570.6,7.1,1.6207906428004698e-06
11570.85,7.35,1.0568078688310479e-06
11571.1,7.6,1.0580751933906056e-06
11571.35,7.85,9.477351753805813e-07
11571.6,8.1,1.0020120401766747e-06
11571.85,8.35,9.836627461998557e-07
11572.1,8.6,1.1302928698208887e-06
11572.35,8.85,9.837936394461898e-07
11572.6,9.1,9.482400955592603e-07
11572.85,9.35,1.1479119954544144e-06
11573.1,9.6,1.0396939841336133e-06
11573.35,9.85,1.1120623396624873e-06
11573.6,10.1,1.1116182844223718e-06
11573.85,10.35,1.2584092743815154e-06
11574.1,10.6,1.1486763528891289e-06
11574.35,10.85,1.4398284395204987e-06
11574.6,11.1,1.276477051714389e-06
11574.85,11.35,1.221445520612896e-06
11575.1,11.6,1.4050604657735301e-06
11575.35,11.85,1.0022787810365648e-06
11575.6,12.1,1.1113224445595846e-06
11575.85,12.35,1.203054796739882e-06
11576.1,12.6,9.668618146500361e-07
11576.35,12.85,1.1120623396624873e-06
11576.6,13.1,1.1308952108120003e-06
11576.85,13.35,1.148064785550974e-06
11700.1,136.6,8.359329637007377e-07
11700.3,136.8,1.0912163774409783e-06
11700.5,137.0,1.0906368679468513e-06
11700.7,137.2,1.1280397943328738e-06
11700.9,137.4,1.2558998169080082e-06
11701.1,137.6,8.938911116575806e-07
11701.3,137.8,1.1709637866275642e-06
11701.5,138.0,1.2322751020691627e-06
11701.7,138.2,1.1436943482019502e-06
11701.9,138.4,9.792574789404213e-07
11702.1,138.6,9.540855852933432e-07
11702.3,138.8,8.388277768408842e-07
11702.5,139.0,1.1474538690760234e-06
11702.7,139.2,1.2046586559543064e-06
11702.9,139.4,1.0080482572861728e-06
11703.1,139.6,1.0497636595247378e-06
11703.3,139.8,1.106651877862816e-06
11703.5,140.0,1.1576178679163159e-06
11703.7,140.2,1.1845112866795766e-06
11703.9,140.4,1.4144476763163432e-06
11704.1,140.6,9.60208802295689e-07
11704.3,140.8,7.43294828002302e-07
11704.5,141.0,1.1244534974638858e-06
11704.7,141.2,1.0514902444910614e-06
11704.9,141.4,7.798629095314046e-07
11705.1,141.6,1.1416824267166735e-06
11562.1,-1.15,2.7875965297304768e-06
11562.35,-0.9,6.684410358300049e-06
11562.6,-0.65,1.1347887523432802e-05
11562.85,-0.4,1.3447092500655134e-05
11563.1,-0.15,1.684619306850951e-05
11563.35,0.1,2.08018517498513e-05
11563.6,0.35,2.140499075887603e-05
11563.85,0.6,1.8659346479184992e-05
11564.1,0.85,1.363574105150967e-05
11564.35,1.1,8.704989275562807e-06
11564.6,1.35,3.881760145946668e-06
11564.85,1.6,2.0207664297122216e-06
11565.1,1.85,8.605282153746289e-07
11565.35,2.1,4.536115125225402e-07
11565.6,2.35,5.162477641974197e-07
11565.85,2.6,6.103562812375259e-07
11566.1,2.85,8.445428013587942e-07
11566.35,3.1,1.206032140474614e-06
11566.6,3.35,1.4887604229684327e-06
11566.85,3.6,2.2864555805654473e-06
11567.1,3.85,2.4107709488951e-06
11567.35,4.1,3.052190437337098e-06
11567.6,4.35,3.238715283319058e-06
11567.85,4.6,3.10080962295862e-06
11568.1,4.85,3.1308713622014283e-06
11568.35,5.1,3.1609089328209675e-06
11568.6,5.35,3.067431567245002e-06
11568.85,5.6,2.571105691617476e-06
11569.1,5.85,2.1907289633412647e-06
11569.35,6.1,1.8156620037492482e-06
11569.6,6.35,1.5650161057372458e-06
11569.85,6.6,1.2525164425270226e-06
11570.1,6.85,1.2055470759322594e-06
11570.35,7.1,1.0336032076528733e-06
11570.6,7.35,1.0191726124674225e-06
11570.85,7.6,8.453352677943856e-07
11571.1,7.85,9.708303985286972e-07
11571.35,8.1,1.2220226913320144e-06
11571.6,8.35,9.396392796844303e-07
11571.85,8.6,1.3468163008810168e-06
11572.1,8.85,1.2050624014176791e-06
11572.35,9.1,1.3954825001477017e-06
11572.6,9.35,1.3788772520179752e-06
11572.85,9.6,1.470720949913002e-06
11573.1,9.85,1.6906705355887712e-06
11573.35,10.1,1.5965303826070975e-06
11573.6,10.35,1.6613661511034772e-06
11573.85,10.6,1.6287080847863459e-06
11574.1,10.85,1.6602520375364816e-06
11574.35,11.1,1.5827873970506496e-06
11574.6,11.35,1.708844636501859e-06
11574.85,11.6,1.3775833993686285e-06
11575.1,11.85,1.1750218185884754e-06
11575.35,12.1,1.3632081923359527e-06
11575.6,12.35,1.5343326420956028e-06
11575.85,12.6,1.19052905936534e-06
11576.1,12.85,1.0340192003578585e-06
11576.35,13.1,1.1131006347856145e-06
11576.6,13.35,1.145378158288092e-06
11700.1,136.85,1.0787046351938174e-06
11700.3,137.05,9.99066450454117e-07
11700.5,137.25,1.0308384538541495e-06
11700.7,137.45,1.031528254746718e-06
11700.9,137.65,1.0637832716795314e-06
11701.1,137.85,1.1772328811503355e-06
11701.3,138.05,1.1168489531947793e-06
11701.5,138.25,1.0750158552981864e-06
11701.7,138.45,7.451439838549177e-07
11701.9,138.65,1.0480798367510845e-06
11702.1,138.85,9.938179946018016e-07
11702.3,139.05,1.174549099605538e-06
11702.5,139.25,9.385065776328417e-07
11702.7,139.45,1.2878003158188932e-06
11702.9,139.65,9.603224063651808e-07
11703.1,139.85,9.659215742938182e-07
11703.3,140.05,1.1100903213889094e-06
11703.5,140.25,9.462376919117889e-07
11703.7,140.45,1.0333260650847936e-06
11703.9,140.65,1.0460375162135814e-06
11704.1,140.85,9.977327614266786e-07
11704.3,141.05,9.810954279286753e-07
11704.5,141.25,8.874210909447349e-07
11704.7,141.45,1.230590722022002e-06
11704.9,141.65,1.1372798335296517e-06
11705.1,141.85,1.1986371153530689e-06
11561.85,-1.15,1.6747241108586513e-06
11562.1,-0.9,6.2404892889495704e-06
11562.35,-0.65,1.425558461446211e-05
11562.6,-0.4,2.4543332080495794e-05
11562.85,-0.15,3.9558450211062505e-05
11563.1,0.1,4.810932027754015e-05
11563.35,0.35,5.184285265738256e-05
11563.6,0.6,4.072797844911645e-05
11563.85,0.85,2.6075664374793448e-05
11564.1,1.1,1.3808746269620526e-05
11564.35,1.35,6.334607957232182e-06
11564.6,1.6,2.201541323542182e-06
11564.85,1.85,6.623428159706403e-07
11565.1,2.1,5.33251971573058e-07
11565.35,2.35,5.180787911494872e-07
11565.6,2.6,4.609446960714332e-07
11565.85,2.85,5.7610398446478e-07
11566.1,3.1,9.933817023841377e-07
11566.35,3.35,1.1825912188852318e-06
11566.6,3.6,1.94409152782913e-06
11566.85,3.85,2.043805516936347e-06
11567.1,4.1,2.696164338569611e-06
11567.35,4.35,3.222741969293887e-06
11567.6,4.6,3.7014681001862113e-06
11567.85,4.85,3.987391780819551e-06
11568.1,5.1,4.338656187010208e-06
11568.35,5.35,3.619399259032546e-06
11568.6,5.6,4.043892786472387e-06
11568.85,5.85,3.487756138396758e-06
11569.1,6.1,3.2663390878697736e-06
11569.35,6.35,2.3482504381720066e-06
11569.6,6.6,1.7417848573255082e-06
11569.85,6.85,1.5986885568897643e-06
11570.1,7.1,1.4826763661531184e-06
11570.35,7.35,1.338191784898189e-06
11570.6,7.6,1.2525247551799996e-06
11570.85,7.85,1.4826763661531184e-06
11571.1,8.1,1.0948897748532055e-06
11571.35,8.35,8.802029372804904e-07
11571.6,8.6,1.1662993063830842e-06
11571.85,8.85,9.791154670870334e-07
11572.1,9.1,1.3245089365121837e-06
11572.35,9.35,1.1673894512815595e-06
11572.6,9.6,1.1371983779232655e-06
11572.85,9.85,1.426999875461829e-06
11573.1,10.1,1.4400677983919483e-06
11573.35,10.35,1.3822806594169885e-06
11573.6,10.6,1.42471667566109e-06
11573.85,10.85,1.3536637304884314e-06
11574.1,11.1,1.4986702903745738e-06
11574.35,11.35,1.1387170723382273e-06
11574.6,11.6,1.3414107414835382e-06
11574.85,11.85,1.124302932182047e-06
11575.1,12.1,1.4692612187276932e-06
11575.35,12.35,9.935142239559605e-07
11575.6,12.6,1.1238526706953903e-06
11575.85,12.85,1.3269869700697368e-06
11576.1,13.1,9.076059975756835e-07
11576.35,13.35,1.2392850478097438e-06
11700.1,137.1,1.0639467204237729e-06
11700.3,137.3,1.2353267245268806e-06
11700.5,137.5,1.3493429525217176e-06
11700.7,137.7,1.1205617404737348e-06
11700.9,137.9,1.1362891041669304e-06
11701.1,138.1,1.1836983659404942e-06
11701.3,138.3,9.848966104783151e-07
11701.5,138.5,9.453780214008859e-07
11701.7,138.7,9.927565996597326e-07
11701.9,138.9,9.93966622600813e-07
11702.1,139.1,8.272402373134547e-07
11702.3,139.3,1.2962339650457549e-06
11702.5,139.5,1.1655218771693907e-06
11702.7,139.7,1.0816383099560047e-06
11702.9,139.9,1.146525942943209e-06
11703.1,140.1,1.2083147779372202e-06
11703.3,140.3,1.1820686317803675e-06
11703.5,140.5,1.3815201753570829e-06
11703.7,140.7,1.1829073352228113e-06
11703.9,140.9,1.3335693607707342e-06
11704.1,141.1,1.3600799497944382e-06
11704.3,141.3,1.1881227803218238e-06
11704.5,141.5,1.1316142584828991e-06
11704.7,141.7,1.3606213828954712e-06
11704.9,141.9,1.3174795670733503e-06
11705.1,142.1,1.3038511105193634e-06
11561.6,-1.15,1.4045453285249844e-06
11561.85,-0.9,4.084897086809916e-06
11562.1,-0.65,8.245539828079681e-06
11562.35,-0.4,1.2304074116493876e-05
11562.6,-0.15,1.6211109107407192e-05
11562.85,0.1,1.9580711958749207e-05
11563.1,0.35,1.9555141844835734e-05
11563.35,0.6,1.808492252896712e-05
11563.6,0.85,1.2999642794190346e-05
11563.85,1.1,8.361774868709986e-06
11564.1,1.35,4.387969382456082e-06
11564.35,1.6,2.113578592180255e-06
11564.6,1.85,1.0357697813597631e-06
11564.85,2.1,7.920592445692306e-07
11565.1,2.35,3.859787882715998e-07
11565.35,2.6,4.2614972405283404e-07
11565.6,2.85,8.735309418778312e-07
11565.85,3.1,9.33596223205484e-07
11566.1,3.35,1.5648610730565352e-06
11566.35,3.6,1.8466488042289477e-06
11566.6,3.85,2.0924113258934092e-06
11566.85,4.1,3.0289226744094335e-06
11567.1,4.35,3.4770818620973065e-06
11567.35,4.6,3.5734604694767697e-06
11567.6,4.85,3.720586854873874e-06
11567.85,5.1,4.145308085291339e-06
11568.1,5.35,3.6189314763254076e-06
11568.35,5.6,3.4553528873650283e-06
11568.6,5.85,3.0488407829691428e-06
11568.85,6.1,2.4567540727652788e-06
11569.1,6.35,2.4780569076425343e-06
11569.35,6.6,1.969728721650121e-06
11569.6,6.85,1.4833700501287635e-06
11569.85,7.1,1.7669013917313605e-06
11570.1,7.35,1.5447459967043657e-06
11570.35,7.6,1.0771121671687838e-06
11570.6,7.85,1.4427297747827702e-06
11570.85,8.1,1.4026554666728247e-06
11571.1,8.35,1.1380807804047527e-06
11571.35,8.6,1.3427544785235984e-06
11571.6,8.85,1.2822381903165902e-06
11571.85,9.1,1.6488140813119382e-06
11572.1,9.35,1.7888939285102693e-06
11572.35,9.6,1.4227923653856e-06
11572.6,9.85,1.9726452670718673e-06
11572.85,10.1,1.5841184891384611e-06
11573.1,10.35,1.6856645461345164e-06
11573.35,10.6,1.7671389423352501e-06
11573.6,10.85,1.972379769727712e-06
11573.85,11.1,1.8717183640025914e-06
11574.1,11.35,1.7087301443777296e-06
11574.35,11.6,1.950733216607689e-06
11574.6,11.85,1.5849707384937474e-06
11574.85,12.1,1.545785809572368e-06
11575.1,12.35,1.2014736746630441e-06
11575.35,12.6,1.3018896338116034e-06
11575.6,12.85,1.2208502917069166e-06
11575.85,13.1,1.3619987864794095e-06
11576.1,13.35,1.13823389230848e-06
11700.1,137.35,1.358161140629944e-06
11700.3,137.55,1.4409854749475947e-06
11700.5,137.75,1.21659017795247e-06
11700.7,137.95,1.2365347698272625e-06
11700.9,138.15,1.1975995152929093e-06
11701.1,138.35,1.3834440081758287e-06
11701.3,138.55,1.1436188863921238e-06
11701.5,138.75,1.1468744098588766e-06
11701.7,138.95,1.3167825562193623e-06
