Excitation,Energy Transfer,Intensity
11575.75,7.5,1.1892523931325908e-07
11576.0,7.75,2.974721530368099e-07
11576.25,8.0,2.378186889341061e-07
11576.5,8.25,1.5843991190107135e-07
11576.75,8.5,2.5767135184539466e-07
11577.0,8.75,3.5668036160730635e-07
11577.25,9.0,1.9818224077842181e-07
11577.5,9.25,3.3690980932331704e-07
11577.75,9.5,1.9818224077842181e-07
11578.0,9.75,3.965764978615009e-07
11578.25,10.0,4.364676152139596e-07
11578.5,10.25,2.377551350354065e-07
11578.75,10.5,2.7723281726840447e-07
11579.0,10.75,3.3718020242871297e-07
11579.25,11.0,3.3695484472090075e-07
11579.5,11.25,1.3878321538346118e-07
11579.75,11.5,2.1814624556032724e-07
11580.0,11.75,1.9818224077842181e-07
11580.25,12.0,3.95835431261119e-08
11580.5,12.25,2.577747236099756e-07
11567.25,1.0,2.0507704245649043e-06
11567.5,1.0,4.4317155724945576e-06
11567.75,1.0,8.457190550843781e-06
11568.0,1.0,1.4273817239742886e-05
11568.25,1.0,2.1675563525417785e-05
11568.5,1.0,2.3562480768857612e-05
11568.75,1.0,1.9354158925927365e-05
11569.0,1.0,1.3742010378542516e-05
11569.25,1.25,6.999357776605063e-06
11569.5,1.5,4.531957468041607e-06
11569.75,1.75,1.7015672914377873e-06
11570.0,2.0,8.869388552668232e-07
11570.25,2.25,5.177986345834934e-07
11570.5,2.5,2.776536049155794e-07
11570.75,2.75,2.2212288393246356e-07
11571.0,3.0,2.2194355975275488e-07
11571.25,3.25,3.3273625660620107e-07
11571.5,3.5,1.8500275191593477e-07
11571.75,3.75,4.2493441229723243e-07
11572.0,4.0,4.0656829561950383e-07
11572.25,4.25,4.250486726931177e-07
11572.5,4.5,3.887150468818112e-07
11572.75,4.75,4.805544119284696e-07
11573.0,5.0,3.8834897593762004e-07
11573.25,5.25,5.176593477954414e-07
11573.5,5.5,3.7020480655410586e-07
11573.75,5.75,3.147164659192151e-07
11574.0,6.0,4.6250687978983687e-07
11574.25,6.25,2.9604424751334394e-07
11574.5,6.5,2.5876006796148356e-07
11574.75,6.75,2.0383223124951932e-07
11575.0,7.0,2.217943439669859e-07
11575.25,7.25,2.2182417107080073e-07
11575.5,7.5,1.6601092351876753e-07
11575.75,7.75,1.8453086947716405e-07
11576.0,8.0,2.945771115425439e-07
11576.25,8.25,1.8396285422047576e-07
11576.5,8.5,1.2841309391629212e-07
11576.75,8.75,1.4677741022267964e-07
11577.0,9.0,1.463671446011335e-07
11577.25,9.25,1.827643194702028e-07
11577.5,9.5,2.5587004725828394e-07
11577.75,9.75,2.1925887758639823e-07
11578.0,10.0,2.928512270008831e-07
11578.25,10.25,1.6464112351102686e-07
11578.5,10.5,1.8288590297171305e-07
11578.75,10.75,3.1086467466411764e-07
11579.0,11.0,3.106167432473975e-07
11579.25,11.25,1.6461921517789165e-07
11579.5,11.5,2.3787827219861736e-07
11579.75,11.75,1.644441581897987e-07
11580.0,12.0,2.9246179717774364e-07
11580.25,12.25,2.560743347211648e-07
11580.5,12.5,1.829832863066288e-07
11580.75,12.75,1.6448788752318252e-07
11581.0,13.0,2.9257851733093425e-07
11581.25,13.0,2.012012629952009e-07
11581.5,13.0,2.3784660997684197e-07
11581.75,13.0,2.377516738632269e-07
11567.0,1.0,3.6200807150659935e-06
11567.25,1.0,6.486505814889006e-06
11567.5,1.0,8.772930246431611e-06
11567.75,1.0,1.3845477484852027e-05
11568.0,1.0,1.6545284279438143e-05
11568.25,1.0,1.762271309833885e-05
11568.5,1.0,1.6518268168795696e-05
11568.75,1.0,1.2475935175913775e-05
11569.0,1.25,8.646679911559938e-06
11569.25,1.5,3.786842564532804e-06
11569.5,1.75,1.7461369992897587e-06
11569.75,2.0,9.293756847767609e-07
11570.0,2.25,5.09630802697272e-07
11570.25,2.5,4.0042420211928503e-07
11570.5,2.75,1.6394156321195038e-07
11570.75,3.0,3.273568996595452e-07
11571.0,3.25,2.73235938686584e-07
11571.25,3.5,2.0039986696363747e-07
11571.5,3.75,3.82223102022954e-07
11571.75,4.0,3.099164928187061e-07
11572.0,4.25,3.4563584716710487e-07
11572.25,4.5,4.1896177265276214e-07
11572.5,4.75,3.0941870163762944e-07
11572.75,5.0,4.1879346985175e-07
11573.0,5.25,4.003706121564748e-07
11573.25,5.5,2.1838397026716804e-07
11573.5,5.75,3.2783920958403694e-07
11573.75,6.0,2.5498605189869534e-07
11574.0,6.25,1.8225495083727374e-07
11574.25,6.5,9.107864622886133e-08
11574.5,6.75,1.457258339661781e-07
11574.75,7.0,1.0926510150236237e-07
11575.0,7.25,1.0917737360071456e-07
11575.25,7.5,7.299002620487921e-08
11575.5,7.75,1.0920660057798684e-07
11575.75,8.0,1.4578442114145264e-07
11576.0,8.25,1.0932366513709498e-07
11576.25,8.5,1.6394156321195038e-07
11576.5,8.75,2.00614888280122e-07
11576.75,9.0,2.5502020944081176e-07
11577.0,9.25,2.0029252905953267e-07
11577.25,9.5,2.3702674237811338e-07
11577.5,9.75,3.096673971781285e-07
11577.75,10.0,2.7349239505166933e-07
11578.0,10.25,1.6398549770564245e-07
11578.25,10.5,2.549177642575869e-07
11578.5,10.75,2.730896080191926e-07
11578.75,11.0,3.4619160626746744e-07
11579.0,11.25,2.549177642575869e-07
11579.25,11.5,2.735657567456209e-07
11579.5,11.75,2.187059410047285e-07
11579.75,12.0,4.190740496921973e-07
11580.0,12.25,2.1873525815499725e-07
11580.25,12.5,2.1908767801238985e-07
11580.5,12.75,1.8257306501032488e-07
11580.75,13.0,2.0042671941800746e-07
11581.0,13.0,2.0050731997541413e-07
11581.25,13.0,1.457258339661781e-07
11581.5,13.0,1.2762978435744565e-07
11566.75,1.0,2.506205741346435e-06
11567.0,1.0,5.630608898891657e-06
11567.25,1.0,1.1353899787408244e-05
11567.5,1.0,1.8471179978522374e-05
11567.75,1.0,2.7141947880449234e-05
11568.0,1.0,3.104337692562343e-05
11568.25,1.0,2.665537120259916e-05
11568.5,1.0,1.9241209930744518e-05
11568.75,1.25,1.1692510036975893e-05
11569.0,1.5,5.5478081194979164e-06
11569.25,1.75,2.13635103598922e-06
11569.5,2.0,8.865895106290207e-07
11569.75,2.25,3.6757684206414384e-07
11570.0,2.5,3.008649868371568e-07
11570.25,2.75,2.3388136414579978e-07
11570.5,3.0,3.842848803397867e-07
11570.75,3.25,5.515858092014542e-07
11571.0,3.5,3.677238728009696e-07
11571.25,3.75,3.009051075181592e-07
11571.5,4.0,6.017299736743136e-07
11571.75,4.25,5.851712978627906e-07
11572.0,4.5,6.686780167070207e-07
11572.25,4.75,5.848592897061054e-07
11572.5,5.0,6.350747400242167e-07
11572.75,5.25,6.183622468656848e-07
11573.0,5.5,5.848592897061054e-07
11573.25,5.75,4.5147807148432895e-07
11573.5,6.0,3.6801828743091416e-07
11573.75,6.25,3.513839608682757e-07
11574.0,6.5,2.1752340434702788e-07
11574.25,6.75,2.1726241106091624e-07
11574.5,7.0,1.6739272423841458e-07
11574.75,7.25,2.676496635861194e-07
11575.0,7.5,1.5065345181457312e-07
11575.25,7.75,2.0073724768958954e-07
11575.5,8.0,8.359589969468438e-08
11575.75,8.25,2.6750687902299e-07
11576.0,8.5,2.3425597391218385e-07
11576.25,8.75,3.008649868371568e-07
11576.5,9.0,1.6721410054975146e-07
11576.75,9.25,3.3487487961038777e-07
11577.0,9.5,4.353954970258971e-07
11577.25,9.75,3.1753737001210835e-07
11577.5,10.0,4.847915621125897e-07
11577.75,10.25,3.511027787176743e-07
11578.0,10.5,4.185376975899729e-07
11578.25,10.75,3.516655937516861e-07
11578.5,11.0,3.678710212094532e-07
11578.75,11.25,4.1842593852519595e-07
11579.0,11.5,4.18258411791501e-07
11579.25,11.75,4.5177937825921173e-07
11579.5,12.0,4.5153830068276605e-07
11579.75,12.25,2.1732035542978172e-07
11580.0,12.5,2.6768538354656057e-07
11580.25,12.75,3.6796918559136366e-07
11580.5,13.0,2.0081763905830787e-07
11580.75,13.0,3.0110587153438433e-07
11581.0,13.0,2.0073724768958954e-07
11581.25,13.0,2.846816711323173e-07
11566.25,1.0,6.461329272844194e-06
11566.5,1.0,9.868189496430677e-06
11566.75,1.0,1.6030894871908228e-05
11567.0,1.0,2.6645207517472034e-05
11567.25,1.0,3.501628914000432e-05
11567.5,1.0,4.0345682683939145e-05
11567.75,1.0,3.853342654335678e-05
11568.0,1.0,2.900175520811332e-05
11568.25,1.0,2.0432601448140085e-05
11568.5,1.25,8.878983402439591e-06
11568.75,1.5,4.106225760949333e-06
11569.0,1.75,2.409309220382581e-06
11569.25,2.0,1.314874828299262e-06
11569.5,2.25,6.024081869682242e-07
11569.75,2.5,4.3782108703970775e-07
11570.0,2.75,4.388811865240653e-07
11570.25,3.0,3.8355668386973185e-07
11570.5,3.25,3.282777106875405e-07
11570.75,3.5,6.56291284823636e-07
11571.0,3.75,4.928794257012743e-07
11571.25,4.0,8.219071797208541e-07
11571.5,4.25,8.759948290025244e-07
11571.75,4.5,5.470561268645041e-07
11572.0,4.75,4.930118311883667e-07
11572.25,5.0,2.1893992354179998e-07
11572.5,5.25,1.6407282120590895e-07
11572.75,5.5,1.0946996177089996e-07
11573.0,5.75,2.1914580471654368e-07
11573.25,6.0,2.1923415808492822e-07
11573.5,6.25,1.094112253729008e-07
11573.75,6.5,3.8324773768860437e-07
11574.0,6.75,1.0954347101194944e-07
11574.25,7.0,2.738586775298736e-07
11574.5,7.25,1.6424903043797332e-07
11574.75,7.5,1.6429314190042478e-07
11575.0,7.75,2.737851386798387e-07
11575.25,8.0,2.189987072506311e-07
11575.5,8.25,5.471295178125674e-08
11575.75,8.5,2.191752479255611e-07
11576.0,8.75,3.2885123712739235e-07
11576.25,9.0,2.740058738091157e-07
11576.5,9.25,3.286745541255777e-07
11576.75,9.5,3.8335066443432454e-07
11577.0,9.75,3.286745541255777e-07
11577.25,10.0,2.7396905990695136e-07
11577.5,10.25,2.7389546177131486e-07
11577.75,10.5,1.0960234952364626e-07
11578.0,10.75,6.57437414149631e-07
11578.25,11.0,1.0963181252083003e-07
11578.5,11.25,2.742269651543086e-07
11578.75,11.5,2.1914580471654368e-07
11579.0,11.75,2.7415322840648546e-07
11579.25,12.0,4.3846831616985643e-07
11579.5,12.25,2.1964741757236447e-07
11579.75,12.5,2.1991390810325575e-07
11580.0,12.75,3.289838740877825e-07
11580.25,13.0,2.740058738091157e-07
11580.5,13.0,1.6449193704389126e-07
11580.75,13.0,5.4793811981390276e-08
11566.0,1.0,1.5732339234580053e-06
11566.25,1.0,2.8530336075021517e-06
11566.5,1.0,6.039703811076216e-06
11566.75,1.0,1.026371892659095e-05
11567.0,1.0,1.38253171182114e-05
11567.25,1.0,1.4878533902607032e-05
11567.5,1.0,1.2697228417199455e-05
11567.75,1.0,9.338916616209503e-06
11568.0,1.0,5.366071302597618e-06
11568.25,1.25,2.8680725927676924e-06
11568.5,1.5,1.1103698364332701e-06
11568.75,1.75,5.402679034170787e-07
11569.0,2.0,2.9352357986919515e-07
11569.25,2.25,3.393702676165949e-07
11569.5,2.5,2.7807497040239537e-07
11569.75,2.75,3.862152366699936e-07
11570.0,3.0,3.7051892101185016e-07
11570.25,3.25,3.547961888718947e-07
11570.5,3.5,4.783951724680182e-07
11570.75,3.75,4.328504422881278e-07
11571.0,4.0,4.788428684850339e-07
11571.25,4.25,4.785230001694126e-07
11571.5,4.5,5.712166698932689e-07
11571.75,4.75,4.938932415803164e-07
11572.0,5.0,3.8595720938734386e-07
11572.25,5.25,4.3296630161422215e-07
11572.5,5.5,6.023346956136365e-07
11572.75,5.75,3.8590564529791337e-07
11573.0,6.0,1.5430041426575218e-07
11573.25,6.25,2.160494327274921e-07
11573.5,6.5,2.9348433874889176e-07
11573.75,6.75,2.1648315080711108e-07
11574.0,7.0,1.545274176838241e-07
11574.25,7.25,6.18440520284733e-08
11574.5,7.5,2.7777784207820417e-07
11574.75,7.75,1.0809690609668093e-07
11575.0,8.0,2.0083192306839663e-07
11575.25,8.25,2.3179112652573609e-07
11575.5,8.5,2.6241583880258106e-07
11575.75,8.75,2.162227112459208e-07
11576.0,9.0,2.470126140079001e-07
11576.25,9.25,2.318221312243083e-07
11576.5,9.5,4.0123466077962825e-07
11576.75,9.75,2.472769399725955e-07
11577.0,10.0,2.785591620197582e-07
11577.25,10.25,3.3991485750846426e-07
11577.5,10.5,2.163094547781136e-07
11577.75,10.75,4.638924660152379e-07
11578.0,11.0,3.5588903905858996e-07
11578.25,11.25,3.401878084111745e-07
11578.5,11.5,2.937199429812296e-07
11578.75,11.75,2.630836530186605e-07
11579.0,12.0,2.628020542463633e-07
11579.25,12.25,1.7000289623115946e-07
11579.5,12.5,3.090548353676481e-07
11579.75,12.75,2.6273174872088275e-07
11580.0,13.0,1.5461013007118327e-07
11580.25,13.0,1.3911188653107125e-07
11580.5,13.0,1.2370465760406346e-07
11565.5,1.0,1.817638291391771e-06
11565.75,1.0,4.973781820298322e-06
11566.0,1.0,8.288526791957449e-06
11566.25,1.0,1.3720157115197647e-05
11566.5,1.0,2.0154294081302733e-05
11566.75,1.0,2.386842679567604e-05
11567.0,1.0,2.142012421552989e-05
11567.25,1.0,1.7372961322673215e-05
11567.5,1.0,1.1312689613100727e-05
11567.75,1.25,5.272208163000454e-06
11568.0,1.5,2.9313607747551204e-06
11568.25,1.75,1.1306178013652918e-06
11568.5,2.0,6.538137486075533e-07
11568.75,2.25,3.5298675328961593e-07
11569.0,2.5,3.1777321478980087e-07
11569.25,2.75,4.0571736916629136e-07
11569.5,3.0,6.171481127258056e-07
11569.75,3.25,6.355464295796017e-07
11570.0,3.5,5.644763397096228e-07
11570.25,3.75,7.585150814848054e-07
11570.5,4.0,7.245934986290159e-07
11570.75,4.25,9.891579457379743e-07
11571.0,4.5,1.1306178013652918e-06
11571.25,4.75,1.006012246875405e-06
11571.5,5.0,9.351643498411016e-07
11571.75,5.25,9.00961060462967e-07
11572.0,5.5,6.175613631026142e-07
11572.25,5.75,6.893399410985535e-07
11572.5,6.0,6.008824134972329e-07
11572.75,6.25,3.7048720125499894e-07
11573.0,6.5,3.884415337225517e-07
11573.25,6.75,4.062612991423824e-07
11573.5,7.0,3.5322333958538645e-07
11573.75,7.25,2.2928781441091553e-07
11574.0,7.5,4.588827792765007e-07
11574.25,7.75,2.6491750468903983e-07
11574.5,8.0,3.8859776439706137e-07
11574.75,8.25,3.5298675328961593e-07
11575.0,8.5,3.707851003715266e-07
11575.25,8.75,3.884415337225517e-07
11575.5,9.0,3.534128370851641e-07
11575.75,9.25,5.120365671797273e-07
11576.0,9.5,5.296220246496683e-07
11576.25,9.75,5.300481654767969e-07
11576.5,10.0,5.299770943899805e-07
11576.75,10.25,6.006407069753112e-07
11577.0,10.5,3.706857474507412e-07
11577.25,10.75,6.716645579934622e-07
11577.5,11.0,4.770433489291172e-07
11577.75,11.25,5.30546197310131e-07
11578.0,11.5,6.533755943731294e-07
11578.25,11.75,6.00077480592347e-07
11578.5,12.0,3.885456735439251e-07
11578.75,12.25,4.0642476264793857e-07
11579.0,12.5,4.771073300649714e-07
11579.25,12.75,4.4141083377562705e-07
11579.5,13.0,2.826544503413229e-07
11579.75,13.0,3.006428451424075e-07
11580.0,13.0,2.648819977188362e-07
11565.25,1.0,2.4950112679870955e-06
11565.5,1.0,4.781617789084156e-06
11565.75,1.0,8.534741783392149e-06
11566.0,1.0,1.0539546900296345e-05
11566.25,1.0,1.4148196110723895e-05
11566.5,1.0,1.6089288796464226e-05
11566.75,1.0,1.2350454903646392e-05
11567.0,1.0,1.0624051334499687e-05
11567.25,1.0,6.534290538115161e-06
11567.5,1.25,3.2406468193395607e-06
11567.75,1.5,1.719091656036234e-06
11568.0,1.75,1.089629636320338e-06
11568.25,2.0,6.017623038899635e-07
11568.5,2.25,4.2960109647947056e-07
11568.75,2.5,3.15292903954845e-07
11569.0,2.75,4.295438544945965e-07
11569.25,3.0,4.303466330238883e-07
11569.5,3.25,3.4423135376208723e-07
11569.75,3.5,6.306699196621121e-07
11570.0,3.75,7.455360669560206e-07
11570.25,4.0,4.880519429663647e-07
11570.5,4.25,1.031592520954223e-06
11570.75,4.5,7.165747817155569e-07
11571.0,4.75,8.315594592971e-07
11571.25,5.0,6.018425495632387e-07
11571.5,5.25,5.731069560856795e-07
11571.75,5.5,7.160018274657842e-07
11572.0,5.75,2.293651104932015e-07
11572.25,6.0,2.581735153215655e-07
11572.5,6.25,1.7197794761173365e-07
11572.75,6.5,4.0149606611286593e-07
11573.0,6.75,1.721386532095553e-07
11573.25,7.0,1.4327673902141987e-07
11573.5,7.25,1.434105889043973e-07
11573.75,7.5,1.718633414891082e-07
11574.0,7.75,1.7223061990019752e-07
11574.25,8.0,3.445532802118313e-07
11574.5,8.25,2.292733522145671e-07
11574.75,8.5,3.729670819540365e-07
11575.0,8.75,4.013354034213442e-07
11575.25,9.0,4.011213864084545e-07
11575.5,9.25,3.727183045514525e-07
11575.75,9.5,4.018177777043026e-07
11576.0,9.75,4.3017435654949925e-07
11576.25,10.0,2.867063881165019e-07
11576.5,10.25,4.875309374227659e-07
11576.75,10.5,5.741020663339917e-07
11577.0,10.75,6.025657248564386e-07
11577.25,11.0,4.875309374227659e-07
11577.5,11.25,5.16347030643131e-07
11577.75,11.5,4.875309374227659e-07
11578.0,11.75,4.3074914858123295e-07
11578.25,12.0,4.879215872123674e-07
11578.5,12.25,4.300595821747528e-07
11578.75,12.5,2.86936059455447e-07
11579.0,12.75,1.721616356732682e-07
11579.25,13.0,2.2951820427940703e-07
11579.5,13.0,1.7220761901612965e-07
11579.75,13.0,4.0160324605576856e-07
11565.0,1.0,1.7049550700010226e-06
11565.25,1.0,4.434074016974318e-06
11565.5,1.0,8.45544173136898e-06
11565.75,1.0,1.1713041330907022e-05
11566.0,1.0,1.757625488839589e-05
11566.25,1.0,1.9306770715790092e-05
11566.5,1.0,1.6669983618417326e-05
11566.75,1.0,1.2037714209843758e-05
11567.0,1.0,6.42940732461276e-06
11567.25,1.25,3.1371173288018816e-06
11567.5,1.5,1.3296864013039928e-06
11567.75,1.75,5.976973963959873e-07
11568.0,2.0,3.753925667767067e-07
11568.25,2.25,2.9019307193742873e-07
11568.5,2.5,4.4322880043466424e-07
11568.75,2.75,4.0896954737772475e-07
11569.0,3.0,5.114865210003066e-07
11569.25,3.25,5.118989546955093e-07
11569.5,3.5,5.287490765653223e-07
11569.75,3.75,7.671267699830728e-07
11570.0,4.0,7.848062599968963e-07
11570.25,4.25,8.536238003427196e-07
11570.5,4.5,1.0573561117400296e-06
11570.75,4.75,8.877687523564285e-07
11571.0,5.0,9.207993848241621e-07
11571.25,5.25,6.659161052253993e-07
11571.5,5.5,7.506842486926834e-07
11571.75,5.75,7.501802308004498e-07
11572.0,6.0,6.998774087902691e-07
11572.25,6.25,4.781579171167897e-07
11572.5,6.5,3.5885976922240897e-07
11572.75,6.75,3.582811186942352e-07
11573.0,7.0,2.8999812831796237e-07
11573.25,7.25,3.9240312999844815e-07
11573.5,7.5,2.9015406224903807e-07
11573.75,7.75,2.557432605001533e-07
11574.0,8.0,3.5813674752484873e-07
11574.25,8.25,2.728660933522657e-07
11574.5,8.5,2.560871401028159e-07
11574.75,8.75,2.901150630471229e-07
11575.0,9.0,3.070981017379159e-07
11575.25,9.25,4.272140109790583e-07
11575.5,9.5,6.146091362467582e-07
11575.75,9.75,4.0951916375640737e-07
11576.0,10.0,6.317665613676865e-07
11576.25,10.25,5.634674736522609e-07
11576.5,10.5,5.463192322193406e-07
11576.75,10.75,4.947691639110867e-07
11577.0,11.0,3.583774308229165e-07
11577.25,11.25,3.589563927467015e-07
11577.5,11.5,4.785440993085654e-07
11577.75,11.75,5.123120540537033e-07
11578.0,12.0,4.0935412379250777e-07
11578.25,12.25,4.099599216347945e-07
11578.5,12.5,5.466867774509197e-07
11578.75,12.75,2.3930426183113433e-07
11579.0,13.0,3.585702105059842e-07
11579.25,13.0,2.7330661442319625e-07
11579.5,13.0,4.2646783576170943e-07
11564.75,1.0,1.0460569102208022e-06
11565.0,1.0,2.5833414121464768e-06
11565.25,1.0,4.51783075734251e-06
11565.5,1.0,7.288175002953999e-06
11565.75,1.0,1.2222269616293644e-05
11566.0,1.0,1.4198531477245868e-05
11566.25,1.0,1.4550852357574549e-05
11566.5,1.0,1.0707694418885498e-05
11566.75,1.0,6.719379730767845e-06
11567.0,1.25,3.5678022558744215e-06
11567.25,1.5,1.4104138115336658e-06
11567.5,1.75,8.109879416318579e-07
11567.75,2.0,3.8776013285085156e-07
11568.0,2.25,4.4663104031899423e-07
11568.25,2.5,5.646183665061328e-07
11568.5,2.75,4.2289802501336093e-07
11568.75,3.0,8.342718009821353e-07
11569.0,3.25,6.22267329167688e-07
11569.25,3.5,1.0340270209356044e-06
11569.5,3.75,7.643828541587737e-07
11569.75,4.0,1.1156827877074916e-06
11570.0,4.25,1.1402369153699705e-06
11570.25,4.5,1.0936554682579377e-06
11570.5,4.75,1.1403893738424092e-06
11570.75,5.0,9.75797093081649e-07
11571.0,5.25,1.1156827877074916e-06
11571.25,5.5,8.705697792147984e-07
11571.5,5.75,5.410202239475592e-07
11571.75,6.0,4.585683819640399e-07
11572.0,6.25,3.2896463597266824e-07
11572.25,6.5,2.5861043441380767e-07
11572.5,6.75,3.7626123648331477e-07
11572.75,7.0,1.9983533568339686e-07
