Excitation,Energy Transfer,Intensity
11573.25,7.25,3.7204263310941327e-07
11573.5,7.5,3.046825854064218e-07
11573.75,7.75,4.2277571944251507e-07
11574.0,8.0,4.0554060387429156e-07
11574.25,8.25,3.0423643146080535e-07
11574.5,8.5,3.0435798017493283e-07
11574.75,8.75,3.890572999531643e-07
11575.0,9.0,2.7046838836474746e-07
11575.25,9.25,2.708650753343491e-07
11575.5,9.5,3.719435538462683e-07
11575.75,9.75,3.044390666222952e-07
11576.0,10.0,3.5532090689265704e-07
11576.25,10.25,5.070607191013423e-07
11576.5,10.5,4.7331967963830794e-07
11576.75,10.75,3.891609932633864e-07
11577.0,11.0,3.8900547401737726e-07
11577.25,11.25,2.537668302391262e-07
11577.5,11.5,5.410088055945721e-07
11577.75,11.75,4.062434472085625e-07
11578.0,12.0,4.40214442677341e-07
11578.25,12.25,3.386264943671853e-07
11578.5,12.5,3.386264943671853e-07
11578.75,12.75,4.058646906648144e-07
11579.0,13.0,3.046419718919715e-07
11579.25,13.0,3.047638449304668e-07
11579.5,13.0,3.2156652588596987e-07
11564.75,1.0,9.79332589795713e-07
11565.0,1.0,2.580559226273402e-06
11565.25,1.0,4.244290315399579e-06
11565.5,1.0,6.338606547363487e-06
11565.75,1.0,1.0712822119109936e-05
11566.0,1.0,1.27292994595488e-05
11566.25,1.0,1.2334101189978313e-05
11566.5,1.0,9.782823671793103e-06
11566.75,1.0,6.840775005553707e-06
11567.0,1.25,3.5845480087181398e-06
11567.25,1.5,1.6370116702915288e-06
11567.5,1.75,8.365075555070773e-07
11567.75,2.0,5.77540192672123e-07
11568.0,2.25,4.1225240047211147e-07
11568.25,2.5,3.06408824583576e-07
11568.5,2.75,5.77462784792124e-07
11568.75,3.0,5.776950707071649e-07
11569.0,3.25,7.312552592143618e-07
11569.25,3.5,8.248362823704938e-07
11569.5,3.75,1.095707079748707e-06
11569.75,4.0,1.0605037916192062e-06
11570.0,4.25,1.34492693383593e-06
11570.25,4.5,1.3433048027176613e-06
11570.5,4.75,1.3081299818760358e-06
11570.75,5.0,1.167336358102289e-06
11571.0,5.25,9.91397853269577e-07
11571.25,5.5,7.78328614303359e-07
11571.5,5.75,8.72320489321813e-07
11571.75,6.0,7.305692786710088e-07
11572.0,6.25,5.894847660277194e-07
11572.25,6.5,6.257768266599725e-07
11572.5,6.75,3.773208430229621e-07
11572.75,7.0,4.7139819166704e-07
11573.0,7.25,4.0106474668951137e-07
11573.25,7.5,3.89425456196876e-07
11573.5,7.75,5.426170102269861e-07
11573.75,8.0,2.947423830138597e-07
11574.0,8.25,3.7706801479794e-07
11574.25,8.5,4.1297157401024043e-07
11574.5,8.75,5.434919637505984e-07
11574.75,9.0,5.195128372271471e-07
11575.0,9.25,5.904347817666843e-07
11575.25,9.5,7.904395137456782e-07
11575.5,9.75,7.198470553942251e-07
11575.75,10.0,5.53892875208772e-07
11576.0,10.25,5.662090541498983e-07
11576.25,10.5,6.604886212258751e-07
11576.5,10.75,7.902274575381006e-07
11576.75,11.0,5.897219832373886e-07
11577.0,11.25,7.787463967050248e-07
11577.25,11.5,5.660571740388065e-07
11577.5,11.75,4.4806850108976747e-07
11577.75,12.0,4.8467725944185e-07
11578.0,12.25,5.431270571011081e-07
11578.25,12.5,5.430541345639034e-07
11578.5,12.75,5.072289443426173e-07
11578.75,13.0,4.6023008459630794e-07
11579.0,13.0,5.195128372271471e-07
11579.25,13.0,3.537857337742541e-07
11564.5,1.0,1.4770278198861254e-06
11564.75,1.0,3.7454203838004488e-06
11565.0,1.0,7.62876568449075e-06
11565.25,1.0,1.1890629553322882e-05
11565.5,1.0,1.6850350577831217e-05
11565.75,1.0,2.0681147700291627e-05
11566.0,1.0,2.117329136987038e-05
11566.25,1.0,1.67877576627309e-05
11566.5,1.0,9.452142409503207e-06
11566.75,1.25,4.919143385407531e-06
11567.0,1.5,2.536136672438869e-06
11567.25,1.75,1.0243953195948822e-06
11567.5,2.0,5.705937400429294e-07
11567.75,2.25,5.20316618368976e-07
11568.0,2.5,4.7033976941794387e-07
11568.25,2.75,4.026646602334053e-07
11568.5,3.0,6.88528001694921e-07
11568.75,3.25,1.006930129487523e-06
11569.0,3.5,1.1260570818839131e-06
11569.25,3.75,1.3264988975786695e-06
11569.5,4.0,1.4426893662319298e-06
11569.75,4.25,1.7628329538149853e-06
11570.0,4.5,1.6786645860626317e-06
11570.25,4.75,1.6952251114602119e-06
11570.5,5.0,1.7959315537251748e-06
11570.75,5.25,1.395338922444642e-06
11571.0,5.5,1.9965456069906346e-06
11571.25,5.75,1.4095142209916936e-06
11571.5,6.0,1.0071987516375794e-06
11571.75,6.25,1.0411886854898805e-06
11572.0,6.5,7.223075030346993e-07
11572.25,6.75,6.720933725880669e-07
11572.5,7.0,6.051264090578547e-07
11572.75,7.25,6.882524802856793e-07
11573.0,7.5,5.709744404299344e-07
11573.25,7.75,4.5342087916494787e-07
11573.5,8.0,4.7015150800256633e-07
11573.75,8.25,5.539593134006686e-07
11574.0,8.5,5.703655633940185e-07
11574.25,8.75,6.211887551538519e-07
11574.5,9.0,6.552910382733653e-07
11574.75,9.25,6.048840353292604e-07
11575.0,9.5,3.6930620893377905e-07
11575.25,9.75,5.376029219794015e-07
11575.5,10.0,7.059808105674973e-07
11575.75,10.25,5.202472335685532e-07
11576.0,10.5,7.224039264098207e-07
11576.25,10.75,7.225968504120668e-07
11576.5,11.0,8.561189388919423e-07
11576.75,11.25,5.885531721805242e-07
11577.0,11.5,5.709744404299344e-07
11577.25,11.75,5.716609828432771e-07
11577.5,12.0,6.042386535897786e-07
11577.75,12.25,5.539593134006686e-07
11578.0,12.5,4.5348139176059247e-07
11578.25,12.75,5.381057574221935e-07
11578.5,13.0,5.038009768499421e-07
11578.75,13.0,6.721831166623878e-07
11579.0,13.0,4.870726059650808e-07
11564.25,1.0,1.4231605070640062e-06
11564.5,1.0,3.477901623863885e-06
11564.75,1.0,5.8444848913220665e-06
11565.0,1.0,8.216077501346173e-06
11565.25,1.0,1.0932808259039958e-05
11565.5,1.0,1.2770271929609137e-05
11565.75,1.0,1.2961489537885538e-05
11566.0,1.0,9.269420770749527e-06
11566.25,1.0,5.953788903444156e-06
11566.5,1.25,3.5623757248557167e-06
11566.75,1.5,1.6162119267024e-06
11567.0,1.75,8.776681550748352e-07
11567.25,2.0,3.686701442911744e-07
11567.5,2.25,5.617076192478945e-07
11567.75,2.5,6.84765113977573e-07
11568.0,2.75,5.441542561463978e-07
11568.25,3.0,8.776681550748352e-07
11568.5,3.25,1.1228119815547257e-06
11568.75,3.5,1.1069026166053386e-06
11569.0,3.75,1.3698983317659122e-06
11569.25,4.0,1.3882073786420325e-06
11569.5,4.25,1.4222044674918825e-06
11569.75,4.5,1.5635093638751478e-06
11570.0,4.75,1.4405367172782259e-06
11570.25,5.0,2.0221677413110797e-06
11570.5,5.25,1.545526323017952e-06
11570.75,5.5,1.1774987648565194e-06
11571.0,5.75,1.2310503539691844e-06
11571.25,6.0,9.302033010212299e-07
11571.5,6.25,7.731787931677142e-07
11571.75,6.5,5.973760153108176e-07
11572.0,6.75,4.2241547730308845e-07
11572.25,7.0,4.918244720615595e-07
11572.5,7.25,4.570627516218344e-07
11572.75,7.5,5.093211746309161e-07
11573.0,7.75,4.3895199613946973e-07
11573.25,8.0,5.443736142179431e-07
11573.5,8.25,5.44446772881324e-07
11573.75,8.5,6.326008307735843e-07
11574.0,8.75,5.799620782129126e-07
11574.25,9.0,6.153595574024625e-07
11574.5,9.25,6.325157809173364e-07
11574.75,9.5,7.554034005239476e-07
11575.0,9.75,5.446663669010395e-07
11575.25,10.0,6.144502404852907e-07
11575.5,10.25,7.382328323075999e-07
11575.75,10.5,8.083232837662467e-07
11576.0,10.75,8.43127666391245e-07
11576.25,11.0,8.434677743647791e-07
11576.5,11.25,7.558098045053998e-07
11576.75,11.5,9.147407445300087e-07
11577.0,11.75,5.626144524822515e-07
11577.25,12.0,6.331116106127233e-07
11577.5,12.25,5.27948242488458e-07
11577.75,12.5,4.56878377780922e-07
11578.0,12.75,5.629931644184942e-07
11578.25,13.0,7.033626926299407e-07
11578.5,13.0,6.32430753927026e-07
11578.75,13.0,5.800400825274001e-07
11564.0,1.0,8.933637932486549e-07
11564.25,1.0,2.827093806543567e-06
11564.5,1.0,5.05562963419762e-06
11564.75,1.0,8.613093692638251e-06
11565.0,1.0,1.346997280956963e-05
11565.25,1.0,1.6755096946506742e-05
11565.5,1.0,1.5145925583740198e-05
11565.75,1.0,1.2214208509809687e-05
11566.0,1.0,7.508358426357385e-06
11566.25,1.25,3.6483234548444847e-06
11566.5,1.5,1.4067835209594782e-06
11566.75,1.75,5.688086927619663e-07
11567.0,2.0,3.925386364274393e-07
11567.25,2.25,2.84709296759089e-07
11567.5,2.5,5.955758621657699e-07
11567.75,2.75,5.680481516565218e-07
11568.0,3.0,8.245813039734086e-07
11568.25,3.25,8.655971834766047e-07
11568.5,3.5,1.1483928674156657e-06
11568.75,3.75,1.409233378397184e-06
11569.0,4.0,1.8932406979675247e-06
11569.25,4.25,1.9876370059934427e-06
11569.5,4.5,1.9757002402640947e-06
11569.75,4.75,2.0566182679442383e-06
11570.0,5.0,2.0557933107569357e-06
11570.25,5.25,1.7727173388670987e-06
11570.5,5.5,1.6529177330921552e-06
11570.75,5.75,1.4622593699888e-06
11571.0,6.0,1.24546164606276e-06
11571.25,6.25,1.257989110088764e-06
11571.5,6.5,1.0956679345934398e-06
11571.75,6.75,6.631661957825771e-07
11572.0,7.0,8.529846324934665e-07
11572.25,7.25,6.630774778968535e-07
11572.5,7.5,5.682761003530131e-07
11572.75,7.75,6.088672503782285e-07
11573.0,8.0,5.830543260190299e-07
11573.25,8.25,5.014962343461001e-07
11573.5,8.5,4.6046417985492497e-07
11573.75,8.75,6.092747374953333e-07
11574.0,9.0,4.7407071574709043e-07
11574.25,9.25,5.685042320673258e-07
11574.5,9.5,7.17206251602719e-07
11574.75,9.75,8.261269109161891e-07
11575.0,10.0,5.819621718092002e-07
11575.25,10.25,7.84447447525673e-07
11575.5,10.5,7.175902463833925e-07
11575.75,10.75,6.898649958551289e-07
11576.0,11.0,6.901418647497864e-07
11576.25,11.25,5.688086927619663e-07
11576.5,11.5,7.845523482274015e-07
11576.75,11.75,5.425943186956488e-07
11577.0,12.0,6.900495504286588e-07
11577.25,12.25,5.55488746367036e-07
11577.5,12.5,5.142233502057232e-07
11577.75,12.75,4.875503080816854e-07
11578.0,13.0,6.096011201054821e-07
11578.25,13.0,6.098461366328556e-07
11578.5,13.0,4.332040508044383e-07
11563.75,1.0,1.921146689882426e-06
11564.0,1.0,4.77754863719776e-06
11564.25,1.0,7.605678238433548e-06
11564.5,1.0,1.2111079074794645e-05
11564.75,1.0,1.893910059560358e-05
11565.0,1.0,2.16920809114618e-05
11565.25,1.0,2.220206572065636e-05
11565.5,1.0,1.866710057304888e-05
11565.75,1.0,1.2437208902083535e-05
11566.0,1.25,6.590878797538361e-06
11566.25,1.5,3.0716254264816395e-06
11566.5,1.75,1.2895629864473377e-06
11566.75,2.0,8.758482977167048e-07
11567.0,2.25,6.170092006098212e-07
11567.25,2.5,6.934880088988381e-07
11567.5,2.75,6.670922715359066e-07
11567.75,3.0,1.0511138730623613e-06
11568.0,3.25,1.3329427810984714e-06
11568.25,3.5,1.332588416408561e-06
11568.5,3.75,1.8478242793023357e-06
11568.75,4.0,1.8986472343714264e-06
11569.0,4.25,2.02909454455586e-06
11569.25,4.5,1.7188167203925164e-06
11569.5,4.75,1.8999114820970695e-06
11569.75,5.0,1.565101098603473e-06
11570.0,5.25,1.743542667937709e-06
11570.25,5.5,1.512578500260471e-06
11570.5,5.75,1.4638352189970678e-06
11570.75,6.0,9.74851274252472e-07
11571.0,6.25,9.253903990746096e-07
11571.25,6.5,1.0014380650614279e-06
11571.5,6.75,5.134895897559648e-07
11571.75,7.0,9.240351475249063e-07
11572.0,7.25,5.133528597360591e-07
11572.25,7.5,7.967577203959721e-07
11572.5,7.75,6.417765195535187e-07
11572.75,8.0,4.6183311106331996e-07
11573.0,8.25,6.419474776034795e-07
11573.25,8.5,7.952734079428059e-07
11573.5,8.75,8.207089699566401e-07
11573.75,9.0,7.960148722283149e-07
11574.0,9.25,9.749810122447865e-07
11574.25,9.5,9.245275067349901e-07
11574.5,9.75,1.0269791795119296e-06
11574.75,10.0,1.3081789502618049e-06
11575.0,10.25,1.1280246442620462e-06
11575.25,10.5,1.2325391569986807e-06
11575.5,10.75,9.488185234814377e-07
11575.75,11.0,8.73397556310702e-07
11576.0,11.25,8.986067820729383e-07
11576.25,11.5,1.0272527852611005e-06
11576.5,11.75,1.0770372428708212e-06
11576.75,12.0,6.674475803356594e-07
11577.0,12.25,7.960148722283149e-07
11577.25,12.5,9.237891645227699e-07
11577.5,12.75,9.240351475249063e-07
11577.75,13.0,6.410935969469172e-07
11578.0,13.0,6.415202531408126e-07
11578.25,13.0,3.593948509499705e-07
11563.5,1.0,1.0085357339173228e-06
11563.75,1.0,2.329643497464373e-06
11564.0,1.0,4.9348753250787225e-06
11564.25,1.0,9.617264119370673e-06
11564.5,1.0,1.6054677115197935e-05
11564.75,1.0,2.0435520695500436e-05
11565.0,1.0,2.093873099608035e-05
11565.25,1.0,1.7049251541158263e-05
11565.5,1.0,1.0224559742680702e-05
11565.75,1.25,5.412059705842675e-06
11566.0,1.5,2.014370153427475e-06
11566.25,1.75,8.90533098839477e-07
11566.5,2.0,3.301361899269539e-07
11566.75,2.25,4.2911959348510633e-07
11567.0,2.5,4.131127199042385e-07
11567.25,2.75,5.94245141868517e-07
11567.5,3.0,8.586989990178795e-07
11567.75,3.25,1.0069153792772094e-06
11568.0,3.5,1.388803305722215e-06
11568.25,3.75,1.5689871684100452e-06
11568.5,4.0,2.312501395759771e-06
11568.75,4.25,2.097488109348166e-06
11569.0,4.5,2.7588534291053056e-06
11569.25,4.75,2.741231419941692e-06
11569.5,5.0,2.4281264655477595e-06
11569.75,5.25,2.1983489605916855e-06
11570.0,5.5,2.3290192628723404e-06
11570.25,5.75,2.1151371259097013e-06
11570.5,6.0,2.0316976548460844e-06
11570.75,6.25,1.5869909590116934e-06
11571.0,6.5,1.3707993155582502e-06
11571.25,6.75,1.0249316610283854e-06
11571.5,7.0,1.1265354056327632e-06
11571.75,7.25,7.269809495633505e-07
11572.0,7.5,7.440017709226151e-07
11572.25,7.75,7.437025744999922e-07
11572.5,8.0,7.771727368597619e-07
11572.75,8.25,6.78050136184716e-07
11573.0,8.5,6.607146845027918e-07
11573.25,8.75,1.1074389500725037e-06
11573.5,9.0,7.761317875738526e-07
11573.75,9.25,8.434282181809883e-07
11574.0,9.5,8.922038926459301e-07
11574.25,9.75,9.912048248282537e-07
11574.5,10.0,1.1090745339139102e-06
11574.75,10.25,1.027273260038933e-06
11575.0,10.5,1.0587037499270279e-06
11575.25,10.75,8.774454259159002e-07
11575.5,11.0,1.239670466499071e-06
11575.75,11.25,1.0082653127525779e-06
11576.0,11.5,1.024244985655862e-06
11576.25,11.75,8.435413692700923e-07
11576.5,12.0,9.916034326666566e-07
11576.75,12.25,9.09701476663825e-07
11577.0,12.5,7.435032438716084e-07
11577.25,12.75,9.086044227592323e-07
11577.5,13.0,8.590441815178196e-07
11577.75,13.0,7.933890985594054e-07
11578.0,13.0,7.595166152267526e-07
11563.25,1.0,1.4468385815499143e-06
11563.5,1.0,4.258679007203061e-06
11563.75,1.0,7.203611309099549e-06
11564.0,1.0,1.0125272223547776e-05
11564.25,1.0,1.3142254075095829e-05
11564.5,1.0,1.527135865232159e-05
11564.75,1.0,1.4863387978142074e-05
11565.0,1.0,1.3064701269044608e-05
11565.25,1.0,8.432419818013915e-06
11565.5,1.25,5.0598806438831265e-06
11565.75,1.5,2.261216918538996e-06
11566.0,1.75,1.2542875015096585e-06
11566.25,2.0,5.326190151455923e-07
11566.5,2.25,4.937841126481091e-07
11566.75,2.5,7.788670941190595e-07
11567.0,2.75,8.36526233557744e-07
11567.25,3.0,7.60174243339187e-07
11567.5,3.25,1.272782812340902e-06
11567.75,3.5,1.63546478768244e-06
11568.0,3.75,1.6909368350545266e-06
11568.25,4.0,2.470895699691138e-06
11568.5,4.25,2.035365522163514e-06
11568.75,4.5,2.741012311047412e-06
11569.0,4.75,2.7552643125054985e-06
11569.25,5.0,2.5659301496792584e-06
11569.5,5.25,2.337847469707769e-06
11569.75,5.5,2.3581120194491e-06
11570.0,5.75,1.90398924779192e-06
11570.25,6.0,1.5779926678475631e-06
11570.5,6.25,1.2936759507257857e-06
11570.75,6.5,1.2542875015096585e-06
11571.0,6.75,1.063960255764646e-06
11571.25,7.0,8.555381934113293e-07
11571.5,7.25,8.9272867743671e-07
11571.75,7.5,7.415653360417579e-07
11572.0,7.75,7.606812965964837e-07
11572.25,8.0,6.655073528579882e-07
11572.5,8.25,6.464066350218933e-07
11572.75,8.5,6.273946751683082e-07
11573.0,8.75,8.387635329253766e-07
11573.25,9.0,8.562233548048781e-07
11573.5,9.25,1.1603485687100405e-06
11573.75,9.5,1.102987880064901e-06
11574.0,9.75,1.0841154735135851e-06
11574.25,10.0,1.367584356924322e-06
11574.5,10.25,1.293330740331996e-06
11574.75,10.5,1.3708722584101823e-06
11575.0,10.75,1.008979537133493e-06
11575.25,11.0,1.25562665805738e-06
11575.5,11.25,8.936813024092981e-07
11575.75,11.5,9.88226516340943e-07
11576.0,11.75,9.702569630443391e-07
11576.25,12.0,1.0463555483811502e-06
11576.5,12.25,1.008440840103523e-06
11576.75,12.5,1.0077682771849536e-06
11577.0,12.75,8.933238298883345e-07
11577.25,13.0,7.034425145826485e-07
11577.5,13.0,8.171873115896259e-07
11577.75,13.0,7.605798318377006e-07
11563.0,1.0,9.915169211711187e-07
11563.25,1.0,2.861618963478545e-06
11563.5,1.0,5.279113675027387e-06
11563.75,1.0,8.886966335548868e-06
11564.0,1.0,1.523111731449024e-05
11564.25,1.0,1.9652190565120945e-05
11564.5,1.0,2.0666328871274758e-05
11564.75,1.0,1.6355634885813032e-05
11565.0,1.0,1.1369533512712386e-05
11565.25,1.25,5.3981352885483235e-06
11565.5,1.5,2.364205688046712e-06
11565.75,1.75,1.1046847413862208e-06
11566.0,2.0,5.2380605064508e-07
11566.25,2.25,3.822881753963068e-07
11566.5,2.5,4.528998327101242e-07
11566.75,2.75,6.245816722299859e-07
11567.0,3.0,6.79076295523365e-07
11567.25,3.25,8.497574933740159e-07
11567.5,3.5,1.2742939179876894e-06
11567.75,3.75,1.5720513627419294e-06
11568.0,4.0,1.9699278467866653e-06
11568.25,4.25,2.2958871307873358e-06
11568.5,4.5,2.5226414153095425e-06
11568.75,4.75,2.6650792622924513e-06
11569.0,5.0,2.957208151005179e-06
11569.25,5.25,2.8604660146616726e-06
11569.5,5.5,2.620437577380813e-06
11569.75,5.75,2.71015768804195e-06
11570.0,6.0,2.3979929281627725e-06
11570.25,6.25,2.2235321076620084e-06
11570.5,6.5,2.0110927343185045e-06
11570.75,6.75,1.331465579858359e-06
11571.0,7.0,1.2616598635320647e-06
11571.25,7.25,9.630584924905514e-07
11571.5,7.5,9.079934751588877e-07
11571.75,7.75,8.51587634697745e-07
11572.0,8.0,6.516558035644214e-07
11572.25,8.25,9.348588113899118e-07
11572.5,8.5,6.799886645889613e-07
11572.75,8.75,7.078460143852429e-07
11573.0,9.0,6.521815444305483e-07
11573.25,9.25,7.947081519459281e-07
11573.5,9.5,9.496612090723657e-07
11573.75,9.75,9.346077077607445e-07
11574.0,10.0,8.778469212804081e-07
11574.25,10.25,1.0769381017356217e-06
11574.5,10.5,8.792637555850977e-07
11574.75,10.75,1.2473162149010178e-06
11575.0,11.0,1.06276786355489e-06
11575.25,11.25,1.0349837552919569e-06
11575.5,11.5,9.492783840754272e-07
11575.75,11.75,9.799853473727077e-07
11576.0,12.0,9.071390653825584e-07
11576.25,12.25,9.225532709225572e-07
11576.5,12.5,7.368523853980568e-07
11576.75,12.75,1.2186404835429406e-06
11577.0,13.0,8.797370505685909e-07
11577.25,13.0,8.790272990150869e-07
11577.5,13.0,9.225532709225572e-07
11562.5,1.0,9.58988331243094e-07
11562.75,1.0,2.6897756567313632e-06
11563.0,1.0,5.155251669528918e-06
11563.25,1.0,7.287596537339142e-06
11563.5,1.0,1.1134920068322593e-05
11563.75,1.0,1.4901654402959895e-05
11564.0,1.0,1.6857909544588573e-05
11564.25,1.0,1.3618341389853575e-05
11564.5,1.0,9.58988331243094e-06
11564.75,1.0,5.661452091859925e-06
11565.0,1.25,3.222404499648465e-06
11565.25,1.5,1.184940760950317e-06
11565.5,1.75,7.848930177513532e-07
11565.75,2.0,6.264251171414971e-07
11566.0,2.25,3.997923212155392e-07
11566.25,2.5,7.190489379380874e-07
11566.5,2.75,9.311046412640037e-07
11566.75,3.0,1.0376551760102638e-06
11567.0,3.25,1.2777967376784456e-06
11567.25,3.5,2.1319404655624993e-06
11567.5,3.75,2.129376667568103e-06
11567.75,4.0,2.3559377350946343e-06
11568.0,4.25,2.6897756567313632e-06
11568.25,4.5,2.620744483000281e-06
11568.5,4.75,2.859821398168012e-06
11568.75,5.0,2.130515371668406e-06
11569.0,5.25,2.262462709291109e-06
11569.25,5.5,2.049251224893346e-06
11569.5,5.75,1.7978627008212639e-06
11569.75,6.0,1.7310437394805802e-06
11570.0,6.25,1.145918000239843e-06
11570.25,6.5,1.065685099644221e-06
11570.5,6.75,9.99480803038848e-07
11570.75,7.0,7.325605308106969e-07
11571.0,7.25,7.062052792175779e-07
11571.25,7.5,9.322251041295441e-07
11571.5,7.75,7.864686862827066e-07
11571.75,8.0,8.78602670313134e-07
11572.0,8.25,8.657533545944599e-07
11572.25,8.5,8.52890285259817e-07
11572.5,8.75,1.054762184505944e-06
11572.75,9.0,1.145918000239843e-06
11573.0,9.25,1.065827647142836e-06
11573.25,9.5,1.292488907247265e-06
11573.5,9.75,1.0530682409548106e-06
11573.75,10.0,1.1456114821175377e-06
11574.0,10.25,1.2942203056494715e-06
11574.25,10.5,1.252347485392832e-06
11574.5,10.75,1.2661784282647278e-06
11574.75,11.0,1.38631768429494e-06
11575.0,11.25,9.200147202355238e-07
11575.25,11.5,1.3883615784816772e-06
11575.5,11.75,1.2931809104100264e-06
11575.75,12.0,9.464284190859688e-07
11576.0,12.25,1.0414107644489069e-06
11576.25,12.5,9.988126115673687e-07
11576.5,12.75,1.0661128565747715e-06
11576.75,13.0,9.464284190859688e-07
11577.0,13.0,8.135641686067727e-07
11562.25,1.0,1.4207774494203228e-06
11562.5,1.0,4.061006057396635e-06
11562.75,1.0,7.32136028439778e-06
11563.0,1.0,1.3433152652209231e-05
11563.25,1.0,1.916905395115489e-05
11563.5,1.0,2.691402598287442e-05
11563.75,1.0,3.010942583499297e-05
11564.0,1.0,2.6442488416900194e-05
11564.25,1.0,1.829290938094289e-05
11564.5,1.0,1.0544399220687786e-05
11564.75,1.25,5.284941195361627e-06
11565.0,1.5,2.1153832287119967e-06
11565.25,1.75,7.893785336621848e-07
11565.5,2.0,3.849426846005476e-07
11565.75,2.25,3.296419297502281e-07
11566.0,2.5,4.5673632736053763e-07
11566.25,2.75,8.205923903878214e-07
11566.5,3.0,9.295094989309545e-07
11566.75,3.25,1.3324254831009754e-06
11567.0,3.5,1.5117249386239676e-06
11567.25,3.75,2.551934417327022e-06
11567.5,4.0,2.5117996338160164e-06
11567.75,4.25,3.1903427777202506e-06
11568.0,4.5,3.0983649964365162e-06
11568.25,4.75,3.3917818802696616e-06
11568.5,5.0,3.459194612104122e-06
11568.75,5.25,4.2039752790238445e-06
11569.0,5.5,3.2030287840181675e-06
11569.25,5.75,3.3157489329482694e-06
11569.5,6.0,2.804514145969352e-06
11569.75,6.25,1.9720483330056326e-06
11570.0,6.5,1.8967328193576469e-06
11570.25,6.75,1.62230116530075e-06
11570.5,7.0,1.6207906428004698e-06
11570.75,7.25,1.056807868831048e-06
11571.0,7.5,1.0580751933906056e-06
11571.25,7.75,9.477351753805813e-07
11571.5,8.0,1.002012040176675e-06
11571.75,8.25,9.836627461998557e-07
11572.0,8.5,1.1302928698208887e-06
11572.25,8.75,9.8379363944619e-07
11572.5,9.0,9.482400955592605e-07
11572.75,9.25,1.1479119954544144e-06
11573.0,9.5,1.0396939841336133e-06
11573.25,9.75,1.1120623396624873e-06
11573.5,10.0,1.1116182844223718e-06
11573.75,10.25,1.2584092743815156e-06
11574.0,10.5,1.1486763528891287e-06
11574.25,10.75,1.4398284395204987e-06
11574.5,11.0,1.2764770517143891e-06
11574.75,11.25,1.221445520612896e-06
11575.0,11.5,1.40506046577353e-06
11575.25,11.75,1.0022787810365648e-06
11575.5,12.0,1.1113224445595846e-06
11575.75,12.25,1.2030547967398821e-06
11576.0,12.5,9.66861814650036e-07
11576.25,12.75,1.1120623396624873e-06
11576.5,13.0,1.1308952108120005e-06
11576.75,13.0,1.148064785550974e-06
11562.0,1.0,2.7875965297304768e-06
11562.25,1.0,6.684410358300049e-06
11562.5,1.0,1.1347887523432802e-05
11562.75,1.0,1.3447092500655134e-05
11563.0,1.0,1.6846193068509508e-05
11563.25,1.0,2.08018517498513e-05
11563.5,1.0,2.140499075887603e-05
11563.75,1.0,1.8659346479184992e-05
11564.0,1.0,1.3635741051509669e-05
11564.25,1.0,8.704989275562808e-06
11564.5,1.25,3.881760145946668e-06
11564.75,1.5,2.0207664297122216e-06
11565.0,1.75,8.605282153746288e-07
11565.25,2.0,4.536115125225402e-07
11565.5,2.25,5.162477641974196e-07
11565.75,2.5,6.10356281237526e-07
11566.0,2.75,8.445428013587942e-07
11566.25,3.0,1.206032140474614e-06
11566.5,3.25,1.4887604229684327e-06
11566.75,3.5,2.2864555805654477e-06
11567.0,3.75,2.4107709488951e-06
11567.25,4.0,3.0521904373370985e-06
11567.5,4.25,3.2387152833190583e-06
11567.75,4.5,3.10080962295862e-06
11568.0,4.75,3.1308713622014283e-06
11568.25,5.0,3.1609089328209675e-06
11568.5,5.25,3.067431567245002e-06
11568.75,5.5,2.571105691617476e-06
11569.0,5.75,2.1907289633412647e-06
11569.25,6.0,1.815662003749248e-06
11569.5,6.25,1.565016105737246e-06
11569.75,6.5,1.2525164425270228e-06
11570.0,6.75,1.2055470759322594e-06
11570.25,7.0,1.0336032076528731e-06
11570.5,7.25,1.0191726124674223e-06
11570.75,7.5,8.453352677943856e-07
11571.0,7.75,9.708303985286972e-07
11571.25,8.0,1.2220226913320144e-06
11571.5,8.25,9.396392796844305e-07
11571.75,8.5,1.346816300881017e-06
11572.0,8.75,1.2050624014176791e-06
11572.25,9.0,1.3954825001477017e-06
11572.5,9.25,1.3788772520179752e-06
11572.75,9.5,1.4707209499130018e-06
11573.0,9.75,1.6906705355887712e-06
11573.25,10.0,1.5965303826070975e-06
11573.5,10.25,1.6613661511034772e-06
11573.75,10.5,1.6287080847863459e-06
11574.0,10.75,1.6602520375364814e-06
11574.25,11.0,1.5827873970506496e-06
11574.5,11.25,1.7088446365018592e-06
11574.75,11.5,1.3775833993686285e-06
11575.0,11.75,1.1750218185884754e-06
11575.25,12.0,1.3632081923359527e-06
11575.5,12.25,1.5343326420956028e-06
11575.75,12.5,1.19052905936534e-06
11576.0,12.75,1.0340192003578585e-06
11576.25,13.0,1.1131006347856143e-06
11576.5,13.0,1.145378158288092e-06
11561.75,1.0,1.674724110858651e-06
11562.0,1.0,6.24048928894957e-06
11562.25,1.0,1.4255584614462109e-05
11562.5,1.0,2.4543332080495794e-05
11562.75,1.0,3.9558450211062505e-05
11563.0,1.0,4.810932027754015e-05
11563.25,1.0,5.184285265738256e-05
11563.5,1.0,4.072797844911645e-05
11563.75,1.0,2.607566437479345e-05
11564.0,1.0,1.3808746269620526e-05
11564.25,1.25,6.334607957232182e-06
