Calibrated,Energy Transfer,RIXS
11572.75,4.75,4.805544119284695e-07
11573.0,5.0,3.8834897593762004e-07
11573.25,5.25,5.176593477954414e-07
11573.5,5.5,3.7020480655410586e-07
11573.75,5.75,3.1471646591921507e-07
11574.0,6.0,4.6250687978983687e-07
11574.25,6.25,2.9604424751334394e-07
11574.5,6.5,2.5876006796148356e-07
11574.75,6.75,2.0383223124951935e-07
11575.0,7.0,2.217943439669859e-07
11575.25,7.25,2.2182417107080073e-07
11575.5,7.5,1.6601092351876753e-07
11575.75,7.75,1.8453086947716407e-07
11576.0,8.0,2.9457711154254386e-07
11576.25,8.25,1.8396285422047578e-07
11576.5,8.5,1.284130939162921e-07
11576.75,8.75,1.4677741022267966e-07
11577.0,9.0,1.4636714460113353e-07
11577.25,9.25,1.8276431947020279e-07
11577.5,9.5,2.5587004725828394e-07
11577.75,9.75,2.1925887758639826e-07
11578.0,10.0,2.928512270008831e-07
11578.25,10.25,1.6464112351102683e-07
11578.5,10.5,1.8288590297171302e-07
11578.75,10.75,3.108646746641176e-07
11579.0,11.0,3.106167432473975e-07
11579.25,11.25,1.6461921517789165e-07
11579.5,11.5,2.3787827219861738e-07
11579.75,11.75,1.644441581897987e-07
11580.0,12.0,2.9246179717774364e-07
11580.25,12.25,2.560743347211648e-07
11580.5,12.5,1.8298328630662876e-07
11580.75,12.75,1.644878875231825e-07
11581.0,13.0,2.925785173309342e-07
11581.25,13.25,2.012012629952009e-07
11581.5,13.5,2.3784660997684197e-07
11581.75,13.75,2.3775167386322692e-07
11700.5,132.5,2.369006470576712e-07
11700.7,132.7,2.917634272720393e-07
11700.9,132.9,3.1032798930281164e-07
11701.1,133.1,2.192880265996376e-07
11701.3,133.3,2.0141567755547285e-07
11701.5,133.5,3.4966981507527793e-07
11701.7,133.7,1.1080777482752077e-07
11701.9,133.9,2.41185258571469e-07
11702.1,134.1,1.6659216294934766e-07
11702.3,134.3,2.567234025386277e-07
11702.5,134.5,1.6424766357698563e-07
11702.7,134.7,2.1949228690385551e-07
11702.9,134.9,1.65256933216919e-07
11703.1,135.1,1.659886491428761e-07
11703.3,135.3,2.038872021856708e-07
11703.5,135.5,2.033114819697371e-07
11703.7,135.7,1.2863627175331237e-07
11703.9,135.9,2.7385518264086765e-07
11704.1,136.1,2.0000363642975326e-07
11704.3,136.3,2.1804157780336738e-07
11704.5,136.5,2.000300954370862e-07
11704.7,136.7,1.0904961893973782e-07
11704.9,136.9,1.8170131483613946e-07
11705.1,137.1,2.90606859774925e-07
11705.3,137.3,3.2732197435159566e-07
11705.5,137.5,2.1844583976724596e-07
11567.0,-0.75,3.6200807150659935e-06
11567.25,-0.5,6.486505814889006e-06
11567.5,-0.25,8.772930246431611e-06
11567.75,0.0,1.3845477484852029e-05
11568.0,0.25,1.6545284279438143e-05
11568.25,0.5,1.762271309833885e-05
11568.5,0.75,1.6518268168795692e-05
11568.75,1.0,1.2475935175913777e-05
11569.0,1.25,8.646679911559938e-06
11569.25,1.5,3.7868425645328038e-06
11569.5,1.75,1.7461369992897587e-06
11569.75,2.0,9.293756847767607e-07
11570.0,2.25,5.09630802697272e-07
11570.25,2.5,4.004242021192851e-07
11570.5,2.75,1.6394156321195038e-07
11570.75,3.0,3.273568996595452e-07
11571.0,3.25,2.7323593868658396e-07
11571.25,3.5,2.0039986696363742e-07
11571.5,3.75,3.8222310202295403e-07
11571.75,4.0,3.0991649281870615e-07
11572.0,4.25,3.456358471671049e-07
11572.25,4.5,4.189617726527621e-07
11572.5,4.75,3.094187016376294e-07
11572.75,5.0,4.1879346985175e-07
11573.0,5.25,4.0037061215647475e-07
11573.25,5.5,2.1838397026716804e-07
11573.5,5.75,3.278392095840369e-07
11573.75,6.0,2.5498605189869534e-07
11574.0,6.25,1.8225495083727377e-07
11574.25,6.5,9.107864622886133e-08
11574.5,6.75,1.457258339661781e-07
11574.75,7.0,1.0926510150236237e-07
11575.0,7.25,1.0917737360071455e-07
11575.25,7.5,7.299002620487921e-08
11575.5,7.75,1.0920660057798685e-07
11575.75,8.0,1.4578442114145264e-07
11576.0,8.25,1.0932366513709498e-07
11576.25,8.5,1.6394156321195038e-07
11576.5,8.75,2.0061488828012202e-07
11576.75,9.0,2.550202094408117e-07
11577.0,9.25,2.0029252905953262e-07
11577.25,9.5,2.3702674237811338e-07
11577.5,9.75,3.096673971781285e-07
11577.75,10.0,2.734923950516693e-07
11578.0,10.25,1.6398549770564245e-07
11578.25,10.5,2.5491776425758695e-07
11578.5,10.75,2.730896080191926e-07
11578.75,11.0,3.4619160626746744e-07
11579.0,11.25,2.5491776425758695e-07
11579.25,11.5,2.735657567456209e-07
11579.5,11.75,2.1870594100472853e-07
11579.75,12.0,4.1907404969219737e-07
11580.0,12.25,2.1873525815499725e-07
11580.25,12.5,2.1908767801238985e-07
11580.5,12.75,1.8257306501032488e-07
11580.75,13.0,2.0042671941800744e-07
11581.0,13.25,2.0050731997541416e-07
11581.25,13.5,1.457258339661781e-07
11581.5,13.75,1.2762978435744565e-07
11700.5,132.75,1.9989103394582247e-07
11700.7,132.95,3.272256067853502e-07
11700.9,133.15,2.728704056582407e-07
11701.1,133.35,1.6396352751570333e-07
11701.3,133.55,1.461565700063845e-07
11701.5,133.75,2.3820852238997032e-07
11701.7,133.95,3.504649969579638e-07
11701.9,134.15,2.2167708542810482e-07
11702.1,134.35,1.6605478553286427e-07
11702.3,134.55,1.6466950610565255e-07
11702.5,134.75,2.3651932628525147e-07
11702.7,134.95,3.293833318199999e-07
11702.9,135.15,1.6458092648967317e-07
11703.1,135.35,9.19035001484793e-08
11703.3,135.55,2.3972680290967853e-07
11703.5,135.75,2.580973242239235e-07
11703.7,135.95,1.283872311488845e-07
11703.9,136.15,1.4558931351144537e-07
11704.1,136.35,2.8993692712087413e-07
11704.3,136.55,3.0789386253792343e-07
11704.5,136.75,2.716710551805207e-07
11704.7,136.95,2.542029461177273e-07
11704.9,137.15,1.2696584390260502e-07
11705.1,137.35,1.9935820432048376e-07
11705.3,137.55,2.1756867011150395e-07
11705.5,137.75,1.9954437126688761e-07
11566.75,-0.75,2.506205741346435e-06
11567.0,-0.5,5.630608898891657e-06
11567.25,-0.25,1.1353899787408245e-05
11567.5,0.0,1.8471179978522374e-05
11567.75,0.25,2.7141947880449234e-05
11568.0,0.5,3.104337692562343e-05
11568.25,0.75,2.6655371202599157e-05
11568.5,1.0,1.9241209930744518e-05
11568.75,1.25,1.1692510036975891e-05
11569.0,1.5,5.547808119497916e-06
11569.25,1.75,2.1363510359892196e-06
11569.5,2.0,8.865895106290206e-07
11569.75,2.25,3.675768420641438e-07
11570.0,2.5,3.008649868371568e-07
11570.25,2.75,2.3388136414579978e-07
11570.5,3.0,3.842848803397867e-07
11570.75,3.25,5.515858092014542e-07
11571.0,3.5,3.6772387280096947e-07
11571.25,3.75,3.009051075181592e-07
11571.5,4.0,6.017299736743136e-07
11571.75,4.25,5.851712978627906e-07
11572.0,4.5,6.686780167070206e-07
11572.25,4.75,5.848592897061055e-07
11572.5,5.0,6.350747400242167e-07
11572.75,5.25,6.183622468656848e-07
11573.0,5.5,5.848592897061055e-07
11573.25,5.75,4.5147807148432895e-07
11573.5,6.0,3.6801828743091416e-07
11573.75,6.25,3.5138396086827577e-07
11574.0,6.5,2.1752340434702788e-07
11574.25,6.75,2.1726241106091624e-07
11574.5,7.0,1.6739272423841458e-07
11574.75,7.25,2.676496635861194e-07
11575.0,7.5,1.5065345181457312e-07
11575.25,7.75,2.0073724768958954e-07
11575.5,8.0,8.359589969468438e-08
11575.75,8.25,2.6750687902298996e-07
11576.0,8.5,2.3425597391218385e-07
11576.25,8.75,3.008649868371568e-07
11576.5,9.0,1.6721410054975146e-07
11576.75,9.25,3.3487487961038777e-07
11577.0,9.5,4.353954970258971e-07
11577.25,9.75,3.1753737001210835e-07
11577.5,10.0,4.847915621125898e-07
11577.75,10.25,3.511027787176743e-07
11578.0,10.5,4.1853769758997285e-07
11578.25,10.75,3.516655937516861e-07
11578.5,11.0,3.678710212094532e-07
11578.75,11.25,4.1842593852519585e-07
11579.0,11.5,4.18258411791501e-07
11579.25,11.75,4.5177937825921173e-07
11579.5,12.0,4.5153830068276605e-07
11579.75,12.25,2.173203554297817e-07
11580.0,12.5,2.676853835465606e-07
11580.25,12.75,3.679691855913637e-07
11580.5,13.0,2.0081763905830785e-07
11580.75,13.25,3.0110587153438433e-07
11581.0,13.5,2.0073724768958954e-07
11581.25,13.75,2.8468167113231735e-07
11700.5,133.0,3.1669296801766056e-07
11700.7,133.2,3.337159887718586e-07
11700.9,133.4,2.6675975248229536e-07
11701.1,133.6,3.8418247264349364e-07
11701.3,133.8,3.015484967631533e-07
11701.5,134.0,2.3532391479620293e-07
11701.7,134.2,1.6899489239976905e-07
11701.9,134.4,3.3954607579130193e-07
11702.1,134.6,3.0526074151497243e-07
11702.3,134.8,2.687974509400132e-07
11702.5,135.0,3.675768420641438e-07
11702.7,135.2,4.1764529311749957e-07
11702.9,135.4,4.5280683637699187e-07
11703.1,135.6,2.6941122618057475e-07
11703.3,135.8,3.043549232908924e-07
11703.5,136.0,3.553203718214499e-07
11703.7,136.2,3.3644769506749516e-07
11703.9,136.4,3.674788868763852e-07
11704.1,136.6,2.6622864068414905e-07
11704.3,136.8,2.4925850579695517e-07
11704.5,137.0,4.4842754397429973e-07
11704.7,137.2,3.1593683677687026e-07
11704.9,137.4,1.9932753864923603e-07
11705.1,137.6,3.1589493533963196e-07
11705.3,137.8,2.3267211408591828e-07
11705.5,138.0,3.157274406761433e-07
11566.3,-0.95,6.461329272844194e-06
11566.55,-0.7,9.868189496430675e-06
11566.8,-0.45,1.6030894871908228e-05
11567.05,-0.2,2.6645207517472034e-05
11567.3,0.05,3.5016289140004316e-05
11567.55,0.3,4.034568268393914e-05
11567.8,0.55,3.853342654335678e-05
11568.05,0.8,2.9001755208113313e-05
11568.3,1.05,2.0432601448140085e-05
11568.55,1.3,8.878983402439593e-06
11568.8,1.55,4.106225760949333e-06
11569.05,1.8,2.409309220382581e-06
11569.3,2.05,1.314874828299262e-06
11569.55,2.3,6.024081869682242e-07
11569.8,2.55,4.3782108703970775e-07
11570.05,2.8,4.3888118652406536e-07
11570.3,3.05,3.835566838697319e-07
11570.55,3.3,3.2827771068754043e-07
11570.8,3.55,6.562912848236359e-07
11571.05,3.8,4.928794257012743e-07
11571.3,4.05,8.21907179720854e-07
11571.55,4.3,8.759948290025244e-07
11571.8,4.55,5.470561268645041e-07
11572.05,4.8,4.930118311883667e-07
11572.3,5.05,2.1893992354179993e-07
11572.55,5.3,1.6407282120590897e-07
11572.8,5.55,1.0946996177089996e-07
11573.05,5.8,2.1914580471654368e-07
11573.3,6.05,2.1923415808492824e-07
11573.55,6.3,1.0941122537290081e-07
11573.8,6.55,3.832477376886044e-07
11574.05,6.8,1.0954347101194944e-07
11574.3,7.05,2.738586775298736e-07
11574.55,7.3,1.6424903043797332e-07
11574.8,7.55,1.6429314190042478e-07
11575.05,7.8,2.737851386798387e-07
11575.3,8.05,2.189987072506311e-07
11575.55,8.3,5.471295178125674e-08
11575.8,8.55,2.1917524792556108e-07
11576.05,8.8,3.2885123712739235e-07
11576.3,9.05,2.740058738091157e-07
11576.55,9.3,3.2867455412557776e-07
11576.8,9.55,3.833506644343245e-07
11577.05,9.8,3.2867455412557776e-07
11577.3,10.05,2.7396905990695136e-07
11577.55,10.3,2.7389546177131486e-07
11577.8,10.55,1.0960234952364626e-07
11578.05,10.8,6.57437414149631e-07
11578.3,11.05,1.0963181252083004e-07
11578.55,11.3,2.742269651543086e-07
11578.8,11.55,2.1914580471654368e-07
11579.05,11.8,2.7415322840648546e-07
11579.3,12.05,4.384683161698565e-07
11579.55,12.3,2.1964741757236447e-07
11579.8,12.55,2.1991390810325575e-07
11580.05,12.8,3.2898387408778257e-07
11580.3,13.05,2.740058738091157e-07
11580.55,13.3,1.6449193704389129e-07
11580.8,13.55,5.479381198139027e-08
11700.3,133.05,1.6402882795716092e-07
11700.5,133.25,3.279257646026436e-07
11700.7,133.45,2.1882245074580162e-07
11700.9,133.65,2.189987072506311e-07
11701.1,133.85,2.7415322840648546e-07
11701.3,134.05,3.3018243900484774e-07
11701.5,134.25,0.0
11701.7,134.45,2.78230551628795e-07
11701.9,134.65,2.7842049602504626e-07
11702.1,134.85,1.657397761761668e-07
11702.3,135.05,4.930780606122233e-07
11702.5,135.25,6.583217797860981e-07
11702.7,135.45,1.6475774679941601e-07
11702.9,135.65,3.862029759256513e-07
11703.1,135.85,2.773224143733767e-07
11703.3,136.05,3.334671648221486e-07
11703.5,136.25,3.865167070190109e-07
11703.7,136.45,2.740058738091157e-07
11703.9,136.65,1.6356831921556996e-07
11704.1,136.85,2.1797452836851296e-07
11704.3,137.05,2.180910922874266e-07
11704.5,137.25,3.2722413151443253e-07
11704.7,137.45,3.815573908102666e-07
11704.9,137.65,2.7261386535928326e-07
11705.1,137.85,1.6365583570525192e-07
11705.3,138.05,3.2696179255276947e-07
11566.05,-0.95,1.5732339234580053e-06
11566.3,-0.7,2.853033607502152e-06
11566.55,-0.45,6.0397038110762155e-06
11566.8,-0.2,1.026371892659095e-05
11567.05,0.05,1.3825317118211399e-05
11567.3,0.3,1.4878533902607032e-05
11567.55,0.55,1.2697228417199454e-05
11567.8,0.8,9.338916616209505e-06
11568.05,1.05,5.366071302597618e-06
11568.3,1.3,2.8680725927676924e-06
11568.55,1.55,1.1103698364332701e-06
11568.8,1.8,5.402679034170787e-07
11569.05,2.05,2.935235798691951e-07
11569.3,2.3,3.393702676165949e-07
11569.55,2.55,2.7807497040239537e-07
11569.8,2.8,3.8621523666999354e-07
11570.05,3.05,3.7051892101185016e-07
11570.3,3.3,3.5479618887189465e-07
11570.55,3.55,4.783951724680183e-07
11570.8,3.8,4.328504422881278e-07
11571.05,4.05,4.788428684850339e-07
11571.3,4.3,4.785230001694126e-07
11571.55,4.55,5.712166698932689e-07
11571.8,4.8,4.938932415803164e-07
11572.05,5.05,3.859572093873439e-07
11572.3,5.3,4.329663016142221e-07
11572.55,5.55,6.023346956136365e-07
11572.8,5.8,3.8590564529791337e-07
11573.05,6.05,1.543004142657522e-07
11573.3,6.3,2.1604943272749215e-07
11573.55,6.55,2.934843387488917e-07
11573.8,6.8,2.1648315080711105e-07
11574.05,7.05,1.5452741768382407e-07
11574.3,7.3,6.184405202847331e-08
11574.55,7.55,2.7777784207820417e-07
11574.8,7.8,1.0809690609668094e-07
11575.05,8.05,2.0083192306839663e-07
11575.3,8.3,2.317911265257361e-07
11575.55,8.55,2.624158388025811e-07
11575.8,8.8,2.1622271124592082e-07
11576.05,9.05,2.4701261400790006e-07
11576.3,9.3,2.318221312243083e-07
11576.55,9.55,4.012346607796283e-07
11576.8,9.8,2.472769399725955e-07
11577.05,10.05,2.785591620197582e-07
11577.3,10.3,3.3991485750846426e-07
11577.55,10.55,2.1630945477811362e-07
11577.8,10.8,4.638924660152379e-07
11578.05,11.05,3.5588903905858996e-07
11578.3,11.3,3.401878084111745e-07
11578.55,11.55,2.9371994298122956e-07
11578.8,11.8,2.630836530186605e-07
11579.05,12.05,2.6280205424636333e-07
11579.3,12.3,1.7000289623115943e-07
11579.55,12.55,3.0905483536764813e-07
11579.8,12.8,2.6273174872088275e-07
11580.05,13.05,1.5461013007118327e-07
11580.3,13.3,1.3911188653107123e-07
11580.55,13.55,1.2370465760406346e-07
11700.3,133.3,2.773703259055101e-07
11700.5,133.5,2.6178629260793276e-07
11700.7,133.7,2.6217065582452206e-07
11700.9,133.9,2.4691363740284817e-07
11701.1,134.1,3.712630345230535e-07
11701.3,134.3,1.5514992641626866e-07
11701.5,134.5,2.3410809847803986e-07
11701.7,134.7,3.7589312794532824e-07
11701.9,134.9,1.4103639655767765e-07
11702.1,135.1,2.1767758078734138e-07
11702.3,135.3,1.5471364515559087e-07
11702.5,135.5,1.234403314126018e-07
11702.7,135.7,1.7027621278458574e-07
11702.9,135.9,1.5550491278895728e-07
11703.1,136.1,2.3426632238887928e-07
11703.3,136.3,2.0347086868444032e-07
11703.5,136.5,3.581433227291767e-07
11703.7,136.7,1.8535852973614214e-07
11703.9,136.9,2.0002955821394838e-07
11704.1,137.1,1.9965731126259982e-07
11704.3,137.3,2.7674287473579706e-07
11704.5,137.5,1.9963077520315503e-07
11704.7,137.7,3.224376284712426e-07
