Energy Transfer,RIXS
-1.1499999999996362,2.134566776574216e-06
-0.8999999999996362,3.0725663151434238e-06
-0.6499999999996362,2.850944090135448e-06
-0.6000000000003638,1.2599530162090812e-05
-0.3999999999996362,9.144501905839563e-06
-0.3500000000003638,1.941480233526387e-05
-0.1499999999996362,1.6074976899011692e-05
0.1000000000003638,2.3093745523456385e-05
0.1999999999989086,2.6200008591625458e-06
0.3500000000003638,4.416743341373816e-05
0.6000000000003638,4.7426844679034565e-05
0.8500000000003638,3.496694778835627e-05
1.1000000000003638,1.328619462655873e-05
1.3999999999996362,4.260521808986526e-06
1.6499999999996362,1.2611891121543948e-06
1.8500000000003638,8.22055868560939e-07
2.100000000000364,3.08337145550601e-07
2.350000000000364,1.9684790985216113e-07
2.600000000000364,1.3249287703571625e-07
2.850000000000364,1.4735285314614254e-07
2.899999999999636,9.72127610802619e-08
3.100000000000364,2.7283677018423404e-07
3.149999999999636,1.781280631954322e-07
3.350000000000364,1.705689196683158e-07
3.5,3.901041013079754e-07
3.850000000000364,3.130682678230156e-07
4.100000000000364,2.2939098006439626e-07
4.350000000000364,2.1891957510572517e-07
4.600000000000363,3.043947857437893e-07
