Energy Transfer,RIXS
-1.1499999999996362,1.0624451805199547e-06
-0.8999999999996362,2.407444293395652e-06
-0.6499999999996362,5.1025436326430095e-06
-0.3999999999996362,8.189363616989894e-06
-0.1499999999996362,1.759935141555047e-05
0.1000000000003638,2.5145978652438714e-05
0.3500000000003638,2.678323151742363e-05
0.3999999999996362,2.233125580568556e-05
0.6000000000003638,2.681760325484672e-05
0.6499999999996362,1.5999066869380825e-05
0.8500000000003638,1.8950583099451017e-05
1.1000000000003638,9.218973839285305e-06
1.3500000000003638,4.747698131154537e-06
1.6000000000003638,1.8892931852674352e-06
1.8500000000003638,9.748374343114286e-07
2.100000000000364,3.1211814808672233e-07
2.350000000000364,4.868594723315433e-07
2.600000000000364,2.06004567202246e-07
2.850000000000364,2.0725131899085763e-07
3.100000000000364,1.724964924999015e-07
3.350000000000364,1.9645348289956905e-07
3.600000000000364,2.250262999488065e-07
3.850000000000364,3.747554641551811e-07
4.100000000000364,2.1586742537394415e-07
4.149999999999636,4.471834035646636e-07
4.350000000000364,3.2296050733220173e-07
4.399999999999637,4.23248573887444e-07
4.600000000000363,5.138008071194119e-07
4.850000000000363,4.0744453453307186e-07
5.100000000000363,3.599241709100817e-07
5.350000000000363,3.2208902744561595e-07
5.600000000000364,3.2678142592400055e-07
5.850000000000364,2.3401454447196804e-07
6.100000000000364,1.5840849519414365e-07
6.350000000000364,5.27673173167112e-08
