Energy Transfer,RIXS
-1.1499999999996362,8.441521098790594e-07
-0.8999999999996362,2.671769178111331e-06
-0.6499999999996362,6.008124106188378e-06
-0.6000000000003638,1.1256134286479477e-05
-0.3999999999996362,1.981304080193412e-05
-0.3500000000003638,1.6069261953671734e-05
-0.1499999999996362,2.8217302798655084e-05
0.1000000000003638,2.6324116303901582e-05
0.3500000000003638,2.6818956330475103e-05
0.6000000000003638,2.217443913922224e-05
0.8500000000003638,1.7336723861233542e-05
1.1000000000003638,1.0837174527910312e-05
1.3500000000003638,1.68752699884397e-05
1.6000000000003638,5.069668225957148e-06
1.8500000000003638,1.079454507424513e-06
2.100000000000364,5.537576863607644e-07
2.350000000000364,2.3580737320136447e-07
2.600000000000364,1.4462093983942447e-07
2.850000000000364,1.1647487536506976e-07
3.100000000000364,1.4710373343391304e-07
3.149999999999636,2.11624286943722e-07
3.350000000000364,1.1742445659043884e-07
3.399999999999636,3.0547409579667644e-07
3.600000000000364,1.6174021651074714e-07
3.850000000000364,2.3754858950349816e-07
4.100000000000364,2.517283329959443e-07
4.350000000000364,2.982959318961853e-07
4.600000000000363,3.4839854450493416e-07
4.850000000000363,3.7482512065464456e-07
5.100000000000363,2.901812109116841e-07
5.350000000000363,2.902202452419117e-07
