Energy Transfer,RIXS
7.75,4.7305740945878294e-08
8.0,3.029912108076499e-07
8.100000000000364,2.378186889341061e-07
8.350000000000364,1.5843991190107135e-07
8.5,1.2841309391629212e-07
8.75,2.00614888280122e-07
9.0,1.6721410054975146e-07
9.299999999999274,3.286745541255777e-07
9.549999999999274,4.0123466077962825e-07
10.049999999999274,5.299770943899805e-07
10.299999999999274,4.875309374227659e-07
10.549999999999274,5.463192322193406e-07
10.799999999999272,6.582811057806015e-07
11.299999999999272,6.129680501437288e-07
11.5,9.702939651111401e-07
11.799999999999272,9.576074183827964e-07
12.049999999999272,1.1857913343884458e-06
12.299999999999272,1.1361716922065444e-06
12.549999999999272,8.187927505106302e-07
12.600000000000366,1.0881069380883076e-06
12.850000000000366,9.379535686876072e-07
13.100000000000366,9.934438592365111e-07
13.350000000000366,1.350600327477475e-06
