Energy Transfer,RIXS
9.25,1.2667187076935745e-07
9.5,1.387980821713794e-07
9.75,1.9876669242683e-07
10.0,2.019806961540121e-07
10.25,2.5611810352154714e-07
10.5,2.3482014403934733e-07
10.75,3.260469094556864e-07
10.899999999999638,2.1741426113316323e-07
11.149999999999638,1.8617991169952238e-07
11.299999999999272,4.475301254020631e-07
11.549999999999272,3.900095162321961e-07
11.649999999999634,1.7301632244636778e-07
11.899999999999634,2.8816721444372464e-07
12.049999999999272,4.40214442677341e-07
12.299999999999272,5.431270571011081e-07
12.549999999999272,4.5348139176059247e-07
12.799999999999272,5.629931644184942e-07
13.049999999999272,6.096011201054821e-07
13.299999999999272,6.415202531408126e-07
13.549999999999272,7.595166152267526e-07
