Energy Transfer,RIXS
-1.3500000000003638,1.105038006400933e-06
-1.1499999999996362,5.151081709452141e-06
-1.1000000000003638,2.6993825699180343e-06
-0.8999999999996362,1.003921697840098e-05
-0.6499999999996362,7.610758159650935e-06
-0.3999999999996362,1.1069207659298188e-05
-0.1499999999996362,1.6317780944923258e-05
0.1000000000003638,2.5053971239472147e-05
0.3500000000003638,3.070670098997121e-05
0.6000000000003638,5.7237058045844445e-05
0.8500000000003638,3.4045780423021654e-05
1.1000000000003638,1.1998883672904188e-05
1.3500000000003638,7.903515447388565e-06
1.6000000000003638,4.2627751962411176e-06
1.8500000000003638,7.232017472039936e-07
2.100000000000364,2.983959990067039e-07
2.350000000000364,2.1583859307457546e-07
2.399999999999636,2.3507486194053358e-07
2.600000000000364,1.1744018448443699e-07
2.649999999999636,1.411777993204642e-07
2.850000000000364,1.1733017762087605e-07
3.100000000000364,1.0187479160237943e-07
3.350000000000364,1.230639641844218e-07
3.600000000000364,1.2722197741503076e-07
3.850000000000364,1.9157439836840306e-07
4.100000000000364,2.3376392648592038e-07
4.350000000000364,2.769539058492824e-07
4.600000000000363,3.034937247526209e-07
