Energy Transfer,RIXS
-1.1499999999996362,1.4046389644924586e-06
-0.8999999999996362,2.8563382279772667e-06
-0.6499999999996362,5.822291341248467e-06
-0.3999999999996362,9.421363703214018e-06
-0.1499999999996362,1.5086115677613416e-05
0.1000000000003638,2.4920073743721397e-05
0.3500000000003638,2.774799828177954e-05
0.6000000000003638,2.289782689394641e-05
0.6499999999996362,1.5999066869380825e-05
0.8500000000003638,1.8950583099451017e-05
0.8999999999996362,9.543724651207553e-06
1.1000000000003638,9.713536237311853e-06
1.3500000000003638,4.708306357387602e-06
1.6000000000003638,2.2213357449283505e-06
1.8500000000003638,7.889256303371396e-07
2.100000000000364,3.1755701332965586e-07
2.350000000000364,1.974708168164765e-07
2.600000000000364,1.905358070131404e-07
2.850000000000364,1.8896345201330895e-07
3.100000000000364,2.1027584575053982e-07
3.350000000000364,1.8007665630824387e-07
3.600000000000364,2.8824764560633285e-07
3.850000000000364,5.142077860957314e-07
4.100000000000364,3.734640553944331e-07
4.350000000000364,3.824186496985747e-07
4.399999999999637,4.23248573887444e-07
4.600000000000363,5.138008071194119e-07
4.649999999999637,4.700865147221695e-07
4.850000000000363,4.6944634847319315e-07
5.100000000000363,4.244782983432476e-07
5.350000000000363,3.252284704702711e-07
5.600000000000364,2.404545525874427e-07
5.850000000000364,2.419457400405902e-07
6.100000000000364,4.0600607916025454e-07
6.350000000000364,5.27673173167112e-08
6.600000000000364,1.450125892679373e-07
