Energy Transfer,RIXS
-1.1499999999996362,9.625908550769695e-07
-0.8999999999996362,2.58521583650462e-06
-0.6499999999996362,5.720080014252812e-06
-0.3999999999996362,1.0715158753249507e-05
-0.3500000000003638,1.6069261953671734e-05
-0.1499999999996362,2.8217302798655084e-05
-0.1000000000003638,2.346257565167304e-05
0.1000000000003638,3.4148939392198434e-05
0.3500000000003638,2.7642105533067603e-05
0.6000000000003638,2.3298128531971104e-05
0.8500000000003638,1.5923739668309664e-05
1.1000000000003638,9.979347030478229e-06
1.3500000000003638,5.760337757239815e-06
1.6000000000003638,7.496421411710834e-06
1.8500000000003638,2.0060784513524746e-06
2.100000000000364,4.903924276127847e-07
2.350000000000364,2.7513798114625225e-07
2.600000000000364,1.702368743965103e-07
2.850000000000364,1.446403494407987e-07
3.100000000000364,1.0567261193880295e-07
3.350000000000364,7.850773286448519e-08
3.399999999999636,3.0547409579667644e-07
3.600000000000364,1.6174021651074714e-07
3.649999999999636,1.8831310065994324e-07
3.850000000000364,3.231336300914257e-07
4.100000000000364,2.5482365031209607e-07
4.350000000000364,2.9318197684602133e-07
4.600000000000363,4.333079915930672e-07
4.850000000000363,3.9564334000166596e-07
5.100000000000363,3.5901475113565726e-07
5.350000000000363,2.902202452419117e-07
5.600000000000364,2.3751682806726856e-07
