Energy Transfer,RIXS
-0.9500000000007276,9.915169211711187e-07
-0.8999999999996362,2.6897756567313632e-06
-0.6499999999996362,6.238305976963349e-06
-0.3999999999996362,1.3440122576432182e-05
-0.1499999999996362,2.8202321639786005e-05
0.1000000000003638,3.384501611814468e-05
0.3500000000003638,2.3540989264117945e-05
0.6000000000003638,2.3313509554827788e-05
0.8500000000003638,1.7097624984456704e-05
1.1000000000003638,9.551026301292226e-06
1.3500000000003638,4.219636287687518e-06
1.6000000000003638,6.160726432170238e-06
1.8500000000003638,3.0752863703820613e-06
1.9499999999989088,9.835367423918924e-07
2.100000000000364,1.3972551304032809e-06
2.350000000000364,4.875011196082532e-07
2.600000000000364,3.581317592986722e-07
2.850000000000364,3.99735025462108e-07
3.100000000000364,5.673142694126839e-07
3.350000000000364,6.209657172589573e-07
3.600000000000364,8.497448986626484e-07
3.850000000000364,9.97247162060426e-07
4.100000000000364,1.1184344388102784e-06
4.350000000000364,1.3652272914717705e-06
4.600000000000363,1.294059977656525e-06
4.850000000000363,1.5090622700409365e-06
5.100000000000363,1.3852285512333641e-06
5.350000000000363,1.1746294735531149e-06
5.600000000000364,1.3065871309040207e-06
5.850000000000364,5.807444311206616e-07
6.100000000000364,6.463599111339152e-07
6.350000000000364,7.906955429118213e-07
6.399999999999636,5.714704637123603e-07
6.600000000000364,6.198805614134268e-07
6.649999999999636,3.880441711905469e-07
6.850000000000364,5.342530438684336e-07
7.100000000000364,5.221455837895019e-07
7.1999999999989095,3.795543259902333e-07
7.350000000000364,4.378605105195989e-07
7.600000000000364,4.1210618699476527e-07
7.850000000000364,3.8643117245695227e-07
8.100000000000364,2.668026648783773e-07
8.399999999999636,4.336503299724206e-07
8.649999999999636,5.117390376542701e-07
8.850000000000364,3.864336851538313e-07
9.100000000000364,2.9248924101653466e-07
9.350000000000364,3.9353762422359454e-07
9.600000000000364,3.673942483578065e-07
9.850000000000364,3.0894256316404264e-07
9.899999999999636,2.750313737995083e-07
10.100000000000364,3.0669356664580695e-07
10.149999999999636,3.3965388234253647e-07
10.350000000000364,3.410000429830554e-07
10.5,4.517332381266592e-07
10.850000000000362,2.3454889601743788e-07
11.100000000000362,2.554940136850577e-07
11.350000000000366,2.3617509344934733e-07
11.600000000000366,2.5155840764534196e-07
