Energy Transfer,RIXS
9.75,2.2111367058959173e-07
10.0,3.727620531212019e-07
10.100000000000364,4.364676152139596e-07
10.350000000000364,2.377551350354065e-07
10.5,1.8288590297171305e-07
10.75,2.730896080191926e-07
11.0,3.678710212094532e-07
11.299999999999272,2.742269651543086e-07
11.549999999999272,2.937199429812296e-07
12.049999999999272,3.885456735439251e-07
12.299999999999272,4.300595821747528e-07
12.549999999999272,5.466867774509197e-07
12.799999999999272,4.5887519875914496e-07
13.299999999999272,5.254011858374817e-07
13.5,4.854703707588466e-07
