Energy Transfer,RIXS
10.0,1.9036438916826625e-07
10.25,2.7726349250799387e-07
10.5,3.379939921369077e-07
10.75,1.2843023394484473e-07
11.0,2.1967757482987074e-07
11.25,3.1894052121864293e-07
11.5,1.0868230315189547e-07
11.649999999999634,2.326311749037489e-07
11.899999999999634,1.7073369857927833e-07
12.049999999999272,3.7691779010743924e-07
12.299999999999272,5.321175511524602e-07
12.799999999999272,4.058646906648144e-07
13.049999999999272,4.6023008459630794e-07
13.299999999999272,6.721831166623879e-07
13.549999999999272,5.800400825274001e-07
