Energy Transfer,RIXS
-1.1499999999996362,2.2311603202945637e-06
-0.8999999999996362,5.1626931878797425e-06
-0.6499999999996362,6.77109409727731e-06
-0.3999999999996362,1.086005801282604e-05
-0.1499999999996362,1.3808648250178714e-05
0.1000000000003638,2.074731545509495e-05
0.3500000000003638,2.4204666561947864e-05
0.6000000000003638,7.094672883577942e-05
0.8500000000003638,9.44224737348313e-05
0.9499999999989086,5.925895101516838e-07
1.1000000000003638,2.349929082950973e-05
1.3500000000003638,9.46519425328036e-06
1.6000000000003638,2.644021681686687e-06
1.8500000000003638,1.1992619611760792e-06
2.100000000000364,7.693077622991256e-07
2.350000000000364,4.143667441958356e-07
2.600000000000364,3.281454703238426e-07
2.850000000000364,1.9768180717769525e-07
3.100000000000364,4.132496474644905e-07
3.350000000000364,4.811984150286605e-07
3.600000000000364,4.94961294026807e-07
3.850000000000364,6.956246208226925e-07
4.100000000000364,7.350620498799201e-07
4.350000000000364,9.141013859370255e-07
4.600000000000363,1.0418220097699094e-06
4.850000000000363,8.719380120536711e-07
5.100000000000363,1.0271582133195906e-06
5.350000000000363,8.400015040968108e-07
5.399999999999636,7.758797445199509e-07
5.600000000000364,1.0334107298917982e-06
5.649999999999636,6.943015000179701e-07
5.850000000000364,9.712920411968811e-07
6.100000000000364,7.755203952591426e-07
6.1999999999989095,5.935264564005771e-07
6.350000000000364,4.6355499709196503e-07
6.600000000000364,6.208158158101857e-07
6.850000000000364,4.784798638419885e-07
7.100000000000364,2.665879343633847e-07
7.399999999999636,2.887896100219236e-07
7.649999999999636,2.363141452592855e-07
7.850000000000364,2.738343219235592e-07
8.100000000000364,2.616292563684716e-07
8.350000000000364,3.833397704927103e-07
8.600000000000364,3.0906701968203536e-07
8.850000000000364,1.9122449043233265e-07
8.899999999999636,3.232640044108727e-07
9.100000000000364,2.043798778131932e-07
9.149999999999636,2.7492118494782593e-07
9.350000000000364,1.702478703438527e-07
9.5,4.361562299153949e-07
9.850000000000364,3.443287951841549e-07
10.100000000000364,2.3143530386077857e-07
10.350000000000364,1.755345444147111e-07
10.600000000000364,2.1146751317112192e-07
