Energy Transfer,RIXS
-2.5500000000010914,2.558397848899089e-06
-1.8000000000010914,1.0801621932566096e-05
-1.5500000000010914,1.047994743996505e-05
-1.1499999999996362,1.14300579892562e-06
-0.8999999999996362,2.8479548124503095e-06
-0.8000000000010914,2.473632911354695e-05
-0.6499999999996362,8.222221876998366e-06
-0.3999999999996362,1.5365039369601955e-05
-0.3000000000010914,1.934208496782701e-05
-0.1499999999996362,2.651838118905513e-05
0.1000000000003638,3.90345249934837e-05
0.3500000000003638,3.271155793894242e-05
0.6000000000003638,2.9646041946717056e-05
0.8500000000003638,2.466077546126795e-05
1.1000000000003638,1.4466271586756268e-05
1.3500000000003638,5.3636918290859585e-06
1.6000000000003638,2.535802359564096e-06
1.8500000000003638,9.920138557273446e-07
2.100000000000364,3.988102542857915e-07
2.350000000000364,2.530850123676858e-07
2.600000000000364,1.8769661807295075e-07
2.850000000000364,2.635846799523186e-07
3.100000000000364,2.1114353749249602e-07
3.350000000000364,3.468084260971557e-07
3.399999999999636,4.143333369702593e-07
3.600000000000364,4.507196495770624e-07
3.649999999999636,5.67177873281334e-07
3.850000000000364,8.044244373718733e-07
4.100000000000364,6.523204281113738e-07
4.350000000000364,7.433988522025237e-07
4.600000000000363,7.008724740666353e-07
4.850000000000363,7.868589719624959e-07
5.100000000000363,6.579714208139455e-07
5.350000000000363,5.077546189485646e-07
5.600000000000364,6.270629383034359e-07
5.850000000000364,4.4774729752826386e-07
6.100000000000364,4.7386122575376295e-07
6.350000000000364,3.667131680791957e-07
6.600000000000364,2.731728863633574e-07
6.850000000000364,2.2336561766645071e-07
7.100000000000364,2.6475137286824396e-07
7.149999999999636,1.1750583063931631e-07
7.350000000000364,2.34911833184409e-07
7.399999999999636,1.879840589518009e-07
7.600000000000364,2.3453481807163482e-07
7.850000000000364,2.888388865356071e-07
8.100000000000364,1.7181719656201118e-07
8.350000000000364,9.604749537584428e-08
8.600000000000364,1.946140947913545e-07
8.850000000000364,1.871363998231561e-07
9.100000000000364,1.055630346965638e-07
9.350000000000364,1.843879706236246e-07
