Energy Transfer,RIXS
2.0,5.223118154055079e-07
2.25,4.6155269511349784e-07
2.5,2.3826451936328092e-07
2.75,2.1987263877399016e-07
3.0,3.2902910858373696e-07
3.25,2.8529143107048557e-07
3.5,3.257864539295601e-07
3.649999999999636,5.426603941326939e-07
3.899999999999636,7.128281798955179e-07
4.049999999999272,9.416658598748232e-07
4.299999999999272,9.747614758668553e-07
4.399999999999637,6.049078245777679e-07
4.649999999999637,4.605734980597478e-07
4.799999999999272,8.800768076879179e-07
5.049999999999272,1.167336358102289e-06
5.299999999999272,1.395338922444642e-06
5.549999999999272,1.1774987648565194e-06
5.799999999999272,1.4622593699888e-06
6.049999999999272,9.748512742524722e-07
6.299999999999272,1.5869909590116934e-06
6.549999999999272,1.2542875015096585e-06
6.799999999999272,1.331465579858359e-06
6.850000000000364,9.99480803038848e-07
7.100000000000364,1.1766755868055832e-06
7.350000000000364,1.0379902406492353e-06
7.600000000000364,1.0489300114871925e-06
7.850000000000364,1.4627030704679445e-06
8.100000000000364,1.3058506816592233e-06
8.350000000000364,9.918220872257255e-07
8.600000000000364,1.3568989072713271e-06
8.850000000000364,1.161290764872585e-06
9.100000000000364,1.2051970522600506e-06
9.350000000000364,1.3403578748078774e-06
9.600000000000364,1.6716446852355743e-06
9.699999999998909,1.319621133839983e-06
9.850000000000364,1.015366815223293e-06
10.100000000000364,1.495439050455612e-06
10.350000000000364,1.3382922251270846e-06
10.600000000000364,1.0574099230486133e-06
10.850000000000362,1.1934923836575537e-06
11.100000000000362,1.1575519614277426e-06
11.350000000000366,1.0573453350923832e-06
11.600000000000366,1.0277550424746327e-06
11.850000000000366,1.0796718894945635e-06
12.100000000000366,8.443630603545088e-07
12.350000000000366,5.648326972611121e-07
12.600000000000366,6.977772688778493e-07
12.850000000000366,7.78822275806009e-07
13.100000000000366,6.901275615301008e-07
13.350000000000366,6.116994833520033e-07
