Energy Transfer,RIXS
8.5,2.056491830586203e-07
8.75,2.5382022513392475e-07
9.0,9.927688306803373e-08
9.25,2.2034257762255863e-07
9.5,2.0101929942435017e-07
9.75,2.0130134272524878e-07
10.0,4.3519310932638416e-07
10.149999999999636,3.723098287933252e-07
10.399999999999636,2.0161368491658239e-07
10.549999999999274,4.828614510916997e-07
10.799999999999272,4.085067444463508e-07
10.899999999999638,2.592809620360816e-07
11.149999999999638,3.171114948160198e-07
11.299999999999272,2.537668302391262e-07
11.549999999999272,5.660571740388064e-07
11.799999999999272,5.716609828432771e-07
12.049999999999272,6.331116106127233e-07
12.299999999999272,5.554887463670361e-07
12.549999999999272,9.237891645227699e-07
12.799999999999272,9.086044227592323e-07
13.049999999999272,7.034425145826485e-07
13.299999999999272,8.790272990150869e-07
13.350000000000366,8.135641686067727e-07
