Energy Transfer,RIXS
-1.1499999999996362,4.4554203265813207e-07
-1.1000000000003638,4.395161936572948e-06
-0.8999999999996362,2.3045713521660246e-06
-0.8500000000003638,8.399653811640277e-06
-0.6499999999996362,5.815019219917293e-06
-0.3999999999996362,1.059678860993682e-05
-0.3000000000010914,1.284325304266804e-05
-0.1499999999996362,2.8141591600971252e-05
0.1000000000003638,4.103633506046182e-05
0.3500000000003638,4.6395278233905566e-05
0.6000000000003638,3.148982494496278e-05
0.8999999999996362,2.1611000932228948e-05
1.1499999999996362,1.0058212198931084e-05
1.3500000000003638,4.887926696844156e-06
1.6000000000003638,1.9229334820850243e-06
1.8500000000003638,6.794894800552407e-07
2.100000000000364,2.648790197451416e-07
2.350000000000364,1.7677589059693685e-07
2.399999999999636,6.480850738684126e-08
2.600000000000364,5.1191362065122336e-08
2.649999999999636,1.4589722415941315e-07
2.850000000000364,8.536494941469438e-08
3.0,2.807620005477979e-07
3.350000000000364,1.7202562994221813e-07
3.600000000000364,1.3606405079171716e-07
3.850000000000364,1.446074544512401e-07
4.100000000000364,3.045591901649309e-07
