YEAR,BRAND,MAKE,TRIM,PRICE,MILES,SHIP,PAGE,ENTRY
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1544,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1544,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1544,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1544,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1544,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1544,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1544,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1544,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1545,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1545,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1545,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1545,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1545,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1545,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1545,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1545,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1545,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1545,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1545,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1545,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1545,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1545,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1545,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1545,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1545,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1545,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1545,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1545,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1546,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1546,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1546,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1546,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1546,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1546,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1546,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1546,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1546,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1546,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1546,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1546,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1546,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1546,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1546,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1546,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1546,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1546,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1546,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1546,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1547,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1547,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1547,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1547,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1547,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1547,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1547,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1547,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1547,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1547,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1547,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1547,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1547,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1547,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1547,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1547,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1547,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1547,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1547,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1547,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1548,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1548,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1548,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1548,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1548,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1548,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1548,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1548,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1548,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1548,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1548,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1548,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1548,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1548,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1548,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1548,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1548,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1548,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1548,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1548,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1549,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1549,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1549,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1549,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1549,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1549,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1549,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1549,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1549,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1549,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1549,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1549,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1549,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1549,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1549,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1549,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1549,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1549,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1549,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1549,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1550,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1550,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1550,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1550,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1550,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1550,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1550,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1550,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1550,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1550,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1550,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1550,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1550,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1550,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1550,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1550,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1550,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1550,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1550,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1550,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1551,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1551,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1551,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1551,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1551,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1551,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1551,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1551,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1551,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1551,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1551,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1551,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1551,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1551,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1551,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1551,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1551,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1551,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1551,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1551,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1552,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1552,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1552,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1552,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1552,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1552,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1552,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1552,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1552,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1552,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1552,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1552,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1552,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1552,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1552,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1552,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1552,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1552,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1552,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1552,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1553,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1553,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1553,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1553,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1553,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1553,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1553,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1553,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1553,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1553,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1553,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1553,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1553,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1553,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1553,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1553,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1553,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1553,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1553,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1553,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1554,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1554,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1554,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1554,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1554,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1554,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1554,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1554,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1554,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1554,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1554,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1554,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1554,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1554,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1554,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1554,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1554,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1554,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1554,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1554,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1555,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1555,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1555,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1555,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1555,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1555,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1555,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1555,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1555,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1555,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1555,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1555,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1555,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1555,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1555,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1555,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1555,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1555,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1555,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1555,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1556,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1556,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1556,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1556,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1556,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1556,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1556,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1556,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1556,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1556,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1556,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1556,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1556,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1556,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1556,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1556,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1556,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1556,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1556,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1556,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1557,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1557,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1557,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1557,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1557,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1557,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1557,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1557,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1557,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1557,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1557,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1557,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1557,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1557,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1557,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1557,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1557,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1557,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1557,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1557,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1558,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1558,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1558,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1558,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1558,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1558,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1558,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1558,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1558,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1558,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1558,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1558,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1558,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1558,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1558,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1558,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1558,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1558,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1558,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1558,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1559,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1559,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1559,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1559,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1559,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1559,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1559,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1559,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1559,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1559,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1559,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1559,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1559,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1559,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1559,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1559,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1559,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1559,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1559,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1559,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1560,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1560,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1560,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1560,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1560,5
