YEAR,BRAND,PAGE,ENTRY,PRICE,MILES,SHIPPING,dummy,CHEVROLET,FORD,HYUNDAI,TOYOTA,JEEP,VOLKSWAGEN,NISSAN,KIA,BUICK,DODGE,HONDA,GMC,SUBARU,INFINITI,MAZDA,CADILLAC,FIAT,LEXUS,BMW
2015,TOYOTA,353,18,14400,65833,200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,353,19,15400,20654,200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,VOLKSWAGEN,353,20,11600,70092,200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,354,2,20700,40108,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,LEXUS,354,4,22400,53626,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,FORD,354,7,16900,18553,200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,354,8,17900,18734,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,CHEVROLET,354,9,13600,29101,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,354,10,19200,11722,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,DODGE,354,11,18100,25995,200,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,354,12,16000,48205,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,CHEVROLET,354,13,20700,24158,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,354,14,16100,9634,200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,354,18,21400,17767,300,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,354,19,24600,40953,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,FORD,354,20,16300,29159,200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,355,1,15200,20355,200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,CHEVROLET,355,5,11600,60432,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,355,7,18700,13861,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,HONDA,355,8,12200,81499,300,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,JEEP,355,9,20200,79738,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,LEXUS,355,13,32700,35914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,GMC,355,18,25300,12740,500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,FORD,356,1,23800,50497,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,356,2,16700,34034,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BMW,356,3,24800,19751,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,BUICK,356,4,16600,20246,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,HYUNDAI,356,5,15200,21086,300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,356,6,16700,16868,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,356,7,17600,19608,300,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,CHEVROLET,356,9,23400,20326,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,TOYOTA,356,10,20100,26208,300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,356,12,23400,31191,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,356,15,14600,79728,200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,356,16,17800,21247,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,356,19,17400,27568,300,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016,BUICK,357,1,15500,15722,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,FORD,357,2,22900,68678,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,HONDA,357,3,11500,71162,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,TOYOTA,357,4,17900,9006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,357,5,16100,17000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,HONDA,357,6,12900,48358,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,HONDA,357,7,16900,86418,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,CHEVROLET,357,8,16200,24412,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,KIA,357,9,11300,101756,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,357,11,14500,45062,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,357,12,27000,43173,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,JEEP,357,13,36600,11840,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,HONDA,357,14,16900,93938,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,NISSAN,357,15,16700,34661,200,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,FORD,357,17,16400,37336,200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,357,18,16800,61213,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,CHEVROLET,357,19,16500,29109,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,HONDA,357,20,14600,102575,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,CHEVROLET,358,1,13300,80566,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,358,2,16900,15030,200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,358,3,16400,20455,300,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,KIA,358,4,14600,23770,300,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,NISSAN,358,6,22300,12675,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,358,11,15400,21018,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,FORD,358,12,13600,10831,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,FORD,358,17,20500,6094,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,359,1,23900,25566,300,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,NISSAN,359,2,25900,2238,300,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,DODGE,359,3,21100,17489,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,SUBARU,359,5,25900,6408,300,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,JEEP,359,6,21100,19978,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,TOYOTA,359,7,18600,31531,200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,359,8,15700,44388,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CADILLAC,359,9,18200,36247,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,KIA,359,10,16100,9501,300,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,JEEP,359,11,19500,20667,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,359,12,19500,29478,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,DODGE,359,13,20500,30575,300,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,FORD,359,16,16000,25446,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,359,17,16100,18244,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,359,19,15400,15631,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,BUICK,360,1,15700,14502,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,GMC,360,2,24500,30418,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016,FORD,360,3,20200,25631,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BMW,360,4,22600,42606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,GMC,360,5,16900,38490,300,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,FORD,360,6,16400,27316,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CHEVROLET,360,7,21400,28605,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,360,8,14900,46938,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,FORD,360,9,24900,21037,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,360,10,14900,47192,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,TOYOTA,360,11,18900,60670,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,360,12,18500,42693,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,360,13,17100,20429,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NISSAN,360,15,16300,45021,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,NISSAN,360,16,15900,48258,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,360,17,15900,34934,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,FORD,360,18,14900,3169,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,FORD,360,19,11900,40312,200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FORD,360,20,15500,67461,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,361,1,17000,24903,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,TOYOTA,361,2,23400,93011,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,361,4,16400,15930,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,BMW,361,5,20500,21652,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,BUICK,361,6,18200,17496,300,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,NISSAN,361,11,13500,42332,200,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,361,12,26300,55328,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,HYUNDAI,361,15,12800,54924,300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,361,16,18400,20804,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,CHEVROLET,361,17,24400,18747,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FORD,361,20,12800,35481,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,HONDA,362,1,14500,55004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,NISSAN,362,2,17300,7897,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,NISSAN,362,3,14100,34760,200,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,NISSAN,362,5,14900,63136,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,362,6,19900,79519,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,362,7,15000,15081,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,362,8,14000,56036,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,NISSAN,362,9,14400,45767,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,362,10,15900,46915,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,362,11,16500,45086,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,KIA,362,12,13900,56603,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,VOLKSWAGEN,362,13,11600,85661,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FORD,362,14,18900,40765,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NISSAN,362,15,16000,42891,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,362,16,15700,36468,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,362,18,13600,19139,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,VOLKSWAGEN,362,19,20400,55263,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,362,20,16800,46976,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,363,1,14000,47076,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,JEEP,363,3,26400,32474,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,363,4,14000,69903,200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CHEVROLET,363,5,13700,33659,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CHEVROLET,363,6,17900,42320,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,363,7,14100,22431,300,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,NISSAN,363,8,16000,23662,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,363,9,14900,28602,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,BUICK,363,10,13700,30466,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,FORD,363,11,15900,24565,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,363,12,16800,23615,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,HONDA,363,13,16300,93052,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,FORD,363,15,15200,52031,200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,HONDA,363,17,13800,55438,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,FORD,363,18,12200,72904,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,BUICK,363,19,16900,17296,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,HONDA,364,2,14500,24349,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,CHEVROLET,364,5,17500,21775,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,LEXUS,364,11,17800,65821,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,KIA,364,12,14500,24959,300,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,KIA,364,16,13400,25734,300,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,HYUNDAI,364,17,14300,61126,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,364,18,16400,31163,300,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,364,20,19100,12734,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,365,1,15900,18374,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,365,2,15000,29525,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,HYUNDAI,365,4,12600,46736,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,365,5,27900,40462,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,NISSAN,365,6,20300,24536,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,SUBARU,365,7,17900,23178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,VOLKSWAGEN,365,8,17900,27454,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,365,9,16700,23954,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,FORD,365,12,11900,44581,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,JEEP,365,13,16500,74401,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FORD,365,14,13900,60284,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NISSAN,365,15,13400,18971,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,365,16,13200,26148,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,365,17,18500,24090,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,365,18,14900,29449,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,365,19,20400,39884,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,365,20,18500,15620,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,366,1,20400,53464,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,366,2,17700,17968,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,JEEP,366,3,21100,29984,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,GMC,366,4,16900,57761,300,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,JEEP,366,5,23400,33684,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,KIA,366,6,16400,41567,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,JEEP,366,7,14900,43604,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,JEEP,366,8,21600,14960,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,FORD,366,9,11200,44968,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,NISSAN,366,10,14200,50651,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,366,11,19400,22853,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,DODGE,366,12,17600,5166,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,BUICK,366,13,19700,3163,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,JEEP,366,15,20300,27795,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FORD,366,16,19000,33978,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,366,17,14700,31065,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,FORD,366,18,17700,28053,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,GMC,366,19,17200,89809,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,VOLKSWAGEN,366,20,13400,71901,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,367,1,20900,74389,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,367,2,15700,34689,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,367,3,14900,33203,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,367,4,19900,22414,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,GMC,367,5,20600,35174,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016,CHEVROLET,367,6,14900,32409,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,367,7,16800,16187,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016,CHEVROLET,367,8,14900,41492,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,HONDA,367,9,13400,98271,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,CHEVROLET,367,10,16600,33718,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,367,11,17400,21244,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,VOLKSWAGEN,367,12,23300,13793,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,CHEVROLET,367,13,13800,75852,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,367,14,14900,45905,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,367,15,14900,22192,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,367,16,24900,24373,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,NISSAN,367,17,22600,24916,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,JEEP,367,18,15100,35420,300,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NISSAN,367,19,15900,35571,200,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,CHEVROLET,367,20,29300,18821,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,JEEP,368,1,16900,13955,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,TOYOTA,368,2,15800,50098,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,368,4,18400,57728,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,JEEP,368,5,27000,83648,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,368,7,20300,25413,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,KIA,368,8,14900,17274,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,368,9,16400,17032,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,368,10,14700,25107,300,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,368,11,16900,38576,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,368,12,16300,7766,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,368,13,13800,37726,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,368,14,17900,33191,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,DODGE,368,15,16900,72336,200,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,LEXUS,368,16,24100,21624,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,CHEVROLET,368,17,16700,17673,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,TOYOTA,368,18,16500,48004,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,368,19,14900,23649,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,FORD,368,20,11800,41406,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NISSAN,369,1,18000,10739,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,NISSAN,369,2,17900,14774,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,369,3,15400,54507,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FORD,369,4,11900,39514,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
