YEAR,BRAND,PAGE,ENTRY,PRICE,MILES,SHIPPING,dummy,CHEVROLET,FORD,HYUNDAI,TOYOTA,JEEP,VOLKSWAGEN,NISSAN,KIA,BUICK,DODGE,HONDA,GMC,SUBARU,INFINITI,MAZDA,CADILLAC,FIAT,LEXUS,BMW
2017,CHEVROLET,120,5,25100,22387,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,120,6,19000,11833,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,120,7,16900,13688,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,JEEP,120,8,13800,97844,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,NISSAN,120,10,18900,58402,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,120,11,26300,27977,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NISSAN,120,12,16900,25833,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,NISSAN,120,13,19100,24373,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,120,14,16400,31203,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,120,15,18500,22109,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,120,16,18500,22324,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,120,17,15800,21810,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,120,18,19900,42562,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,120,19,14400,26763,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CHEVROLET,120,20,14900,33554,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,FORD,121,1,18500,44861,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,121,2,16400,20103,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,121,3,16200,17460,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,121,4,17200,21220,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,121,5,16900,23741,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,121,6,26800,24128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,JEEP,121,7,16200,25961,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,121,8,16900,19255,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,121,9,22800,38380,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,121,10,14300,36396,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,121,11,16500,11291,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,TOYOTA,121,12,28400,81729,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,121,13,16900,20923,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,FORD,121,14,17100,9754,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,121,15,15900,31786,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,KIA,121,16,13100,32617,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,121,17,16400,19470,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,FORD,121,18,16000,22770,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,121,19,17900,30393,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,121,20,14900,36314,300,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,122,1,17900,40092,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,122,2,17300,29658,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,FORD,122,3,19900,44885,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,122,4,15700,23295,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,GMC,122,5,20900,24098,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,BUICK,122,6,16500,20006,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,BUICK,122,7,17100,28715,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,FORD,122,8,27000,27430,200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NISSAN,122,9,19900,49557,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,BUICK,122,10,16700,21882,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,122,11,14700,14000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,122,12,18500,13181,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,122,13,15000,43458,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,BUICK,122,14,16600,20201,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,DODGE,122,15,19900,34078,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,KIA,122,16,17100,9712,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,122,17,16400,11179,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,122,18,16300,18508,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,DODGE,122,19,17900,38887,300,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,JEEP,122,20,15600,38082,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,123,1,14500,13693,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,123,2,19200,7803,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,JEEP,123,3,20600,38965,300,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,123,4,23100,31342,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016,BUICK,123,5,14500,32394,300,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,123,7,18000,12883,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NISSAN,123,8,16900,32604,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,123,9,17700,13898,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,123,10,26700,29400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,CADILLAC,123,11,24900,36675,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,CHEVROLET,123,12,14400,19103,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,123,13,22400,32623,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,KIA,123,14,17400,21629,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,123,15,19600,12216,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,123,16,17800,26368,200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,123,17,25300,34810,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,123,18,21000,27967,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,123,19,15800,18456,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,123,20,16600,21992,200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,124,1,17900,10052,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,124,2,14900,33619,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,124,3,17200,21783,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,124,4,18500,31280,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,124,5,14700,45505,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NISSAN,124,6,15700,36615,200,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,BUICK,124,7,29300,2922,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,124,8,16400,33230,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,124,9,13300,40423,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,BUICK,124,10,16700,18390,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,BMW,124,11,21800,48735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,FORD,124,12,15600,29692,200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,FORD,124,13,16100,44128,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NISSAN,124,14,12900,35931,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,124,15,14700,28875,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,124,16,17600,16115,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,124,17,18900,33143,200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016,KIA,124,18,13300,29326,300,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,124,19,16700,26293,200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,JEEP,125,1,22800,36420,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,VOLKSWAGEN,125,2,13900,40283,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,125,3,21600,23377,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,TOYOTA,125,4,30200,12157,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,125,5,15900,21075,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,125,6,25500,39778,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,TOYOTA,125,7,14100,83638,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,125,11,27100,13074,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,TOYOTA,125,12,20500,29247,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,LEXUS,125,13,25600,22125,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,BUICK,125,14,14600,31553,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,FORD,125,15,17900,31099,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,125,16,16500,21649,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,125,17,16800,34155,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,125,19,13000,36711,200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,125,20,20400,20312,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,126,1,17200,38166,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,126,2,14900,37971,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,126,3,14900,14997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,JEEP,126,4,17700,70128,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,126,5,19500,30720,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,126,6,18500,31450,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,126,7,18000,22675,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,126,8,14600,28973,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,BUICK,126,9,14200,31636,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,BUICK,126,10,15900,15771,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,BUICK,126,11,16800,8660,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,JEEP,126,12,20500,35630,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CHEVROLET,126,13,17900,9541,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,126,14,19200,21825,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NISSAN,126,15,20900,19139,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,CHEVROLET,126,16,22800,1370,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,126,17,16500,20251,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,126,18,17900,20793,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,126,19,16700,10398,300,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,126,20,20400,43776,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,127,1,14600,15151,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,FORD,127,2,11900,36600,200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,127,3,15400,24218,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,127,4,16900,18049,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,BMW,127,5,26300,29699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,JEEP,127,6,16500,27323,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,127,7,22900,6441,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,FORD,127,8,15500,30303,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,127,9,16900,18067,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,127,10,14400,45044,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,127,11,16600,35090,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,127,12,16000,15267,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NISSAN,127,13,19000,42407,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,127,14,16700,17260,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,127,15,16100,37129,300,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FORD,127,16,13000,72816,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NISSAN,127,17,27300,10105,200,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,127,18,14700,18778,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,127,19,15300,18517,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,127,20,14100,28080,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,128,1,15200,32303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,KIA,128,2,12600,44278,200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,128,3,15800,33526,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,128,4,24500,30011,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,FORD,128,5,20900,43365,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,128,6,19600,8876,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,128,7,15900,22871,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,KIA,128,8,15900,12672,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,128,9,14200,12893,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,FORD,128,10,11800,93919,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,NISSAN,128,11,20900,18275,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,128,12,15600,21975,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,128,13,17000,24102,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,128,14,23000,36099,200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,JEEP,128,15,30300,12405,300,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,128,16,29800,30162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,NISSAN,128,17,14100,82660,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,FORD,128,18,11200,62621,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,128,19,18700,8624,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,CHEVROLET,129,1,16200,20582,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NISSAN,129,2,12900,34538,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,SUBARU,129,3,20700,42566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,BUICK,129,4,16100,16096,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,129,5,26600,24823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,FORD,129,6,17400,18420,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,129,7,15800,24401,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,129,9,15700,35447,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,129,10,16400,20890,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,129,11,21800,24792,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NISSAN,129,12,34900,12883,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,KIA,129,13,15400,83253,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,BMW,129,14,25300,32223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,KIA,129,15,22900,11611,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,FORD,129,16,22400,34738,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CADILLAC,129,17,21700,43623,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,KIA,129,18,16200,23561,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,BMW,129,19,19100,33379,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,NISSAN,129,20,17800,34139,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,BMW,130,1,29900,61907,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,KIA,130,4,17900,21977,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,130,5,14900,18703,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,FORD,130,6,14400,37512,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,130,7,17400,16832,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,JEEP,130,8,16900,17024,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,130,9,18200,39040,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,130,10,13900,40671,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,NISSAN,130,11,23000,24720,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,130,12,21300,13695,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,KIA,130,13,17400,17985,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,130,15,13900,25309,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,130,16,17100,20170,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,130,17,14900,32168,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,NISSAN,130,18,24600,14782,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,JEEP,130,19,17200,25378,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,TOYOTA,130,20,12700,93185,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,131,1,16200,38911,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,131,2,26300,31816,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,FORD,131,3,15200,29518,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NISSAN,131,5,18900,21886,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,131,6,19100,14654,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,JEEP,131,7,22800,16414,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CHEVROLET,131,8,14500,14778,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,LEXUS,131,9,30900,35619,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,CHEVROLET,131,10,14100,33041,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,131,11,16800,26475,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,131,12,14300,32485,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,FORD,131,13,18300,21209,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,131,14,16400,31420,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,JEEP,131,15,32900,28806,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,131,16,15100,11937,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,131,17,15100,17642,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,131,18,17600,20601,300,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,131,19,14100,72278,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,131,20,15600,36195,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,132,1,16600,28451,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,TOYOTA,132,2,22200,42507,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,132,3,25000,29019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,132,4,17200,24387,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,132,5,21600,19230,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
